customer_id,signup_date,country,industry,subscription_type,monthly_fee,total_transactions,total_revenue,avg_transaction,std_transaction,first_transaction,last_transaction,successful_transactions,failed_transactions,customer_tenure_days,days_since_last_transaction,transaction_frequency,payment_failure_rate,avg_monthly_revenue,is_churned,customer_ltv,verified_revenue,acquisition_cost,servicing_cost,transaction_cost,support_cost,infrastructure_cost,payment_processing_cost,total_cost,gross_profit,profit_margin,monthly_profit,customer_roi,profit_per_transaction,profitability_tier,tier_rank
CUST_000017,2021-01-27,USA,Consulting,Premium,1568.86,14,21537.99,1538.4278571428572,125.73674759216162,2021-01-26,2022-02-19,14.0,0.0,1436,1048,0.2922755741127348,0.0,440.75013642564807,1,21537.99,21537.99,300,3230.6985,7.0,3590.0,1076.8995000000002,624.60171,8829.19971,12708.79029,59.00638959345789,265.5039754178273,143.94045561803244,907.7707350000001,High Profit,3
CUST_000018,2021-01-28,India,Real Estate,Enterprise,462.8,48,20864.08,444.1075,139.40162422357284,2021-01-26,2024-12-08,45.0,1.0,1435,25,1.0027855153203342,0.0204081632653061,436.5288737201365,0,21317.16,20864.08,200,3129.612,24.0,1913.3333333333335,1043.2040000000002,605.0583200000001,6915.207653333333,13948.872346666669,66.8559186250564,291.6140560278746,201.71299324529906,290.60150722222227,High Profit,3
CUST_000019,2021-01-30,UK,Retail,Basic,50.66,48,2322.59,50.38979166666667,4.055160352882318,2021-01-30,2024-12-09,46.0,2.0,1433,24,1.00418410041841,0.0408163265306122,49.5976076555024,0,2418.71,2322.59,50,348.3885,24.0,238.83333333333331,116.12950000000001,67.35511000000001,844.7064433333333,1477.883556666667,63.63084128781519,30.93964180041871,174.9582435804237,30.789240763888895,High Profit,3
CUST_000020,2021-02-01,Canada,Real Estate,Professional,279.79,48,13259.3,289.32625,37.35796799709991,2021-02-03,2024-12-11,46.0,1.0,1431,22,1.005586592178771,0.0204081632653061,285.16755646817245,0,13887.66,13259.3,100,1988.8949999999998,24.0,715.5,662.965,384.5197,3875.8796999999995,9383.4203,70.76859487303253,196.71740670859538,242.09782104434257,195.48792291666666,High Profit,3
CUST_000021,2021-02-01,USA,Retail,Professional,172.57,25,4424.32,176.97279999999998,20.15231097583269,2021-01-30,2023-01-21,25.0,0.0,1431,712,0.5237430167597765,0.0,90.84845995893222,1,4424.32,4424.32,100,663.6479999999999,12.5,715.5,221.216,128.30528,1841.16928,2583.1507199999996,58.3852596557211,54.15410314465408,140.29946882450696,103.32602879999999,High Profit,3
CUST_000022,2021-02-04,USA,Consulting,Enterprise,988.11,17,14900.61,875.6164705882353,490.1386054722324,2021-02-02,2022-05-28,15.0,1.0,1428,950,0.3568929321203639,0.0555555555555555,306.2855967078189,1,14885.48,14900.61,200,2235.0915,8.5,1904.0,745.0305000000001,432.11769000000004,5524.73969,9375.87031,62.92272806281085,196.97206533613445,169.7070058698096,551.5217829411765,High Profit,3
CUST_000023,2021-02-07,USA,Real Estate,Professional,252.89,48,11376.79,236.2933333333333,106.67508483625733,2021-02-08,2024-12-17,44.0,1.0,1425,16,1.0098176718092566,0.0204081632653061,233.8573195876289,0,11342.08,11376.79,100,1706.5185000000001,24.0,712.5,568.8395,329.92691,3441.7849100000003,7935.005090000001,69.74731088470475,167.05273873684212,230.5491277780052,165.31260604166667,High Profit,3
CUST_000024,2021-02-08,UK,Media,Professional,199.58,48,8965.28,189.92166666666665,64.19283078991526,2021-02-10,2024-12-19,45.0,1.0,1424,14,1.0105263157894735,0.0204081632653061,188.092984869326,0,9116.24,8965.28,100,1344.7920000000001,24.0,712.0,448.26400000000007,259.99312000000003,2889.0491200000006,6076.23088,67.77513786518658,128.0104820224719,210.31940363824617,126.58814333333333,High Profit,3
CUST_000025,2021-02-11,Germany,Media,Basic,96.64,48,4389.95,93.69229166666666,29.816470404836355,2021-02-10,2024-12-20,45.0,2.0,1421,13,1.0126582278481011,0.0408163265306122,92.98201240523775,0,4497.23,4389.95,50,658.4925,24.0,236.83333333333334,219.4975,127.30855,1316.1318833333332,3073.8181166666664,70.01943340281021,64.89411928219563,233.5493999949068,64.03787743055555,High Profit,3
CUST_000026,2021-02-12,India,Retail,Enterprise,859.88,8,5865.99,637.0025,568.9993771211755,2021-02-10,2021-09-10,7.0,0.0,1420,1210,0.1688951442646024,0.0,105.43489655172414,1,5096.02,5865.99,200,879.8984999999999,4.0,1893.3333333333335,293.2995,170.11371,3440.6450433333334,2425.3449566666663,41.3458760868441,51.23968218309858,70.49099590688861,303.1681195833333,Medium Profit,2
CUST_000027,2021-02-18,India,Finance,Enterprise,910.1,48,39664.63,904.2447916666666,68.89319464243752,2021-02-18,2024-12-28,44.0,2.0,1414,5,1.017667844522968,0.0408163265306122,901.7399584487534,0,43403.75,39664.63,200,5949.6945,24.0,1885.3333333333333,1983.2314999999999,1150.27427,11192.533603333331,28472.096396666668,71.78207989502656,604.0755954031117,254.38473008637814,593.1686749305555,High Profit,3
CUST_000028,2021-02-19,France,Technology,Enterprise,747.83,6,3635.73,726.1633333333333,26.928271884149297,2021-02-19,2021-07-17,5.0,1.0,1413,1265,0.1272984441301273,0.1428571428571428,90.58170478170476,1,4356.98,3635.73,200,545.3595,3.0,1884.0,181.78650000000002,105.43617,2919.58217,716.1478299999999,19.69749761395923,15.20483715498938,24.52912054878044,119.35797166666664,Low Profit,1
CUST_000029,2021-02-20,USA,Education,Basic,67.82,48,3058.56,66.34166666666667,21.123153710917208,2021-02-21,2025-01-02,44.0,3.0,1412,0,1.019108280254777,0.0612244897959183,66.24965325936199,0,3184.4,3058.56,50,458.784,24.0,235.33333333333334,152.928,88.69824,1009.7435733333334,2048.8164266666663,66.9863081537281,43.530094050991494,202.9046265581249,42.683675555555546,High Profit,3
CUST_000030,2021-02-20,USA,Healthcare,Basic,78.8,48,3318.22,75.55083333333333,23.68157141793372,2021-02-21,2025-01-02,42.0,4.0,1412,0,1.019108280254777,0.0816326530612244,75.44604715672676,0,3626.44,3318.22,50,497.73299999999995,24.0,235.33333333333334,165.911,96.22838,1069.2057133333333,2249.0142866666665,67.77773284069973,47.78358966005665,210.34439478023242,46.85446430555555,High Profit,3
CUST_000031,2021-02-22,UK,Energy,Basic,88.58,47,4006.73,89.31468085106383,11.465904058302185,2021-02-24,2024-12-03,45.0,1.0,1410,30,0.9992912827781716,0.0208333333333333,87.45395833333333,0,4197.79,4006.73,50,601.0095,23.5,235.0,200.3365,116.19517,1226.04117,2780.68883,69.40045448532844,59.16359212765958,226.80223943866423,59.16359212765958,High Profit,3
CUST_000032,2021-02-23,Japan,Manufacturing,Basic,34.87,47,1562.09,35.55489361702128,4.26907121165433,2021-02-22,2024-12-06,44.0,3.0,1409,27,1.0,0.0625,34.83835997220292,0,1671.08,1562.09,50,234.31349999999998,23.5,234.83333333333334,78.1045,45.30061,666.0519433333334,896.0380566666665,57.36148728092918,19.078170120652942,134.52975637040277,19.064639503546097,High Profit,3
CUST_000033,2021-02-27,USA,Finance,Professional,153.56,47,6359.93,141.5168085106383,64.81917996833099,2021-02-25,2024-12-08,41.0,3.0,1405,25,1.0028449502133712,0.0625,139.0513588850174,0,6651.29,6359.93,100,953.9895,23.5,702.5,317.9965,184.43797,2282.4239700000003,4077.50603,64.11243567146178,87.06418569395018,178.64805503247493,86.75544744680852,High Profit,3
CUST_000034,2021-02-28,USA,Energy,Enterprise,402.14,47,18146.01,384.6087234042553,131.75071466874925,2021-03-02,2024-12-09,45.0,1.0,1404,24,1.00355871886121,0.0208333333333333,378.1717573221758,0,18076.61,18146.01,200,2721.9014999999995,23.5,1872.0,907.3004999999999,526.23429,6250.936290000001,11895.073709999997,65.5520068048017,254.1682416666666,190.29267229981633,253.086674680851,High Profit,3
CUST_000035,2021-03-03,USA,Media,Premium,1182.43,7,5785.95,1149.2214285714283,34.36170757717155,2021-03-05,2021-08-28,5.0,2.0,1401,1223,0.1497860199714693,0.25,168.6488469601677,1,8044.549999999999,5785.95,300,867.8924999999999,3.5,3502.5,289.2975,167.79255,5130.98255,654.9674500000001,11.319963878014848,14.02499892933619,12.764951812202133,93.56677857142859,Low Profit,1
CUST_000036,2021-03-03,Australia,Retail,Basic,86.17,15,1285.05,85.67,6.772543307882415,2021-03-01,2022-04-27,15.0,0.0,1401,981,0.3209700427960057,0.0,26.940251572327043,1,1285.05,1285.05,50,192.7575,7.5,233.5,64.2525,37.26645,585.27645,699.77355,54.45496673281196,14.984444325481798,119.56290911756318,46.65157,High Profit,3
CUST_000037,2021-03-05,USA,Education,Enterprise,950.33,47,44326.72,940.0746808510638,335.4244716244924,2021-03-04,2024-12-14,45.0,1.0,1399,19,1.0071428571428571,0.0208333333333333,927.5754373687894,0,44183.51,44326.72,200,6649.008,23.5,1865.3333333333333,2216.3360000000002,1285.4748800000002,12239.652213333333,32087.067786666667,72.38764290853614,688.071503645461,262.1566955285906,682.703569929078,High Profit,3
CUST_000038,2021-03-07,Canada,Media,Professional,109.65,47,4987.13,110.42574468085108,9.698493102288325,2021-03-09,2024-12-14,45.0,2.0,1397,19,1.0085836909871244,0.0416666666666666,109.1102312543798,0,5190.01,4987.13,100,748.0695,23.5,698.5,249.3565,144.62677000000002,1964.0527700000002,3023.07723,60.61757423608367,64.91933922691481,153.9203669155997,64.32079212765957,High Profit,3
CUST_000039,2021-03-08,Australia,Energy,Basic,55.18,47,2411.74,53.6472340425532,17.19739422907204,2021-03-10,2024-12-19,43.0,1.0,1396,14,1.0093056549749464,0.0208333333333333,53.04530154277701,0,2521.42,2411.74,50,361.76099999999997,23.5,232.66666666666666,120.58699999999999,69.94046,858.4551266666666,1553.284873333333,64.40515450808682,33.380047421203436,180.93955351686833,33.04861432624113,High Profit,3
CUST_000040,2021-03-08,UK,Media,Basic,98.62,47,4284.1,91.53340425531914,41.63862605158172,2021-03-10,2024-12-18,43.0,2.0,1396,15,1.0093056549749464,0.0416666666666666,90.50638148667602,0,4302.07,4284.1,50,642.615,23.5,232.66666666666666,214.20500000000004,124.23890000000002,1287.2255666666667,2996.8744333333334,69.9534192323553,64.40274570200573,232.81657162030163,63.763285815602835,High Profit,3
CUST_000041,2021-03-09,Japan,Education,Professional,143.91,47,6122.62,143.28617021276597,47.051932065546815,2021-03-07,2024-12-20,41.0,4.0,1395,13,1.010028653295129,0.0833333333333333,141.77789473684211,0,6734.45,6122.62,100,918.3929999999999,23.5,697.5,306.13100000000003,177.55598,2223.07998,3899.54002,63.69070789955934,83.86107569892474,175.41159360357338,82.96893659574468,High Profit,3
CUST_000042,2021-03-09,UK,Education,Basic,94.16,4,368.34,92.085,2.663750488815854,2021-03-10,2021-06-08,4.0,0.0,1395,1304,0.0859598853868194,0.0,7.754526315789473,1,368.34,368.34,50,55.251,2.0,232.5,18.416999999999998,10.68186,368.8498599999999,-0.5098599999999465,-0.13842102405384876,-0.010964731182794547,-0.13822968510817563,-0.12746499999998662,Loss-Making,0
CUST_000043,2021-03-10,UK,Education,Basic,84.4,47,3414.23,81.96914893617021,26.17216151544192,2021-03-08,2024-12-19,40.0,5.0,1394,14,1.010752688172043,0.1041666666666666,81.16327247191012,0,3852.55,3414.23,50,512.1345,23.5,232.33333333333334,170.7115,99.01267,1087.6920033333333,2326.537996666667,68.14239218408447,50.06896692969871,213.89676393103701,49.500808439716316,High Profit,3
CUST_000044,2021-03-12,Canada,Finance,Professional,106.66,47,5221.13,111.08787234042552,17.451896238838195,2021-03-13,2024-12-22,47.0,0.0,1392,11,1.0122038765254846,0.0,110.15042194092828,0,5221.13,5221.13,100,783.1695,23.5,696.0,261.0565,151.41277000000002,2015.13877,3205.99123,61.40416404111754,69.09463857758621,159.09530786309074,68.21257936170213,High Profit,3
CUST_000045,2021-03-12,Brazil,Real Estate,Professional,238.21,47,10305.7,243.28574468085108,25.239046418343705,2021-03-10,2024-12-19,42.0,4.0,1392,14,1.0122038765254846,0.0833333333333333,241.23270042194093,0,11434.43,10305.7,100,1545.855,23.5,696.0,515.2850000000001,298.86530000000005,3179.5053000000003,7126.1947,69.14808989200151,153.5817823275862,224.12903982264157,151.62116382978724,High Profit,3
CUST_000046,2021-03-16,USA,Finance,Professional,250.77,47,11337.38,241.17361702127656,74.33201684292641,2021-03-15,2024-12-23,45.0,0.0,1388,10,1.0151187904967602,0.0,239.812976022567,0,11335.16,11337.38,100,1700.6069999999997,23.5,694.0,566.869,328.78402,3413.76002,7923.6199799999995,69.88933933589595,171.25979783861672,232.1082892054023,168.58765914893615,High Profit,3
CUST_000047,2021-03-20,Australia,Real Estate,Professional,188.72,25,4958.89,198.3556,26.866402358087814,2021-03-21,2023-03-09,25.0,0.0,1384,665,0.5415162454873647,0.0,105.20983026874116,1,4958.89,4958.89,100,743.8335000000001,12.5,692.0,247.94450000000003,143.80781000000002,1940.0858100000003,3018.80419,60.87661129809291,65.43650700867052,155.60158083935468,120.75216759999999,High Profit,3
CUST_000048,2021-03-20,Australia,Technology,Professional,280.17,15,3704.6,283.84666666666664,25.890587828306213,2021-03-22,2022-05-13,13.0,2.0,1384,965,0.3249097472924188,0.125,90.33309759547384,1,4257.7,3704.6,100,555.6899999999999,7.5,692.0,185.23000000000002,107.4334,1647.8534,2056.7466,55.51872266911408,44.582657514450865,124.81368791665571,137.11643999999998,High Profit,3
CUST_000049,2021-03-27,Germany,Technology,Professional,150.18,20,2923.53,153.267,16.46513320866088,2021-03-25,2022-10-16,19.0,1.0,1377,809,0.4354136429608128,0.0476190476190476,65.3590618336887,1,3065.34,2923.53,100,438.52950000000004,10.0,688.5,146.1765,84.78237000000001,1467.98837,1455.5416300000002,49.78712823196616,31.711146623093686,99.15212271061795,72.77708150000001,Medium Profit,2
CUST_000050,2021-03-28,USA,Finance,Basic,67.42,46,2849.13,62.3145652173913,29.905441177634973,2021-03-27,2024-12-09,42.0,0.0,1376,24,1.002178649237473,0.0,61.162233285917495,0,2866.47,2849.13,50,427.3695,23.0,229.33333333333334,142.4565,82.62477000000001,954.7841033333334,1894.3458966666667,66.48857358796076,41.301146002906975,198.40568041017272,41.18143253623189,High Profit,3
CUST_000051,2021-03-30,USA,Consulting,Professional,204.55,46,8790.31,206.59195652173912,18.148613490911973,2021-04-01,2024-12-11,43.0,2.0,1374,22,1.0036363636363637,0.0425531914893617,203.0604700854701,0,9503.23,8790.31,100,1318.5465,23.0,687.0,439.5155,254.91899,2822.98099,5967.3290099999995,67.88530791291775,130.29102641921398,211.38396011657164,129.72454369565216,High Profit,3
CUST_000052,2021-03-30,UK,Healthcare,Professional,254.23,7,1241.77,189.4042857142857,200.58915182175588,2021-03-29,2021-09-27,5.0,1.0,1374,1193,0.1527272727272727,0.125,28.329700854700857,1,1325.83,1241.77,100,186.2655,3.5,687.0,62.0885,36.01133,1074.86533,166.9046699999999,13.440868276734008,3.64420676855895,15.527961070248669,23.84352428571427,Low Profit,1
CUST_000053,2021-03-31,Brazil,Retail,Basic,50.08,46,1918.41,47.46282608695652,21.352016783541497,2021-03-30,2024-12-12,37.0,5.0,1373,21,1.004366812227074,0.1063829787234042,46.68474697077691,0,2183.29,1918.41,50,287.7615,23.0,228.83333333333331,95.9205,55.63389000000001,741.1492233333333,1177.2607766666667,61.36648457142461,25.723105098324837,158.84261085398066,25.59262557971015,High Profit,3
CUST_000054,2021-03-31,UK,Technology,Enterprise,465.91,46,20978.07,486.59478260869565,69.42109553663963,2021-03-31,2024-12-09,43.0,2.0,1373,24,1.004366812227074,0.0425531914893617,478.6178189593728,0,22383.36,20978.07,200,3146.7104999999997,23.0,1830.6666666666665,1048.9035000000001,608.3640300000001,6857.644696666666,14120.425303333333,67.31041179352216,308.53077865986893,205.90779965892557,306.96576746376815,High Profit,3
CUST_000055,2021-04-01,USA,Consulting,Basic,61.0,46,2814.94,59.88239130434783,19.5243343531186,2021-03-30,2024-12-12,45.0,0.0,1372,21,1.0050983248361252,0.0,58.94272467902996,0,2754.59,2814.94,50,422.241,23.0,228.66666666666669,140.747,81.63326,946.2879266666669,1868.6520733333332,66.38337134480071,40.85973921282798,197.47182867647135,40.622871159420285,High Profit,3
CUST_000056,2021-04-02,USA,Healthcare,Basic,87.57,46,3666.43,85.2454347826087,28.472778946177247,2021-04-02,2024-12-11,41.0,3.0,1371,22,1.0058309037900874,0.0638297872340425,83.96766595289078,0,3921.29,3666.43,50,549.9644999999999,23.0,228.5,183.32150000000001,106.32647,1141.11247,2525.31753,68.87674195334425,55.25858927789933,221.3031227325033,54.898207173913036,High Profit,3
CUST_000057,2021-04-02,Brazil,Real Estate,Enterprise,716.72,12,7885.21,713.5933333333332,55.50648485182664,2021-04-03,2022-02-25,11.0,0.0,1371,1042,0.2623906705539359,0.0,183.3644539614561,1,8563.119999999999,7885.21,200,1182.7815,6.0,1828.0,394.26050000000004,228.67109000000002,3839.7130899999997,4045.4969100000003,51.30487215939715,88.52290831509848,105.35935407611407,337.1247425,High Profit,3
CUST_000058,2021-04-04,France,Technology,Enterprise,741.37,8,4353.79,548.3975,506.5804968258112,2021-04-03,2021-11-01,6.0,0.0,1369,1158,0.1751824817518248,0.0,94.0781987133667,1,4387.18,4353.79,200,653.0685,4.0,1825.3333333333333,217.6895,126.25991,3026.3512433333335,1327.4387566666664,30.489269272672004,29.089234989043092,43.86267983899242,165.9298445833333,Medium Profit,2
CUST_000059,2021-04-04,Australia,Consulting,Basic,45.94,46,1812.57,46.5104347826087,4.768038943037151,2021-04-05,2024-12-15,39.0,4.0,1369,18,1.0072992700729928,0.0851063829787234,45.87877055039314,0,2139.48,1812.57,50,271.8855,23.0,228.16666666666666,90.6285,52.56453,716.2451966666666,1096.3248033333334,60.48454974612475,24.02464872169467,153.06557146009763,23.833147898550727,High Profit,3
CUST_000060,2021-04-15,Brazil,Finance,Professional,157.25,46,6752.14,146.7178260869565,65.50289486098367,2021-04-15,2024-12-23,42.0,1.0,1358,10,1.0154525386313469,0.0212765957446808,145.87219020172913,0,6749.02,6752.14,100,1012.821,23.0,679.0,337.607,195.81206000000003,2348.24006,4403.89994,65.22228419434431,97.28792209131076,187.54044848378916,95.73695521739131,High Profit,3
CUST_000061,2021-04-20,Australia,Technology,Enterprise,729.37,13,8054.66,722.8946153846153,52.65117213247089,2021-04-22,2022-04-16,11.0,1.0,1353,992,0.2880354505169867,0.0714285714285714,203.8531453362256,1,9397.63,8054.66,200,1208.1989999999998,6.5,1804.0,402.733,233.58514,3855.01714,4199.64286,52.13929402358386,93.11846696230599,108.93966764568003,323.04945076923076,High Profit,3
CUST_000062,2021-04-20,UK,Retail,Basic,68.95,46,3039.27,69.35673913043478,5.570830001733364,2021-04-22,2024-12-28,44.0,2.0,1353,5,1.0192023633677991,0.0425531914893617,69.20629067245119,0,3190.41,3039.27,50,455.8905,23.0,225.5,151.9635,88.13883,994.49283,2044.7771699999998,67.27856261536486,45.3387399113082,205.61004647967144,44.45167760869565,High Profit,3
CUST_000063,2021-04-21,USA,Finance,Professional,231.87,46,9397.02,213.9328260869565,95.44019033843,2021-04-21,2025-01-01,40.0,1.0,1352,1,1.0199556541019956,0.0212765957446808,213.62322720694644,0,9840.91,9397.02,100,1409.553,23.0,676.0,469.85100000000006,272.51358000000005,2950.9175800000003,6446.10242,68.59730446460686,143.03481701183432,218.44400073010507,140.13266130434783,High Profit,3
CUST_000064,2021-04-21,Australia,Healthcare,Enterprise,665.44,3,1943.92,647.9733333333334,18.59017034169761,2021-04-21,2021-06-22,3.0,0.0,1352,1290,0.0665188470066518,0.0,42.19797395079595,1,1943.92,1943.92,200,291.588,1.5,1802.6666666666667,97.19600000000001,56.37368000000001,2449.3243466666668,-505.4043466666667,-25.999235908199243,-11.21459349112426,-20.63443934464953,-168.46811555555556,Loss-Making,0
CUST_000065,2021-04-23,USA,Education,Professional,112.54,45,4913.6,114.02155555555557,10.052015843861993,2021-04-24,2024-12-01,43.0,2.0,1350,32,0.999259807549963,0.0434782608695652,111.54282608695652,0,5130.97,4913.6,100,737.0400000000001,22.5,675.0,245.68000000000004,142.4944,1922.7144,2990.8856000000005,60.86953760989906,66.46412444444445,155.55537525490007,66.46412444444445,High Profit,3
CUST_000066,2021-04-23,UK,Energy,Basic,67.09,13,866.44,66.64923076923077,5.544945839138046,2021-04-22,2022-04-18,13.0,0.0,1350,990,0.2886750555144337,0.0,18.835652173913044,1,866.44,866.44,50,129.966,6.5,225.0,43.322,25.126760000000004,479.91476,386.52524000000005,44.61073357647385,8.589449777777778,80.54039429835416,29.732710769230774,Medium Profit,2
CUST_000067,2021-04-26,USA,Energy,Basic,67.79,45,2853.46,68.07488888888889,5.822699554417184,2021-04-24,2024-12-07,42.0,3.0,1347,26,1.0014836795252229,0.0652173913043478,66.7400871459695,0,3063.37,2853.46,50,428.019,22.5,224.5,142.673,82.75034000000001,950.4423400000001,1903.01766,66.6915835511975,42.383466815144764,200.22441971598192,42.289281333333335,High Profit,3
