customer_id,country,industry,subscription_type,total_revenue,total_cost,gross_profit,profit_margin,monthly_profit,customer_roi,profitability_tier,customer_tenure_days,total_transactions,revenue_formatted,profit_formatted,margin_formatted,tenure_months
CUST_000013,Germany,Consulting,Enterprise,40493.34,11428.141526666666,29065.19847333333,71.77772560458912,602.1795263812154,254.33005362693476,High Profit,1448,49,"$40,493.34","$29,065.20",71.8%,48.3
CUST_000014,USA,Finance,Professional,12103.19,3617.6305100000004,8485.55949,70.11010725271602,176.4149582120582,234.5612540181722,High Profit,1443,49,"$12,103.19","$8,485.56",70.1%,48.1
CUST_000015,France,Technology,Basic,2688.97,929.7741299999999,1759.19587,65.42266629973558,36.649913958333336,189.20679907495386,High Profit,1440,48,"$2,688.97","$1,759.20",65.4%,48.0
CUST_000016,France,Retail,Basic,1250.42,582.84618,667.5738200000001,53.38796724300635,13.907787916666669,114.53687832353985,High Profit,1440,13,"$1,250.42",$667.57,53.4%,48.0
CUST_000017,USA,Consulting,Premium,21537.99,8829.19971,12708.79029,59.00638959345789,265.5039754178273,143.94045561803244,High Profit,1436,14,"$21,537.99","$12,708.79",59.0%,47.9
CUST_000018,India,Real Estate,Enterprise,20864.08,6915.207653333333,13948.872346666669,66.8559186250564,291.6140560278746,201.71299324529906,High Profit,1435,48,"$20,864.08","$13,948.87",66.9%,47.8
CUST_000019,UK,Retail,Basic,2322.59,844.7064433333333,1477.883556666667,63.63084128781519,30.93964180041871,174.9582435804237,High Profit,1433,48,"$2,322.59","$1,477.88",63.6%,47.8
CUST_000020,Canada,Real Estate,Professional,13259.3,3875.8796999999995,9383.4203,70.76859487303253,196.71740670859538,242.09782104434257,High Profit,1431,48,"$13,259.30","$9,383.42",70.8%,47.7
CUST_000021,USA,Retail,Professional,4424.32,1841.16928,2583.1507199999996,58.3852596557211,54.15410314465408,140.29946882450696,High Profit,1431,25,"$4,424.32","$2,583.15",58.4%,47.7
CUST_000022,USA,Consulting,Enterprise,14900.61,5524.73969,9375.87031,62.92272806281085,196.97206533613445,169.7070058698096,High Profit,1428,17,"$14,900.61","$9,375.87",62.9%,47.6
CUST_000023,USA,Real Estate,Professional,11376.79,3441.7849100000003,7935.005090000001,69.74731088470475,167.05273873684212,230.5491277780052,High Profit,1425,48,"$11,376.79","$7,935.01",69.7%,47.5
CUST_000024,UK,Media,Professional,8965.28,2889.0491200000006,6076.23088,67.77513786518658,128.0104820224719,210.31940363824617,High Profit,1424,48,"$8,965.28","$6,076.23",67.8%,47.5
CUST_000025,Germany,Media,Basic,4389.95,1316.1318833333332,3073.8181166666664,70.01943340281021,64.89411928219563,233.5493999949068,High Profit,1421,48,"$4,389.95","$3,073.82",70.0%,47.4
CUST_000026,India,Retail,Enterprise,5865.99,3440.6450433333334,2425.3449566666663,41.3458760868441,51.23968218309858,70.49099590688861,Medium Profit,1420,8,"$5,865.99","$2,425.34",41.3%,47.3
CUST_000027,India,Finance,Enterprise,39664.63,11192.533603333331,28472.096396666668,71.78207989502656,604.0755954031117,254.38473008637814,High Profit,1414,48,"$39,664.63","$28,472.10",71.8%,47.1
CUST_000028,France,Technology,Enterprise,3635.73,2919.58217,716.1478299999999,19.69749761395923,15.20483715498938,24.52912054878044,Low Profit,1413,6,"$3,635.73",$716.15,19.7%,47.1
CUST_000029,USA,Education,Basic,3058.56,1009.7435733333334,2048.8164266666663,66.9863081537281,43.530094050991494,202.9046265581249,High Profit,1412,48,"$3,058.56","$2,048.82",67.0%,47.1
CUST_000030,USA,Healthcare,Basic,3318.22,1069.2057133333333,2249.0142866666665,67.77773284069973,47.78358966005665,210.34439478023242,High Profit,1412,48,"$3,318.22","$2,249.01",67.8%,47.1
CUST_000031,UK,Energy,Basic,4006.73,1226.04117,2780.68883,69.40045448532844,59.16359212765958,226.80223943866423,High Profit,1410,47,"$4,006.73","$2,780.69",69.4%,47.0
CUST_000032,Japan,Manufacturing,Basic,1562.09,666.0519433333334,896.0380566666665,57.36148728092918,19.078170120652942,134.52975637040277,High Profit,1409,47,"$1,562.09",$896.04,57.4%,47.0
CUST_000033,USA,Finance,Professional,6359.93,2282.4239700000003,4077.50603,64.11243567146178,87.06418569395018,178.64805503247493,High Profit,1405,47,"$6,359.93","$4,077.51",64.1%,46.8
CUST_000034,USA,Energy,Enterprise,18146.01,6250.936290000001,11895.073709999997,65.5520068048017,254.1682416666666,190.29267229981633,High Profit,1404,47,"$18,146.01","$11,895.07",65.6%,46.8
CUST_000035,USA,Media,Premium,5785.95,5130.98255,654.9674500000001,11.319963878014848,14.02499892933619,12.764951812202133,Low Profit,1401,7,"$5,785.95",$654.97,11.3%,46.7
CUST_000036,Australia,Retail,Basic,1285.05,585.27645,699.77355,54.45496673281196,14.984444325481798,119.56290911756318,High Profit,1401,15,"$1,285.05",$699.77,54.5%,46.7
CUST_000037,USA,Education,Enterprise,44326.72,12239.652213333333,32087.067786666667,72.38764290853614,688.071503645461,262.1566955285906,High Profit,1399,47,"$44,326.72","$32,087.07",72.4%,46.6
CUST_000038,Canada,Media,Professional,4987.13,1964.0527700000002,3023.07723,60.61757423608367,64.91933922691481,153.9203669155997,High Profit,1397,47,"$4,987.13","$3,023.08",60.6%,46.6
CUST_000039,Australia,Energy,Basic,2411.74,858.4551266666666,1553.284873333333,64.40515450808682,33.380047421203436,180.93955351686833,High Profit,1396,47,"$2,411.74","$1,553.28",64.4%,46.5
CUST_000040,UK,Media,Basic,4284.1,1287.2255666666667,2996.8744333333334,69.9534192323553,64.40274570200573,232.81657162030163,High Profit,1396,47,"$4,284.10","$2,996.87",70.0%,46.5
CUST_000041,Japan,Education,Professional,6122.62,2223.07998,3899.54002,63.69070789955934,83.86107569892474,175.41159360357338,High Profit,1395,47,"$6,122.62","$3,899.54",63.7%,46.5
CUST_000042,UK,Education,Basic,368.34,368.8498599999999,-0.5098599999999465,-0.13842102405384876,-0.010964731182794547,-0.13822968510817563,Loss-Making,1395,4,$368.34,$-0.51,-0.1%,46.5
CUST_000043,UK,Education,Basic,3414.23,1087.6920033333333,2326.537996666667,68.14239218408447,50.06896692969871,213.89676393103701,High Profit,1394,47,"$3,414.23","$2,326.54",68.1%,46.5
CUST_000044,Canada,Finance,Professional,5221.13,2015.13877,3205.99123,61.40416404111754,69.09463857758621,159.09530786309074,High Profit,1392,47,"$5,221.13","$3,205.99",61.4%,46.4
CUST_000045,Brazil,Real Estate,Professional,10305.7,3179.5053000000003,7126.1947,69.14808989200151,153.5817823275862,224.12903982264157,High Profit,1392,47,"$10,305.70","$7,126.19",69.1%,46.4
CUST_000046,USA,Finance,Professional,11337.38,3413.76002,7923.6199799999995,69.88933933589595,171.25979783861672,232.1082892054023,High Profit,1388,47,"$11,337.38","$7,923.62",69.9%,46.3
CUST_000047,Australia,Real Estate,Professional,4958.89,1940.0858100000003,3018.80419,60.87661129809291,65.43650700867052,155.60158083935468,High Profit,1384,25,"$4,958.89","$3,018.80",60.9%,46.1
CUST_000048,Australia,Technology,Professional,3704.6,1647.8534,2056.7466,55.51872266911408,44.582657514450865,124.81368791665571,High Profit,1384,15,"$3,704.60","$2,056.75",55.5%,46.1
CUST_000049,Germany,Technology,Professional,2923.53,1467.98837,1455.5416300000002,49.78712823196616,31.711146623093686,99.15212271061795,Medium Profit,1377,20,"$2,923.53","$1,455.54",49.8%,45.9
CUST_000050,USA,Finance,Basic,2849.13,954.7841033333334,1894.3458966666667,66.48857358796076,41.301146002906975,198.40568041017272,High Profit,1376,46,"$2,849.13","$1,894.35",66.5%,45.9
CUST_000051,USA,Consulting,Professional,8790.31,2822.98099,5967.3290099999995,67.88530791291775,130.29102641921398,211.38396011657164,High Profit,1374,46,"$8,790.31","$5,967.33",67.9%,45.8
CUST_000052,UK,Healthcare,Professional,1241.77,1074.86533,166.9046699999999,13.440868276734008,3.64420676855895,15.527961070248669,Low Profit,1374,7,"$1,241.77",$166.90,13.4%,45.8
CUST_000053,Brazil,Retail,Basic,1918.41,741.1492233333333,1177.2607766666667,61.36648457142461,25.723105098324837,158.84261085398066,High Profit,1373,46,"$1,918.41","$1,177.26",61.4%,45.8
CUST_000054,UK,Technology,Enterprise,20978.07,6857.644696666666,14120.425303333333,67.31041179352216,308.53077865986893,205.90779965892557,High Profit,1373,46,"$20,978.07","$14,120.43",67.3%,45.8
CUST_000055,USA,Consulting,Basic,2814.94,946.2879266666669,1868.6520733333332,66.38337134480071,40.85973921282798,197.47182867647135,High Profit,1372,46,"$2,814.94","$1,868.65",66.4%,45.7
CUST_000056,USA,Healthcare,Basic,3666.43,1141.11247,2525.31753,68.87674195334425,55.25858927789933,221.3031227325033,High Profit,1371,46,"$3,666.43","$2,525.32",68.9%,45.7
CUST_000057,Brazil,Real Estate,Enterprise,7885.21,3839.7130899999997,4045.4969100000003,51.30487215939715,88.52290831509848,105.35935407611407,High Profit,1371,12,"$7,885.21","$4,045.50",51.3%,45.7
CUST_000058,France,Technology,Enterprise,4353.79,3026.3512433333335,1327.4387566666664,30.489269272672004,29.089234989043092,43.86267983899242,Medium Profit,1369,8,"$4,353.79","$1,327.44",30.5%,45.6
CUST_000059,Australia,Consulting,Basic,1812.57,716.2451966666666,1096.3248033333334,60.48454974612475,24.02464872169467,153.06557146009763,High Profit,1369,46,"$1,812.57","$1,096.32",60.5%,45.6
CUST_000060,Brazil,Finance,Professional,6752.14,2348.24006,4403.89994,65.22228419434431,97.28792209131076,187.54044848378916,High Profit,1358,46,"$6,752.14","$4,403.90",65.2%,45.3
CUST_000061,Australia,Technology,Enterprise,8054.66,3855.01714,4199.64286,52.13929402358386,93.11846696230599,108.93966764568003,High Profit,1353,13,"$8,054.66","$4,199.64",52.1%,45.1
CUST_000062,UK,Retail,Basic,3039.27,994.49283,2044.7771699999998,67.27856261536486,45.3387399113082,205.61004647967144,High Profit,1353,46,"$3,039.27","$2,044.78",67.3%,45.1
CUST_000063,USA,Finance,Professional,9397.02,2950.9175800000003,6446.10242,68.59730446460686,143.03481701183432,218.44400073010507,High Profit,1352,46,"$9,397.02","$6,446.10",68.6%,45.1
CUST_000064,Australia,Healthcare,Enterprise,1943.92,2449.3243466666668,-505.4043466666667,-25.999235908199243,-11.21459349112426,-20.63443934464953,Loss-Making,1352,3,"$1,943.92",$-505.40,-26.0%,45.1
CUST_000065,USA,Education,Professional,4913.6,1922.7144,2990.8856000000005,60.86953760989906,66.46412444444445,155.55537525490007,High Profit,1350,45,"$4,913.60","$2,990.89",60.9%,45.0
CUST_000066,UK,Energy,Basic,866.44,479.91476,386.52524000000005,44.61073357647385,8.589449777777778,80.54039429835416,Medium Profit,1350,13,$866.44,$386.53,44.6%,45.0
CUST_000067,USA,Energy,Basic,2853.46,950.4423400000001,1903.01766,66.6915835511975,42.383466815144764,200.22441971598192,High Profit,1347,45,"$2,853.46","$1,903.02",66.7%,44.9
CUST_000068,India,Media,Basic,3721.71,1148.9382566666666,2572.7717433333337,69.12875380761353,57.38524334572491,223.92602286545272,High Profit,1345,45,"$3,721.71","$2,572.77",69.1%,44.8
CUST_000069,Germany,Technology,Professional,9780.19,3032.1635100000003,6748.02649,68.99688543883094,151.07521992537315,222.54823883161893,High Profit,1340,45,"$9,780.19","$6,748.03",69.0%,44.7
CUST_000070,UK,Education,Premium,8771.17,5659.097930000001,3112.0720699999993,35.480694935795334,69.72528909634053,54.99236995886372,Medium Profit,1339,6,"$8,771.17","$3,112.07",35.5%,44.6
CUST_000071,India,Technology,Basic,2445.94,855.6202600000001,1590.31974,65.01875516161475,35.657393273542596,185.8674711606291,High Profit,1338,45,"$2,445.94","$1,590.32",65.0%,44.6
CUST_000072,Germany,Healthcare,Basic,2268.4,814.7969333333333,1453.6030666666668,64.08054428966085,32.61637397157816,178.40065508346703,High Profit,1337,45,"$2,268.40","$1,453.60",64.1%,44.6
CUST_000073,USA,Healthcare,Basic,3525.35,1102.6384833333334,2422.7115166666663,68.72258120943073,54.36151495886311,219.71947771518762,High Profit,1337,45,"$3,525.35","$2,422.71",68.7%,44.6
CUST_000074,France,Education,Professional,5513.54,2053.10066,3460.43934,62.76256887589462,77.70447619760479,168.54698882615915,High Profit,1336,45,"$5,513.54","$3,460.44",62.8%,44.5
CUST_000075,USA,Education,Basic,325.48,350.03492,-24.55491999999998,-7.544217770677148,-0.5517959550561794,-7.014991532844775,Loss-Making,1335,6,$325.48,$-24.55,-7.5%,44.5
CUST_000076,Brazil,Finance,Basic,3551.9900000000002,1107.7390433333335,2444.2509566666668,68.81356525966196,55.09205762584523,220.65223496245036,High Profit,1331,45,"$3,551.99","$2,444.25",68.8%,44.4
CUST_000077,USA,Real Estate,Professional,2648.34,1375.46986,1272.8701400000002,48.0629428245618,28.776265410700834,92.54075112921778,Medium Profit,1327,11,"$2,648.34","$1,272.87",48.1%,44.2
CUST_000078,Singapore,Real Estate,Basic,3295.58,1048.3544866666666,2247.2255133333333,68.18907486188573,50.80389253956292,214.35740886449395,High Profit,1327,45,"$3,295.58","$2,247.23",68.2%,44.2
CUST_000079,Canada,Finance,Enterprise,6151.39,3386.66831,2764.7216900000003,44.94466600231818,62.55026447963801,81.63544335996697,Medium Profit,1326,20,"$6,151.39","$2,764.72",44.9%,44.2
CUST_000080,USA,Real Estate,Professional,204.94,811.43126,-606.49126,-295.9360105396701,-13.721521719457012,-74.74339354389676,Loss-Making,1326,3,$204.94,$-606.49,-295.9%,44.2
CUST_000081,UK,Retail,Professional,4824.33,1888.7715699999999,2935.55843,60.84903872662111,66.5659507936508,155.42157011607287,High Profit,1323,45,"$4,824.33","$2,935.56",60.8%,44.1
CUST_000082,France,Retail,Professional,11383.16,3387.74364,7995.416359999999,70.23898776789574,181.9897502276176,236.01007660662302,High Profit,1318,44,"$11,383.16","$7,995.42",70.2%,43.9
CUST_000083,USA,Education,Enterprise,39375.29,10994.941410000001,28380.34859,72.07654493465319,646.4771888382688,258.12187197457746,High Profit,1317,44,"$39,375.29","$28,380.35",72.1%,43.9
CUST_000084,UK,Energy,Basic,2385.94,837.7135933333334,1548.2264066666667,64.88957839118615,35.293915045592705,184.81571971467508,High Profit,1316,44,"$2,385.94","$1,548.23",64.9%,43.9
CUST_000085,USA,Energy,Professional,8316.55,2683.98995,5632.560049999999,67.7271230257739,128.49946882129274,209.85771761179652,High Profit,1315,44,"$8,316.55","$5,632.56",67.7%,43.8
CUST_000086,Canada,Technology,Basic,3412.86,1072.04494,2340.81506,68.58807744823989,53.56556201372997,218.3504601961929,High Profit,1311,44,"$3,412.86","$2,340.82",68.6%,43.7
CUST_000087,Germany,Retail,Basic,1985.55,745.0242833333333,1240.5257166666665,62.47768712279552,28.408985877862595,166.50809167137436,High Profit,1310,44,"$1,985.55","$1,240.53",62.5%,43.7
CUST_000088,France,Technology,Basic,3395.2,1067.5008,2327.6992,68.55852968897267,53.38759633027523,218.05128389599332,High Profit,1308,44,"$3,395.20","$2,327.70",68.6%,43.6
CUST_000089,Canada,Education,Basic,1983.95,744.3245499999999,1239.62545,62.48269613649538,28.43177637614679,166.54367372404957,High Profit,1308,44,"$1,983.95","$1,239.63",62.5%,43.6
CUST_000090,India,Education,Basic,1181.41,548.8762233333334,632.5337766666667,53.5405808878092,14.518755394032134,115.24160635439438,High Profit,1307,21,"$1,181.41",$632.53,53.5%,43.6
CUST_000091,UK,Media,Basic,3393.85,1067.0249833333332,2326.8250166666667,68.56004292077336,53.40837834736036,218.06659197404926,High Profit,1307,44,"$3,393.85","$2,326.83",68.6%,43.6
CUST_000092,Brazil,Media,Enterprise,22520.71,7119.24259,15401.46741,68.38801889460856,354.0567220689655,216.33575784639754,High Profit,1305,44,"$22,520.71","$15,401.47",68.4%,43.5
CUST_000093,USA,Finance,Professional,573.79,885.3979099999999,-311.60790999999995,-54.306960734763585,-7.168893634969324,-35.19410950495693,Loss-Making,1304,4,$573.79,$-311.61,-54.3%,43.5
CUST_000094,Australia,Real Estate,Professional,3285.37,1513.3497300000001,1772.0202699999998,53.93670332413092,40.79862478894858,117.09258176561737,High Profit,1303,19,"$3,285.37","$1,772.02",53.9%,43.4
CUST_000095,Germany,Energy,Basic,1930.82,730.9911133333333,1199.8288866666667,62.14089799497968,27.667076556495005,164.13727400808258,High Profit,1301,44,"$1,930.82","$1,199.83",62.1%,43.4
CUST_000096,USA,Healthcare,Enterprise,35865.29,10168.484743333333,25696.805256666667,71.64811787850222,593.0031982307692,252.71027006766195,High Profit,1300,44,"$35,865.29","$25,696.81",71.6%,43.3
CUST_000097,Brazil,Healthcare,Professional,8153.53,2639.15837,5514.37163,67.631708352088,127.25472992307691,208.94432454995112,High Profit,1300,44,"$8,153.53","$5,514.37",67.6%,43.3
CUST_000098,UK,Finance,Basic,2642.25,893.4085833333334,1748.8414166666666,66.18758318352414,40.42006355932203,195.7493412635111,High Profit,1298,44,"$2,642.25","$1,748.84",66.2%,43.3
CUST_000099,Canada,Education,Enterprise,15913.63,5591.554603333333,10322.075396666667,64.86311040703264,239.3062302163833,184.60117317844478,High Profit,1294,44,"$15,913.63","$10,322.08",64.9%,43.1
CUST_000100,Brazil,Education,Enterprise,30884.67,9014.08943,21870.58057,70.81370974661539,508.61815279069765,242.62662069018322,High Profit,1290,43,"$30,884.67","$21,870.58",70.8%,43.0
CUST_000101,France,Manufacturing,Basic,2445.48,846.1815866666666,1599.2984133333334,65.39813915195927,37.2507394409938,189.00179802226535,High Profit,1288,43,"$2,445.48","$1,599.30",65.4%,42.9
CUST_000102,USA,Media,Enterprise,17000.95,5832.050883333332,11168.899116666667,65.69573533635865,260.1451657608696,191.50894496796704,High Profit,1288,43,"$17,000.95","$11,168.90",65.7%,42.9
CUST_000103,France,Real Estate,Basic,2239.99,798.4577099999999,1441.5322899999999,64.35440738574727,33.680660981308414,180.53959175871694,High Profit,1284,43,"$2,239.99","$1,441.53",64.4%,42.8
CUST_000104,USA,Technology,Professional,10585.04,3187.47416,7397.565840000001,69.88698994051983,172.840323364486,232.08237835565703,High Profit,1284,43,"$10,585.04","$7,397.57",69.9%,42.8
CUST_000105,USA,Education,Basic,2969.45,964.3373833333334,2005.1126166666663,67.52471389202265,47.105229835552066,207.926463426709,High Profit,1277,43,"$2,969.45","$2,005.11",67.5%,42.6
CUST_000106,Germany,Media,Professional,6712.9,2296.7541,4416.1458999999995,65.78596284765153,103.827881661442,192.27769746878863,High Profit,1276,43,"$6,712.90","$4,416.15",65.8%,42.5
CUST_000107,France,Technology,Basic,1438.75,613.6404166666666,825.1095833333334,57.34905878945844,19.39912813479624,134.46141435979405,High Profit,1276,43,"$1,438.75",$825.11,57.3%,42.5
CUST_000108,Canada,Media,Basic,2220.03,791.88687,1428.1431300000002,64.3299022986176,33.68262099056604,180.346863182616,High Profit,1272,43,"$2,220.03","$1,428.14",64.3%,42.4
CUST_000109,UK,Finance,Professional,12316.0,3577.364,8738.636,70.95352387138682,206.2620613690008,244.27584109416878,High Profit,1271,43,"$12,316.00","$8,738.64",71.0%,42.4
CUST_000110,France,Finance,Enterprise,9850.1,4155.839566666667,5694.260433333333,57.809163697153664,134.40425885129818,137.0182929823879,High Profit,1271,11,"$9,850.10","$5,694.26",57.8%,42.4
CUST_000111,France,Real Estate,Professional,4484.31,1783.4069900000002,2700.90301,60.23006906302195,63.80085850393701,151.44625007890093,High Profit,1270,43,"$4,484.31","$2,700.90",60.2%,42.3
CUST_000112,USA,Healthcare,Basic,1696.54,671.6743266666667,1024.8656733333332,60.40916649966008,24.209425354330705,152.58371991370535,High Profit,1270,43,"$1,696.54","$1,024.87",60.4%,42.3
CUST_000113,USA,Education,Basic,2227.36,793.0654400000001,1434.29456,64.3943754040658,33.907672813238776,180.85450300293,High Profit,1269,43,"$2,227.36","$1,434.29",64.4%,42.3
CUST_000114,Singapore,Consulting,Basic,1276.36,575.28644,701.0735599999999,54.92757215832523,16.573843026004727,121.86512861314792,High Profit,1269,43,"$1,276.36",$701.07,54.9%,42.3
CUST_000115,Brazil,Finance,Professional,8936.14,2802.37606,6133.763939999999,68.63997139704614,145.00623971631205,218.87726017756512,High Profit,1269,43,"$8,936.14","$6,133.76",68.6%,42.3
CUST_000116,Australia,Education,Professional,2047.19,1210.3065100000001,836.8834899999999,40.87961986918654,19.800082570977917,69.146409036501,Medium Profit,1268,15,"$2,047.19",$836.88,40.9%,42.3
CUST_000117,France,Healthcare,Professional,8528.28,2707.97612,5820.303880000001,68.24710117397647,137.81303583267564,214.93187613486052,High Profit,1267,43,"$8,528.28","$5,820.30",68.2%,42.2
CUST_000118,USA,Energy,Professional,6733.55,2296.48295,4437.06705,65.89491501511088,105.14376895734596,193.2114083407412,High Profit,1266,43,"$6,733.55","$4,437.07",65.9%,42.2
CUST_000119,USA,Education,Basic,3261.95,1028.8198833333333,2233.1301166666663,68.45997383977885,53.085501980982556,217.05744152527635,High Profit,1262,43,"$3,261.95","$2,233.13",68.5%,42.1
CUST_000120,France,Retail,Basic,3871.41,1167.55289,2703.85711,69.84166259838148,64.37755023809524,231.58326557694528,High Profit,1260,42,"$3,871.41","$2,703.86",69.8%,42.0
CUST_000121,India,Technology,Premium,98955.52,26129.314080000004,72826.20592000001,73.59488982524674,1735.3345334392377,278.714572058908,High Profit,1259,42,"$98,955.52","$72,826.21",73.6%,42.0
CUST_000122,Brazil,Real Estate,Basic,2602.52,876.1437466666666,1726.3762533333334,66.33479294427453,41.26795824701195,197.04258118618313,High Profit,1255,42,"$2,602.52","$1,726.38",66.3%,41.8
CUST_000123,USA,Energy,Enterprise,15760.32,5503.446613333333,10256.873386666666,65.08036249686977,245.1842243824701,186.37181583295623,High Profit,1255,42,"$15,760.32","$10,256.87",65.1%,41.8
CUST_000124,UK,Manufacturing,Premium,96242.34,25487.995860000003,70754.34414,73.51685769485655,1696.7468618705036,277.59869598472227,High Profit,1251,42,"$96,242.34","$70,754.34",73.5%,41.7
CUST_000125,India,Retail,Enterprise,9975.52,4156.060746666666,5819.459253333334,58.33740249464022,139.66702208000004,140.02344065833933,High Profit,1250,10,"$9,975.52","$5,819.46",58.3%,41.7
CUST_000126,USA,Manufacturing,Basic,2963.68,957.6827199999999,2005.99728,67.68602818118016,48.221088461538464,209.4636603655123,High Profit,1248,42,"$2,963.68","$2,006.00",67.7%,41.6
CUST_000127,Japan,Real Estate,Basic,1765.6299999999999,683.1626033333332,1082.4673966666667,61.3077143380361,26.041717642341617,158.44945132901282,High Profit,1247,42,"$1,765.63","$1,082.47",61.3%,41.6
CUST_000128,USA,Finance,Professional,2390.58,1276.44282,1114.13718,46.605308335215724,26.803621010425015,87.2845350017324,Medium Profit,1247,11,"$2,390.58","$1,114.14",46.6%,41.6
CUST_000129,India,Real Estate,Professional,5422.94,1984.8532599999996,3438.0867399999997,63.39894485279203,82.91205964630224,173.21616712360895,High Profit,1244,42,"$5,422.94","$3,438.09",63.4%,41.5
CUST_000130,France,Real Estate,Basic,2170.02,764.7679133333332,1405.2520866666669,64.75756383197698,33.970638678485095,183.7488291763845,High Profit,1241,22,"$2,170.02","$1,405.25",64.8%,41.4
CUST_000131,France,Education,Premium,94623.95,25089.884550000002,69534.06545,73.48463623638624,1682.2757770161288,277.13983821420175,High Profit,1240,42,"$94,623.95","$69,534.07",73.5%,41.3
CUST_000132,USA,Healthcare,Professional,1505.85,1067.33965,438.51035,29.120453564432054,10.63485084882781,41.08442425051857,Medium Profit,1237,8,"$1,505.85",$438.51,29.1%,41.2
CUST_000133,Japan,Manufacturing,Professional,3038.67,1417.85543,1620.81457,53.33960482711186,39.467887256493505,114.31451583184331,High Profit,1232,12,"$3,038.67","$1,620.81",53.3%,41.1
CUST_000134,Canada,Finance,Professional,10017.17,3030.93193,6986.238069999999,69.7426325998261,170.11943352272723,230.49801946558395,High Profit,1232,42,"$10,017.17","$6,986.24",69.7%,41.1
CUST_000135,UK,Finance,Basic,3098.63,984.9196033333334,2113.710396666667,68.21435268704772,51.595859967453215,214.60740445342813,High Profit,1229,41,"$3,098.63","$2,113.71",68.2%,41.0
CUST_000136,Australia,Energy,Enterprise,19228.47,6262.486296666667,12965.983703333335,67.43117732889478,316.50082270138324,207.0421089820945,High Profit,1229,41,"$19,228.47","$12,965.98",67.4%,41.0
CUST_000137,Japan,Retail,Enterprise,34579.74,9776.593793333332,24803.146206666665,71.72739357400219,605.9400539087948,253.69926102054023,High Profit,1228,41,"$34,579.74","$24,803.15",71.7%,40.9
CUST_000138,Germany,Retail,Professional,10214.02,3073.01058,7141.00942,69.91379907225559,174.59680733496333,232.37828943628304,High Profit,1227,41,"$10,214.02","$7,141.01",69.9%,40.9
CUST_000139,Australia,Technology,Professional,6736.33,2276.6195700000003,4459.710429999999,66.20385922304874,109.0393748166259,195.89177255469164,High Profit,1227,41,"$6,736.33","$4,459.71",66.2%,40.9
CUST_000140,Canada,Consulting,Enterprise,21339.6,6735.2684,14604.331599999998,68.43770080038988,358.82878624078614,216.83369886194882,High Profit,1221,41,"$21,339.60","$14,604.33",68.4%,40.7
CUST_000141,Brazil,Energy,Basic,1480.99,612.9800433333334,868.0099566666667,58.61011598097669,21.34450713114754,141.60492924802287,High Profit,1220,41,"$1,480.99",$868.01,58.6%,40.7
CUST_000142,UK,Healthcare,Basic,1377.29,589.2327433333332,788.0572566666667,57.21796111687929,19.37845713114754,133.7429505713767,High Profit,1220,41,"$1,377.29",$788.06,57.2%,40.7
