customer_id,country,industry,subscription_type,total_revenue,acquisition_cost,servicing_cost,transaction_cost,total_cost,gross_profit,profit_margin,monthly_profit,profitability_tier
CUST_000016,France,Retail,Basic,1250.42,50,187.56300000000002,6.5,244.06300000000002,1006.3570000000001,80.48087457914478,20.537897959183674,High
CUST_000017,USA,Consulting,Premium,21537.99,300,3230.6985,7.0,3537.6985,18000.291500000003,83.57457284798961,368.3552148703957,High
CUST_000018,India,Real Estate,Enterprise,21317.16,200,3197.574,24.0,3421.574,17895.586,83.94916398377458,366.46251194539246,High
CUST_000019,UK,Retail,Basic,2418.71,50,362.80649999999997,24.0,436.80649999999997,1981.9035000000001,81.94017910299662,40.640536568694465,High
CUST_000020,Canada,Real Estate,Professional,13887.66,100,2083.149,24.0,2207.149,11680.511,84.10706043562384,239.84622176591375,High
CUST_000021,USA,Retail,Professional,4424.32,100,663.6479999999999,12.5,776.1479999999999,3648.1719999999996,82.45704999401039,74.91112936344967,High
CUST_000022,USA,Consulting,Enterprise,14885.48,200,2232.8219999999997,8.5,2441.3219999999997,12444.158,83.59925000789359,256.05263374485594,High
CUST_000023,USA,Real Estate,Professional,11342.08,100,1701.312,24.0,1825.312,9516.768,83.9066521249611,196.2220206185567,High
CUST_000024,UK,Media,Professional,9116.24,100,1367.436,24.0,1491.436,7624.804,83.63969834087482,157.32057771664373,High
CUST_000025,Germany,Media,Basic,4497.23,50,674.5844999999999,24.0,748.5844999999999,3748.6454999999996,83.35435733916802,77.50473121984837,High
CUST_000026,India,Retail,Enterprise,5096.02,200,764.403,4.0,968.403,4127.617,80.99671705229365,85.3989724137931,High
CUST_000027,India,Finance,Enterprise,43403.75,200,6510.5625,24.0,6734.5625,36669.1875,84.48389609563779,761.825225069252,High
CUST_000028,France,Technology,Enterprise,4356.98,200,653.5469999999999,3.0,856.5469999999999,3500.4329999999995,80.34062506455145,72.77407484407483,High
CUST_000029,USA,Education,Basic,3184.4,50,477.65999999999997,24.0,551.66,2632.7400000000002,82.67591170734924,54.772676837725385,High
CUST_000030,USA,Healthcare,Basic,3626.44,50,543.966,24.0,617.966,3008.474,82.9592025258862,62.58961165048544,High
CUST_000031,UK,Energy,Basic,4197.79,50,629.6685,23.5,703.1685,3494.6215,83.24888036590595,72.80461458333333,High
CUST_000032,Japan,Manufacturing,Basic,1671.08,50,250.66199999999998,23.5,324.162,1346.918,80.60116450939208,28.080291869353715,High
CUST_000033,USA,Finance,Professional,6651.29,100,997.6935,23.5,1121.1934999999999,5530.0965,83.14309232781561,115.61177351916375,High
CUST_000034,USA,Energy,Enterprise,18076.61,200,2711.4915,23.5,2934.9915,15141.6185,83.76354926971969,316.7702615062762,High
CUST_000035,USA,Media,Premium,8044.549999999999,300,1206.6825,3.5,1510.1825,6534.367499999999,81.22715847728153,136.9888364779874,High
CUST_000036,Australia,Retail,Basic,1285.05,50,192.7575,7.5,250.2575,1034.7925,80.52483930711406,21.693763102725367,High
CUST_000037,USA,Education,Enterprise,44183.51,200,6627.5265,23.5,6851.0265,37332.4835,84.49413604891596,783.7470293911827,High
CUST_000038,Canada,Media,Professional,5190.01,100,778.5015,23.5,902.0015,4288.0085,82.62026928605283,90.14734057463208,High
CUST_000039,Australia,Energy,Basic,2521.42,50,378.213,23.5,451.713,2069.707,82.08465037696861,43.542223001402526,High
CUST_000040,UK,Media,Basic,4302.07,50,645.3104999999999,23.5,718.8104999999999,3583.2594999999997,83.29132652112466,75.38414095371668,High
CUST_000041,Japan,Education,Professional,6734.45,100,1010.1674999999999,23.5,1133.6675,5600.782499999999,83.16602222004435,117.91121052631577,High
CUST_000042,UK,Education,Basic,368.34,50,55.251,2.0,107.251,261.08899999999994,70.88068413193972,5.496610526315788,High
CUST_000043,UK,Education,Basic,3852.55,50,577.8825,23.5,651.3825,3201.1675,83.09195703636023,67.44032654494382,High
CUST_000044,Canada,Finance,Professional,5221.13,100,783.1695,23.5,906.6695,4314.4605,82.63445339523552,91.02237341772152,High
CUST_000045,Brazil,Real Estate,Professional,11434.43,100,1715.1645,23.5,1838.6645,9595.7655,83.91985527931406,202.44231012658227,High
CUST_000046,USA,Finance,Professional,11335.16,100,1700.274,23.5,1823.774,9511.386,83.91039569763842,201.22819464033853,High
CUST_000047,Australia,Real Estate,Professional,4958.89,100,743.8335000000001,12.5,856.3335000000001,4102.556500000001,82.73118030208313,87.0415099009901,High
CUST_000048,Australia,Technology,Professional,4257.7,100,638.655,7.5,746.155,3511.545,82.47496893870179,74.50236916548798,High
CUST_000049,Germany,Technology,Professional,3065.34,100,459.801,10.0,569.8009999999999,2495.539,81.41122547180582,53.2097867803838,High
CUST_000050,USA,Finance,Basic,2866.47,50,429.97049999999996,23.0,502.97049999999996,2363.4995,82.45302601099606,50.430288051209104,High
CUST_000051,USA,Consulting,Professional,9503.23,100,1425.4844999999998,23.0,1548.4844999999998,7954.7455,83.70561513757413,169.97319444444446,High
CUST_000052,UK,Healthcare,Professional,1325.83,100,198.87449999999998,3.5,302.3745,1023.4554999999999,77.19298708743136,21.868707264957266,High
CUST_000053,Brazil,Retail,Basic,2183.29,50,327.4935,23.0,400.4935,1782.7965,81.65604818394173,38.121094084105486,High
CUST_000054,UK,Technology,Enterprise,22383.36,200,3357.504,23.0,3580.504,18802.856,84.00368666559147,402.0567925873129,High
CUST_000055,USA,Consulting,Basic,2754.59,50,413.18850000000003,23.0,486.18850000000003,2268.4015,82.34957888622667,48.53926176890157,High
CUST_000056,USA,Healthcare,Basic,3921.29,50,588.1935,23.0,661.1935,3260.0965,83.13815571366638,69.80934689507494,High
CUST_000057,Brazil,Real Estate,Enterprise,8563.119999999999,200,1284.4679999999998,6.0,1490.4679999999998,7072.651999999999,82.59423832173516,151.4486509635974,High
CUST_000058,France,Technology,Enterprise,4387.18,200,658.077,4.0,862.077,3525.103,80.34990506451737,75.5919156540386,High
CUST_000059,Australia,Consulting,Basic,2139.48,50,320.92199999999997,23.0,393.92199999999997,1745.558,81.58757460890212,37.43155110793424,High
CUST_000060,Brazil,Finance,Professional,6749.02,100,1012.3530000000001,23.0,1135.353,5613.667,83.17738993603525,121.33286023054757,High
CUST_000061,Australia,Technology,Enterprise,9397.63,200,1409.6444999999999,6.5,1616.1444999999999,7781.485499999999,82.8025493634572,168.79578091106288,High
CUST_000062,UK,Retail,Basic,3190.41,50,478.56149999999997,23.0,551.5615,2638.8485,82.71163357802422,57.241832971800434,High
CUST_000063,USA,Finance,Professional,9840.91,100,1476.1364999999998,23.0,1599.1364999999998,8241.7735,83.75003048495465,178.90969971056438,High
CUST_000064,Australia,Healthcare,Enterprise,1943.92,200,291.588,1.5,493.088,1450.832,74.63396315710958,31.494182344428364,High
CUST_000065,USA,Education,Professional,5130.97,100,769.6455,22.5,892.1455,4238.824500000001,82.61237619324184,92.14835869565219,High
CUST_000066,UK,Energy,Basic,866.44,50,129.966,6.5,186.466,679.974,78.47815800103872,14.78204347826087,High
CUST_000067,USA,Energy,Basic,3063.37,50,459.5055,22.5,532.0055,2531.3644999999997,82.6330556444189,55.14955337690631,High
CUST_000068,India,Media,Basic,3918.84,50,587.826,22.5,660.326,3258.514,83.1497505645789,71.09485090909091,High
CUST_000069,Germany,Technology,Professional,9816.11,100,1472.4165,22.5,1594.9165,8221.193500000001,83.751966153633,180.02613503649638,High
CUST_000070,UK,Education,Premium,8771.17,300,1315.6755,3.0,1618.6755,7152.4945,81.54540780145886,156.73837472607744,High
CUST_000071,India,Technology,Basic,2396.73,50,359.5095,22.5,432.0095,1964.7205,81.97470313842969,43.08597587719298,High
CUST_000072,Germany,Healthcare,Basic,2426.05,50,363.9075,22.5,436.4075,1989.6425000000002,82.01126517893209,43.6644294074616,High
CUST_000073,USA,Healthcare,Basic,3764.93,50,564.7394999999999,22.5,637.2394999999999,3127.6904999999997,83.07411273486429,68.63987929773225,High
CUST_000074,France,Education,Professional,5639.48,100,845.9219999999999,22.5,968.4219999999999,4671.058,82.82766704081398,102.58546120058566,High
CUST_000075,USA,Education,Basic,391.94,50,58.791,3.0,111.791,280.149,71.47569843092232,6.157120879120879,High
CUST_000076,Brazil,Finance,Basic,3906.79,50,586.0185,22.5,658.5185,3248.2715,83.14404371864441,71.60040044085231,High
CUST_000077,USA,Real Estate,Professional,2648.03,100,397.2045,5.5,502.7045,2145.3255000000004,81.01560021751938,47.42797715549006,High
CUST_000078,Singapore,Real Estate,Basic,3366.3,50,504.945,22.5,577.4449999999999,2788.8550000000005,82.84605398789773,61.65486366985999,High
CUST_000079,Canada,Finance,Enterprise,6884.36,200,1032.654,10.0,1242.654,5641.706,81.94948847897484,124.81650442477876,High
CUST_000080,USA,Real Estate,Professional,305.03,100,45.75449999999999,1.5,147.2545,157.77549999999997,51.722888801468656,3.490608407079645,High
CUST_000081,UK,Retail,Professional,5020.15,100,753.0224999999999,22.5,875.5224999999999,4144.6275,82.55966941292708,91.89861419068735,High
CUST_000082,France,Retail,Professional,12169.64,100,1825.446,22.0,1947.446,10222.194,83.99743624508511,227.49689910979228,High
CUST_000083,USA,Education,Enterprise,42288.55,200,6343.2825,22.0,6565.2825,35723.2675,84.47501522870488,795.618429844098,High
CUST_000084,UK,Energy,Basic,2404.37,50,360.65549999999996,22.0,432.65549999999996,1971.7145,82.005111504837,43.94608841010401,High
CUST_000085,USA,Energy,Professional,8704.62,100,1305.693,22.0,1427.693,7276.927000000001,83.5983493841783,162.31063940520445,High
CUST_000086,Canada,Technology,Basic,3510.23,50,526.5345,22.0,598.5345,2911.6955,82.94861604904507,65.13860178970917,High
CUST_000087,Germany,Retail,Basic,2179.29,50,326.89349999999996,22.0,398.89349999999996,1780.3965,81.6957968154912,39.85962313432836,High
CUST_000088,France,Technology,Basic,3843.85,50,576.5775,22.0,648.5775,3195.2725,83.12666174106236,71.64288116591928,High
CUST_000089,Canada,Education,Basic,2084.31,50,312.6465,22.0,384.6465,1699.6634999999999,81.54522817993397,38.10904708520179,High
CUST_000090,India,Education,Basic,1250.15,50,187.5225,10.5,248.0225,1002.1275,80.15993952774045,22.48603216155572,High
CUST_000091,UK,Media,Basic,3631.05,50,544.6575,22.0,616.6575,3014.3925,83.01687386052556,67.63782722513088,High
CUST_000092,Brazil,Media,Enterprise,22522.82,200,3378.423,22.0,3600.423,18922.397,84.01429571683488,425.22240449438203,High
CUST_000093,USA,Finance,Professional,762.05,100,114.30749999999999,2.0,216.3075,545.7425,71.614111749731,12.273069715142427,High
CUST_000094,Australia,Real Estate,Professional,3285.37,100,492.80549999999994,9.5,602.3054999999999,2683.0645,81.66679349116389,60.38404726181546,High
CUST_000095,Germany,Energy,Basic,2111.66,50,316.74899999999997,22.0,388.74899999999997,1722.9109999999998,81.58997381219602,38.833456048084145,High
CUST_000096,USA,Healthcare,Enterprise,35865.29,200,5379.7935,22.0,5601.7935,30263.4965,84.38099360663371,682.6352593984963,High
CUST_000097,Brazil,Healthcare,Professional,8153.53,100,1223.0294999999999,22.0,1345.0294999999999,6808.5005,83.50361315453165,153.5751992481203,High
CUST_000098,UK,Finance,Basic,2975.6,50,446.34,22.0,518.3399999999999,2457.26,82.58004241147194,55.51039156626506,High
CUST_000099,Canada,Education,Enterprise,16266.72,200,2440.008,22.0,2662.008,13604.712,83.63519896131551,308.2638670694864,High
CUST_000100,Brazil,Education,Enterprise,33230.98,200,4984.647,21.5,5206.147,28024.833000000002,84.3334279237543,636.9280227272728,High
CUST_000101,France,Manufacturing,Basic,2635.69,50,395.3535,21.5,466.8535,2168.8365,82.28692567439388,49.36653641881639,High
CUST_000102,USA,Media,Enterprise,17834.5,200,2675.1749999999997,21.5,2896.6749999999997,14937.825,83.7579782119049,340.0111911987861,High
CUST_000103,France,Real Estate,Basic,2337.31,50,350.5965,21.5,422.0965,1915.2134999999998,81.94057724231169,43.726335616438355,High
CUST_000104,USA,Technology,Professional,10585.04,100,1587.756,21.5,1709.256,8875.784000000001,83.85207438793392,202.64347031963476,High
CUST_000105,USA,Education,Basic,3106.26,50,465.939,21.5,537.4390000000001,2568.821,82.69793031513679,58.96299158377964,High
CUST_000106,Germany,Media,Professional,6712.9,100,1006.935,21.5,1128.435,5584.465,83.18992806398417,128.2802067381317,High
CUST_000107,France,Technology,Basic,1399.86,50,209.97899999999998,21.5,281.479,1118.3809999999999,79.89177566488317,25.69022205206738,High
CUST_000108,Canada,Media,Basic,2431.89,50,364.78349999999995,21.5,436.28349999999995,1995.6064999999999,82.05956248200994,45.98171658986175,High
CUST_000109,UK,Finance,Professional,12026.58,100,1803.9869999999999,21.5,1925.4869999999999,10101.093,83.98966789422438,232.92297463489624,High
CUST_000110,France,Finance,Enterprise,9850.1,200,1477.515,5.5,1683.015,8167.085,82.91364258876295,188.32632590315143,High
CUST_000111,France,Real Estate,Professional,4692.71,100,703.9064999999999,21.5,825.4064999999999,3867.3035,82.4107021087983,89.24546538461539,High
CUST_000112,USA,Healthcare,Basic,1892.0,50,283.8,21.5,355.3,1536.7,81.2205009487265,35.46230769230769,High
CUST_000113,USA,Education,Basic,2226.24,50,333.936,21.5,405.436,1820.8039999999999,81.78793935991015,42.05090069284065,High
CUST_000114,Singapore,Consulting,Basic,1341.95,50,201.2925,21.5,272.7925,1069.1575,79.67133893707711,24.69185912240185,High
CUST_000115,Brazil,Finance,Professional,10096.37,100,1514.4555,21.5,1635.9555,8460.4145,83.79651419617724,195.39063510392612,High
CUST_000116,Australia,Education,Professional,2591.11,100,388.6665,7.5,496.1665,2094.9435000000003,80.85088687517367,48.41934129429893,High
CUST_000117,France,Healthcare,Professional,8940.12,100,1341.018,21.5,1462.518,7477.602000000001,83.64086428273414,172.9591827293755,High
CUST_000118,USA,Energy,Professional,6894.85,100,1034.2275,21.5,1155.7275,5739.1225,83.23769445645016,132.85005787037036,High
CUST_000119,USA,Education,Basic,3261.95,50,489.29249999999996,21.5,560.7925,2701.1575,82.80780573642839,62.72037538699689,High
CUST_000120,France,Retail,Basic,4083.41,50,612.5115,21.0,683.5115,3399.8985,83.26105323478849,79.06740697674418,High
CUST_000121,India,Technology,Premium,104270.98,300,15640.646999999999,21.0,15961.646999999999,88309.333,84.69214016285834,2055.298673390225,High
CUST_000122,Brazil,Real Estate,Basic,2742.32,50,411.348,21.0,482.348,2259.972,82.41065079695004,52.761992217898836,High
CUST_000123,USA,Energy,Enterprise,16584.2,200,2487.63,21.0,2708.63,13875.57,83.6673558764632,323.9432684824902,High
CUST_000124,UK,Manufacturing,Premium,104455.77,300,15668.3655,21.0,15989.3655,88466.4045,84.69268478967848,2071.8127517564403,High
CUST_000125,India,Retail,Enterprise,9975.52,200,1496.328,5.0,1701.328,8274.192000000001,82.94488613637571,193.92637500000004,High
CUST_000126,USA,Manufacturing,Basic,3276.19,50,491.4285,21.0,562.4285,2713.7615,82.83259569012881,63.70332159624413,High
CUST_000127,Japan,Real Estate,Basic,1765.87,50,264.8805,21.0,335.8805,1429.9895,80.97886039821506,33.594115113547375,High
CUST_000128,USA,Finance,Professional,2969.71,100,445.4565,5.5,550.9565,2418.7535,81.44719030750373,56.82271339075958,High
CUST_000129,India,Real Estate,Professional,5725.93,100,858.8895,21.0,979.8895,4746.0405,82.8866614040664,111.75919544740972,High
CUST_000130,France,Real Estate,Basic,2170.02,50,325.503,11.0,386.503,1783.517,82.18858725455408,42.09717545239969,High
CUST_000131,France,Education,Premium,99222.05,300,14883.307499999999,21.0,15204.307499999999,84017.74250000001,84.67647466702466,1984.6710826771655,High
CUST_000132,USA,Healthcare,Professional,1693.07,100,253.96049999999997,4.0,357.96049999999997,1335.1095,78.85684669359983,31.612695343330703,High
CUST_000133,Japan,Manufacturing,Professional,3314.38,100,497.157,6.0,603.1569999999999,2711.223,81.80156831272119,64.45062599049128,High
CUST_000134,Canada,Finance,Professional,10256.59,100,1538.4885,21.0,1659.4885,8597.1015,83.8201889515044,204.36849841521394,High
CUST_000135,UK,Finance,Basic,3363.99,50,504.59849999999994,20.5,575.0985,2788.8914999999997,82.90402794292508,66.45492057188244,High
CUST_000136,Australia,Energy,Enterprise,19228.47,200,2884.2705,20.5,3104.7705,16123.6995,83.85321928722395,384.2025297855441,High
CUST_000137,Japan,Retail,Enterprise,36210.62,200,5431.593,20.5,5652.093,30558.527000000002,84.39103931635545,728.7407074721782,High
CUST_000138,Germany,Retail,Professional,10714.27,100,1607.1405,20.5,1727.6405,8986.629500000001,83.87525340013515,214.478031026253,High
CUST_000139,Australia,Technology,Professional,7108.02,100,1066.203,20.5,1186.703,5921.317000000001,83.30461464006203,141.32021479713606,High
CUST_000140,Canada,Consulting,Enterprise,23078.25,200,3461.7374999999997,20.5,3682.2374999999997,19396.0125,84.04451852089369,465.1321942446043,High
CUST_000141,Brazil,Energy,Basic,1587.78,50,238.16699999999997,20.5,308.667,1279.113,80.55933089388397,30.698712000000004,High
CUST_000142,UK,Healthcare,Basic,1411.01,50,211.6515,20.5,282.1515,1128.8585,80.00301200549957,27.092604,High
CUST_000143,France,Media,Basic,4149.26,50,622.389,20.5,692.889,3456.371,83.30070108717919,82.952904,High
CUST_000144,Germany,Real Estate,Professional,8688.22,100,1303.233,20.5,1423.733,7264.486999999999,83.61296834913439,174.62709134615383,High
CUST_000145,USA,Media,Professional,10452.88,100,1567.9319999999998,20.5,1688.4319999999998,8764.448,83.84712744513719,210.68384615384616,High
CUST_000146,USA,Healthcare,Basic,1579.91,50,236.9865,20.5,307.4865,1272.4235,80.53721074484784,30.63619983948636,High
CUST_000147,Japan,Education,Basic,2735.53,50,410.3295,20.5,480.8295,2254.7005000000004,82.42250159017964,54.50524979854956,High
CUST_000148,USA,Real Estate,Professional,7567.11,100,1135.0665,20.5,1255.5665,6311.5435,83.40747206334774,152.69863306451612,High
CUST_000149,Australia,Energy,Basic,582.94,50,87.441,5.5,142.941,439.999,75.47799982845869,10.662334410339257,High
CUST_000150,France,Energy,Basic,1407.0,50,211.04999999999998,9.5,270.54999999999995,1136.45,80.77057021627422,27.539176090468498,High
CUST_000151,USA,Finance,Professional,2543.78,100,381.567,5.0,486.567,2057.213,80.87196663246571,49.97278542510122,High
CUST_000152,Germany,Finance,Professional,7788.03,100,1168.2044999999998,20.5,1288.7044999999998,6499.3255,83.4526466222567,158.0062925445705,High
CUST_000153,Canada,Technology,Premium,64680.54,300,9702.081,12.0,10014.081,54666.459,84.51761619219378,1330.0841605839416,High
CUST_000154,Germany,Energy,Basic,1649.64,50,247.446,20.5,317.946,1331.694,80.72585093807777,32.42761363636363,High
CUST_000155,Australia,Finance,Basic,1553.88,50,233.082,20.0,303.082,1250.7980000000002,80.49462960698635,30.48248578391552,High
CUST_000156,UK,Retail,Basic,2165.01,50,324.7515,20.0,394.7515,1770.2585000000001,81.76638091103084,43.177036585365855,High
CUST_000157,USA,Energy,Premium,31504.2,300,4725.63,5.5,5031.13,26473.07,84.03026135237164,646.2100081366965,High
CUST_000158,Japan,Healthcare,Professional,470.55,100,70.5825,1.5,172.08249999999998,298.46750000000003,63.428149438966344,7.291551302931597,High
CUST_000159,UK,Energy,Basic,1940.57,50,291.08549999999997,20.0,361.08549999999997,1579.4845,81.39239299590845,38.64970228384992,High
CUST_000160,USA,Manufacturing,Basic,2795.81,50,419.37149999999997,20.0,489.37149999999997,2306.4385,82.49595825196187,56.438136215334424,High
CUST_000161,Germany,Healthcare,Professional,860.79,100,129.11849999999998,2.0,231.11849999999998,629.6714999999999,73.14957016728624,15.420526530612243,High
CUST_000162,France,Finance,Basic,2746.5,50,411.97499999999997,20.0,481.97499999999997,2264.525,82.45100145275276,55.457755102040814,High
CUST_000163,India,Consulting,Professional,2176.37,100,326.4555,8.0,434.4555,1741.9144999999999,80.03724073920914,42.728892068683564,High
CUST_000164,Germany,Consulting,Professional,9750.22,100,1462.533,20.0,1582.533,8167.687,83.76917262464578,200.35209321340966,High
CUST_000165,UK,Consulting,Basic,2011.41,50,301.7115,20.0,371.7115,1639.6985,81.5194489465154,40.254463993453356,High
CUST_000166,UK,Consulting,Enterprise,13394.86,200,2009.229,20.0,2229.2290000000003,11165.631000000001,83.35751672095363,275.0155418719212,High
CUST_000167,USA,Technology,Basic,459.1,50,68.865,6.5,125.365,333.735,72.6917296508462,8.220073891625615,High
CUST_000168,USA,Consulting,Basic,348.0,50,52.199999999999996,3.5,105.69999999999999,242.3,69.62443607942302,5.972884141331142,High
CUST_000169,Japan,Retail,Professional,10211.64,100,1531.7459999999999,20.0,1651.7459999999999,8559.894,83.82478835447749,211.00806902218568,High
CUST_000170,Germany,Media,Basic,1242.9,50,186.435,9.5,245.935,996.9650000000001,80.21216339075235,24.616419753086422,High
CUST_000171,Germany,Technology,Professional,8119.1,100,1217.865,20.0,1337.865,6781.235000000001,83.52190079947187,167.575823723229,High
CUST_000172,USA,Energy,Professional,6453.72,100,968.058,20.0,1088.058,5365.662,83.14047845199597,132.70392415498765,High
CUST_000173,UK,Manufacturing,Professional,7886.14,100,1182.921,20.0,1302.921,6583.219,83.47823716262054,163.22030578512397,High
CUST_000174,France,Media,Basic,2024.64,50,303.696,20.0,373.696,1650.944,81.54219247771219,40.9663523573201,High
CUST_000175,UK,Healthcare,Professional,3823.82,100,573.573,8.0,681.573,3142.2470000000003,82.17538436593676,77.97138957816378,High
CUST_000176,Germany,Finance,Enterprise,23285.22,200,3492.783,20.0,3712.783,19572.437,84.0551585704758,486.87654228855723,High
CUST_000177,France,Real Estate,Basic,725.1899999999999,50,108.7785,5.5,164.2785,560.9114999999999,77.3457666850524,14.057932330827066,High
CUST_000178,USA,Education,Professional,4108.15,100,616.2225,9.0,725.2225,3382.9275,82.3465371358467,84.85604096989965,High
CUST_000179,USA,Education,Professional,9641.53,100,1446.2295000000001,19.5,1565.7295000000001,8075.8005,83.76048328379075,202.5702466555184,High
CUST_000180,India,Education,Professional,2221.04,100,333.156,4.5,437.656,1783.384,80.29463542018415,44.771146443514645,High
CUST_000181,UK,Education,Professional,2389.61,100,358.4415,4.0,462.4415,1927.1685000000002,80.64748788510306,48.42131909547739,High
CUST_000182,Germany,Finance,Professional,9675.14,100,1451.271,19.5,1570.771,8104.369,83.7647891763952,203.62736180904523,High
CUST_000183,India,Energy,Basic,419.2,50,62.879999999999995,3.0,115.88,303.32,72.3551441998044,7.646722689075631,High
CUST_000184,India,Education,Enterprise,18566.55,200,2784.9824999999996,19.5,3004.4824999999996,15562.0675,83.81772121491542,392.6509882253995,High
CUST_000185,USA,Healthcare,Basic,1823.97,50,273.5955,19.5,343.0955,1480.8745,81.18918518843408,37.458882799325465,High
CUST_000186,USA,Retail,Basic,1506.15,50,225.9225,19.5,295.4225,1210.7275,80.38505205290274,30.65132911392405,High
CUST_000187,USA,Technology,Professional,6179.09,100,926.8634999999999,19.5,1046.3635,5132.726500000001,83.06592384004144,130.27224619289342,High
CUST_000188,USA,Media,Basic,3362.8,50,504.42,19.5,573.9200000000001,2788.88,82.9330232751776,70.78375634517766,High
CUST_000189,Japan,Media,Basic,1838.64,50,275.796,19.5,345.296,1493.344,81.21959046039213,37.90213197969543,High
CUST_000190,Australia,Finance,Basic,707.69,50,106.15350000000001,5.0,161.1535,546.5365,77.22714427017098,13.88323031329382,High
CUST_000191,USA,Consulting,Professional,9565.05,100,1434.7575,19.5,1554.2575,8010.7925,83.75057239578216,203.8369592875318,High
CUST_000192,France,Retail,Enterprise,32876.14,200,4931.420999999999,19.5,5150.920999999999,27725.219,84.33231689233685,705.47631043257,High
CUST_000193,Canada,Real Estate,Enterprise,37421.35,200,5613.202499999999,19.5,5832.702499999999,31588.6475,84.41341388982121,804.4647071307301,High
CUST_000194,USA,Real Estate,Basic,2431.51,50,364.72650000000004,19.5,434.22650000000004,1997.2835000000002,82.1413560242153,50.907820730671205,High
CUST_000195,Australia,Manufacturing,Enterprise,25710.18,200,3856.527,19.5,4076.027,21634.153,84.14621984512756,551.8916581632652,High
CUST_000196,Singapore,Healthcare,Professional,3434.88,100,515.232,6.0,621.232,2813.648,81.91377307570257,71.83782127659575,High
CUST_000197,UK,Energy,Enterprise,22946.85,200,3442.0274999999997,19.0,3661.0274999999997,19285.8225,84.04558401454491,494.93128742514966,High
CUST_000198,UK,Retail,Premium,54812.91,300,8221.9365,19.0,8540.9365,46271.97350000001,84.41800491562938,1187.4757955517537,High
CUST_000199,Japan,Education,Professional,915.28,100,137.292,4.0,241.292,673.9879999999999,73.63655234952856,17.37082474226804,High
CUST_000200,Australia,Manufacturing,Enterprise,25260.64,200,3789.0959999999995,19.0,4008.0959999999995,21252.544,84.13300528687901,548.688743545611,High
CUST_000201,USA,Real Estate,Enterprise,19262.21,200,2889.3315,19.0,3108.3315,16153.878499999999,83.86301527030633,417.41288113695083,High
CUST_000202,Germany,Technology,Enterprise,34665.12,200,5199.768,19.0,5418.768,29246.352000000003,84.36821670652901,755.7196899224806,High
CUST_000203,UK,Media,Enterprise,5326.33,200,798.9495,7.5,1006.4495,4319.8805,81.10410713548141,111.72104741379312,High
CUST_000204,UK,Manufacturing,Basic,3067.76,50,460.16400000000004,19.0,529.164,2538.5960000000005,82.75053214549983,65.70999137187232,High
CUST_000205,Brazil,Media,Basic,2094.39,50,314.15849999999995,19.0,383.15849999999995,1711.2314999999999,81.70509453781511,44.370738980121,High
CUST_000206,UK,Media,Premium,42866.57,300,6429.9855,19.0,6748.9855,36117.5845,84.25581070381635,936.4974373379428,High
CUST_000207,India,Energy,Professional,4900.23,100,735.0344999999999,19.0,854.0344999999999,4046.1955,82.57137405514831,105.18705805892547,High
CUST_000208,France,Energy,Professional,5666.01,100,849.9015,19.0,968.9015,4697.1085,82.8996103084705,122.10853986135182,High
