customer_id,country,industry,subscription_type,total_revenue,profit_margin,segment,segment_name
CUST_000085,USA,Energy,Professional,8704.62,83.5983493841783,0,Loyal Customers
CUST_000086,Canada,Technology,Basic,3510.23,82.94861604904507,0,Loyal Customers
CUST_000087,Germany,Retail,Basic,2179.29,81.6957968154912,0,Loyal Customers
CUST_000088,France,Technology,Basic,3843.85,83.12666174106236,0,Loyal Customers
CUST_000089,Canada,Education,Basic,2084.31,81.54522817993397,0,Loyal Customers
CUST_000090,India,Education,Basic,1250.15,80.15993952774045,0,Loyal Customers
CUST_000091,UK,Media,Basic,3631.05,83.01687386052556,0,Loyal Customers
CUST_000092,Brazil,Media,Enterprise,22522.82,84.01429571683488,0,Loyal Customers
CUST_000093,USA,Finance,Professional,762.05,71.614111749731,0,Loyal Customers
CUST_000094,Australia,Real Estate,Professional,3285.37,81.66679349116389,0,Loyal Customers
CUST_000095,Germany,Energy,Basic,2111.66,81.58997381219602,0,Loyal Customers
CUST_000096,USA,Healthcare,Enterprise,35865.29,84.38099360663371,1,Champions
CUST_000097,Brazil,Healthcare,Professional,8153.53,83.50361315453165,0,Loyal Customers
CUST_000098,UK,Finance,Basic,2975.6,82.58004241147194,0,Loyal Customers
CUST_000099,Canada,Education,Enterprise,16266.72,83.63519896131551,0,Loyal Customers
CUST_000100,Brazil,Education,Enterprise,33230.98,84.3334279237543,1,Champions
CUST_000101,France,Manufacturing,Basic,2635.69,82.28692567439388,0,Loyal Customers
CUST_000102,USA,Media,Enterprise,17834.5,83.7579782119049,0,Loyal Customers
CUST_000103,France,Real Estate,Basic,2337.31,81.94057724231169,0,Loyal Customers
CUST_000104,USA,Technology,Professional,10585.04,83.85207438793392,0,Loyal Customers
CUST_000105,USA,Education,Basic,3106.26,82.69793031513679,0,Loyal Customers
CUST_000106,Germany,Media,Professional,6712.9,83.18992806398417,0,Loyal Customers
CUST_000107,France,Technology,Basic,1399.86,79.89177566488317,0,Loyal Customers
CUST_000108,Canada,Media,Basic,2431.89,82.05956248200994,0,Loyal Customers
CUST_000109,UK,Finance,Professional,12026.58,83.98966789422438,0,Loyal Customers
CUST_000110,France,Finance,Enterprise,9850.1,82.91364258876295,0,Loyal Customers
CUST_000111,France,Real Estate,Professional,4692.71,82.4107021087983,0,Loyal Customers
CUST_000112,USA,Healthcare,Basic,1892.0,81.2205009487265,0,Loyal Customers
CUST_000113,USA,Education,Basic,2226.24,81.78793935991015,0,Loyal Customers
CUST_000114,Singapore,Consulting,Basic,1341.95,79.67133893707711,0,Loyal Customers
CUST_000115,Brazil,Finance,Professional,10096.37,83.79651419617724,0,Loyal Customers
CUST_000116,Australia,Education,Professional,2591.11,80.85088687517367,0,Loyal Customers
CUST_000117,France,Healthcare,Professional,8940.12,83.64086428273414,0,Loyal Customers
CUST_000118,USA,Energy,Professional,6894.85,83.23769445645016,0,Loyal Customers
CUST_000119,USA,Education,Basic,3261.95,82.80780573642839,0,Loyal Customers
CUST_000120,France,Retail,Basic,4083.41,83.26105323478849,0,Loyal Customers
CUST_000121,India,Technology,Premium,104270.98,84.69214016285834,1,Champions
CUST_000122,Brazil,Real Estate,Basic,2742.32,82.41065079695004,0,Loyal Customers
CUST_000123,USA,Energy,Enterprise,16584.2,83.6673558764632,0,Loyal Customers
CUST_000124,UK,Manufacturing,Premium,104455.77,84.69268478967848,1,Champions
CUST_000125,India,Retail,Enterprise,9975.52,82.94488613637571,0,Loyal Customers
CUST_000126,USA,Manufacturing,Basic,3276.19,82.83259569012881,0,Loyal Customers
CUST_000127,Japan,Real Estate,Basic,1765.87,80.97886039821506,0,Loyal Customers
CUST_000128,USA,Finance,Professional,2969.71,81.44719030750373,0,Loyal Customers
CUST_000129,India,Real Estate,Professional,5725.93,82.8866614040664,0,Loyal Customers
CUST_000130,France,Real Estate,Basic,2170.02,82.18858725455408,0,Loyal Customers
CUST_000131,France,Education,Premium,99222.05,84.67647466702466,1,Champions
CUST_000132,USA,Healthcare,Professional,1693.07,78.85684669359983,0,Loyal Customers
CUST_000133,Japan,Manufacturing,Professional,3314.38,81.80156831272119,0,Loyal Customers
CUST_000134,Canada,Finance,Professional,10256.59,83.8201889515044,0,Loyal Customers
CUST_000135,UK,Finance,Basic,3363.99,82.90402794292508,0,Loyal Customers
CUST_000136,Australia,Energy,Enterprise,19228.47,83.85321928722395,0,Loyal Customers
CUST_000137,Japan,Retail,Enterprise,36210.62,84.39103931635545,1,Champions
CUST_000138,Germany,Retail,Professional,10714.27,83.87525340013515,0,Loyal Customers
CUST_000139,Australia,Technology,Professional,7108.02,83.30461464006203,0,Loyal Customers
CUST_000140,Canada,Consulting,Enterprise,23078.25,84.04451852089369,0,Loyal Customers
CUST_000141,Brazil,Energy,Basic,1587.78,80.55933089388397,0,Loyal Customers
CUST_000142,UK,Healthcare,Basic,1411.01,80.00301200549957,0,Loyal Customers
CUST_000143,France,Media,Basic,4149.26,83.30070108717919,0,Loyal Customers
CUST_000144,Germany,Real Estate,Professional,8688.22,83.61296834913439,0,Loyal Customers
CUST_000145,USA,Media,Professional,10452.88,83.84712744513719,0,Loyal Customers
CUST_000146,USA,Healthcare,Basic,1579.91,80.53721074484784,0,Loyal Customers
CUST_000147,Japan,Education,Basic,2735.53,82.42250159017964,0,Loyal Customers
CUST_000148,USA,Real Estate,Professional,7567.11,83.40747206334774,0,Loyal Customers
CUST_000149,Australia,Energy,Basic,582.94,75.47799982845869,0,Loyal Customers
CUST_000150,France,Energy,Basic,1407.0,80.77057021627422,0,Loyal Customers
CUST_000151,USA,Finance,Professional,2543.78,80.87196663246571,0,Loyal Customers
CUST_000152,Germany,Finance,Professional,7788.03,83.4526466222567,0,Loyal Customers
CUST_000153,Canada,Technology,Premium,64680.54,84.51761619219378,1,Champions
CUST_000154,Germany,Energy,Basic,1649.64,80.72585093807777,0,Loyal Customers
CUST_000155,Australia,Finance,Basic,1553.88,80.49462960698635,0,Loyal Customers
CUST_000156,UK,Retail,Basic,2165.01,81.76638091103084,0,Loyal Customers
CUST_000157,USA,Energy,Premium,31504.2,84.03026135237164,1,Champions
CUST_000158,Japan,Healthcare,Professional,470.55,63.428149438966344,0,Loyal Customers
CUST_000159,UK,Energy,Basic,1940.57,81.39239299590845,0,Loyal Customers
CUST_000160,USA,Manufacturing,Basic,2795.81,82.49595825196187,0,Loyal Customers
CUST_000161,Germany,Healthcare,Professional,860.79,73.14957016728624,0,Loyal Customers
CUST_000162,France,Finance,Basic,2746.5,82.45100145275276,0,Loyal Customers
CUST_000163,India,Consulting,Professional,2176.37,80.03724073920914,0,Loyal Customers
CUST_000164,Germany,Consulting,Professional,9750.22,83.76917262464578,0,Loyal Customers
CUST_000165,UK,Consulting,Basic,2011.41,81.5194489465154,0,Loyal Customers
CUST_000166,UK,Consulting,Enterprise,13394.86,83.35751672095363,0,Loyal Customers
CUST_000167,USA,Technology,Basic,459.1,72.6917296508462,0,Loyal Customers
CUST_000168,USA,Consulting,Basic,348.0,69.62443607942302,0,Loyal Customers
CUST_000169,Japan,Retail,Professional,10211.64,83.82478835447749,0,Loyal Customers
CUST_000170,Germany,Media,Basic,1242.9,80.21216339075235,0,Loyal Customers
CUST_000171,Germany,Technology,Professional,8119.1,83.52190079947187,0,Loyal Customers
CUST_000172,USA,Energy,Professional,6453.72,83.14047845199597,0,Loyal Customers
CUST_000173,UK,Manufacturing,Professional,7886.14,83.47823716262054,0,Loyal Customers
CUST_000174,France,Media,Basic,2024.64,81.54219247771219,0,Loyal Customers
CUST_000175,UK,Healthcare,Professional,3823.82,82.17538436593676,0,Loyal Customers
CUST_000176,Germany,Finance,Enterprise,23285.22,84.0551585704758,0,Loyal Customers
CUST_000177,France,Real Estate,Basic,725.1899999999999,77.3457666850524,0,Loyal Customers
CUST_000178,USA,Education,Professional,4108.15,82.3465371358467,0,Loyal Customers
CUST_000179,USA,Education,Professional,9641.53,83.76048328379075,0,Loyal Customers
CUST_000180,India,Education,Professional,2221.04,80.29463542018415,0,Loyal Customers
CUST_000181,UK,Education,Professional,2389.61,80.64748788510306,0,Loyal Customers
CUST_000182,Germany,Finance,Professional,9675.14,83.7647891763952,0,Loyal Customers
CUST_000183,India,Energy,Basic,419.2,72.3551441998044,0,Loyal Customers
CUST_000184,India,Education,Enterprise,18566.55,83.81772121491542,0,Loyal Customers
CUST_000185,USA,Healthcare,Basic,1823.97,81.18918518843408,0,Loyal Customers
CUST_000186,USA,Retail,Basic,1506.15,80.38505205290274,0,Loyal Customers
CUST_000187,USA,Technology,Professional,6179.09,83.06592384004144,0,Loyal Customers
CUST_000188,USA,Media,Basic,3362.8,82.9330232751776,0,Loyal Customers
CUST_000189,Japan,Media,Basic,1838.64,81.21959046039213,0,Loyal Customers
CUST_000190,Australia,Finance,Basic,707.69,77.22714427017098,0,Loyal Customers
CUST_000191,USA,Consulting,Professional,9565.05,83.75057239578216,0,Loyal Customers
CUST_000192,France,Retail,Enterprise,32876.14,84.33231689233685,1,Champions
CUST_000193,Canada,Real Estate,Enterprise,37421.35,84.41341388982121,1,Champions
CUST_000194,USA,Real Estate,Basic,2431.51,82.1413560242153,0,Loyal Customers
CUST_000195,Australia,Manufacturing,Enterprise,25710.18,84.14621984512756,1,Champions
CUST_000196,Singapore,Healthcare,Professional,3434.88,81.91377307570257,0,Loyal Customers
CUST_000197,UK,Energy,Enterprise,22946.85,84.04558401454491,0,Loyal Customers
CUST_000198,UK,Retail,Premium,54812.91,84.41800491562938,1,Champions
CUST_000199,Japan,Education,Professional,915.28,73.63655234952856,0,Loyal Customers
CUST_000200,Australia,Manufacturing,Enterprise,25260.64,84.13300528687901,1,Champions
CUST_000201,USA,Real Estate,Enterprise,19262.21,83.86301527030633,0,Loyal Customers
CUST_000202,Germany,Technology,Enterprise,34665.12,84.36821670652901,1,Champions
CUST_000203,UK,Media,Enterprise,5326.33,81.10410713548141,0,Loyal Customers
CUST_000204,UK,Manufacturing,Basic,3067.76,82.75053214549983,0,Loyal Customers
CUST_000205,Brazil,Media,Basic,2094.39,81.70509453781511,0,Loyal Customers
CUST_000206,UK,Media,Premium,42866.57,84.25581070381635,1,Champions
CUST_000207,India,Energy,Professional,4900.23,82.57137405514831,0,Loyal Customers
CUST_000208,France,Energy,Professional,5666.01,82.8996103084705,0,Loyal Customers
CUST_000209,USA,Media,Basic,2488.33,82.22672544748708,0,Loyal Customers
CUST_000210,Canada,Energy,Enterprise,19556.55,83.88012769116861,0,Loyal Customers
CUST_000211,Australia,Consulting,Enterprise,11288.43,83.1661903681997,0,Loyal Customers
CUST_000212,USA,Healthcare,Professional,4788.59,82.51475379025183,0,Loyal Customers
CUST_000213,USA,Healthcare,Professional,3510.02,81.8658814881924,0,Loyal Customers
CUST_000214,UK,Education,Enterprise,27185.82,84.19440201016486,1,Champions
CUST_000215,UK,Education,Basic,3147.93,82.80782035235741,0,Loyal Customers
CUST_000216,USA,Retail,Enterprise,27461.84,84.20249910330149,1,Champions
CUST_000217,France,Media,Basic,2537.9700000000003,82.28096754111537,0,Loyal Customers
CUST_000218,USA,Technology,Professional,4184.66,82.15608399228613,0,Loyal Customers
CUST_000219,USA,Education,Enterprise,32420.0,84.32600730228029,1,Champions
CUST_000220,Canada,Energy,Basic,2185.49,81.86531686113017,0,Loyal Customers
CUST_000221,USA,Consulting,Premium,103309.84,84.69169590314961,1,Champions
CUST_000222,UK,Finance,Basic,1925.65,81.44233665340714,0,Loyal Customers
CUST_000223,Australia,Consulting,Premium,61187.76,84.47945725101602,1,Champions
CUST_000224,Singapore,Media,Enterprise,34765.32,84.3714758352646,1,Champions
CUST_000225,UK,Manufacturing,Basic,1074.48,79.64783292538786,0,Loyal Customers
CUST_000226,Australia,Energy,Professional,9764.3,83.78630952929598,0,Loyal Customers
CUST_000227,UK,Energy,Enterprise,23888.39,84.08529453626028,0,Loyal Customers
CUST_000228,USA,Consulting,Professional,5572.91,82.87349360837766,0,Loyal Customers
CUST_000229,USA,Technology,Professional,6493.6,83.17499819052884,0,Loyal Customers
CUST_000230,USA,Healthcare,Basic,3599.9,83.09693853457448,0,Loyal Customers
CUST_000231,USA,Consulting,Professional,5543.17,82.86208457960953,0,Loyal Customers
CUST_000232,Canada,Technology,Professional,4912.71,82.73020851992379,0,Loyal Customers
CUST_000233,India,Manufacturing,Basic,3570.32,83.08117176843595,0,Loyal Customers
CUST_000234,USA,Consulting,Enterprise,4728.47,80.69611164687171,0,Loyal Customers
CUST_000235,USA,Technology,Premium,81496.8,84.6091767272854,1,Champions
CUST_000236,USA,Finance,Premium,41603.93,84.25245421467294,1,Champions
CUST_000237,USA,Consulting,Enterprise,28830.3,84.24382186663965,1,Champions
CUST_000238,Germany,Media,Premium,47254.59,84.32703165406119,1,Champions
CUST_000239,USA,Retail,Professional,3800.82,81.89519131347626,0,Loyal Customers
CUST_000240,India,Healthcare,Professional,4905.49,82.59436346957496,0,Loyal Customers
CUST_000241,France,Real Estate,Professional,5866.29,82.9883657501321,0,Loyal Customers
CUST_000242,Germany,Finance,Professional,6153.81,83.08235372500333,0,Loyal Customers
CUST_000243,France,Retail,Enterprise,21563.98,83.98901594741976,0,Loyal Customers
CUST_000244,USA,Consulting,Basic,3404.04,83.00212981595453,0,Loyal Customers
CUST_000245,India,Technology,Enterprise,29127.92,84.25154825626126,1,Champions
CUST_000246,Germany,Energy,Professional,5086.37,82.67991184300033,0,Loyal Customers
CUST_000247,USA,Education,Basic,3357.65,82.97452690266435,0,Loyal Customers
CUST_000248,Germany,Real Estate,Basic,2416.13,82.18524174923638,0,Loyal Customers
CUST_000249,France,Education,Basic,2329.31,82.3379140693421,0,Loyal Customers
CUST_000250,Singapore,Real Estate,Premium,39091.68,84.21464510743843,1,Champions
CUST_000251,Canada,Education,Professional,7472.19,83.42069939241455,0,Loyal Customers
CUST_000252,UK,Manufacturing,Enterprise,24904.33,84.12461643231663,1,Champions
CUST_000253,Canada,Retail,Basic,1455.52,81.04896498182794,0,Loyal Customers
CUST_000254,Brazil,Manufacturing,Enterprise,8252.03,82.49142636245098,0,Loyal Customers
CUST_000255,India,Retail,Professional,10482.95,83.8742826453597,0,Loyal Customers
CUST_000256,France,Manufacturing,Professional,6214.88,83.19773962210111,0,Loyal Customers
CUST_000257,India,Retail,Enterprise,27343.99,84.20454761556466,1,Champions
CUST_000258,USA,Real Estate,Basic,1704.43,81.0392562953228,0,Loyal Customers
CUST_000259,UK,Education,Enterprise,24158.51,84.09966132031266,1,Champions
CUST_000260,Singapore,Manufacturing,Basic,143.74,49.168,0,Loyal Customers
CUST_000261,France,Consulting,Basic,2567.23,82.37038609557345,0,Loyal Customers
CUST_000262,India,Media,Enterprise,32422.29,84.32913920357285,1,Champions
CUST_000263,Japan,Media,Professional,8762.460000000001,83.65895689229178,0,Loyal Customers
CUST_000264,UK,Finance,Basic,499.65,73.99081375335228,0,Loyal Customers
CUST_000265,USA,Manufacturing,Enterprise,34634.68,84.37199235795093,1,Champions
CUST_000266,Australia,Healthcare,Premium,59616.86,84.46741836664688,1,Champions
CUST_000267,Singapore,Real Estate,Professional,3209.53,81.66592408881024,0,Loyal Customers
CUST_000268,Australia,Real Estate,Premium,48242.96,84.34185540401018,1,Champions
CUST_000269,Japan,Energy,Basic,1716.24,81.06651128914785,0,Loyal Customers
CUST_000270,Germany,Energy,Basic,1668.72,81.37397901398069,0,Loyal Customers
CUST_000271,India,Finance,Professional,4227.28,82.2202403904156,0,Loyal Customers
CUST_000272,USA,Consulting,Professional,5136.99,82.71250729998053,0,Loyal Customers
CUST_000273,France,Technology,Basic,2668.1,82.46980072036008,0,Loyal Customers
CUST_000274,USA,Energy,Professional,986.47,74.50728854107534,0,Loyal Customers
CUST_000275,Germany,Retail,Enterprise,3584.2,79.23838167964487,0,Loyal Customers
CUST_000276,Germany,Media,Enterprise,5334.67,81.1570609671058,0,Loyal Customers
CUST_000277,Germany,Real Estate,Professional,4028.54,82.0831068250363,0,Loyal Customers
CUST_000278,Japan,Finance,Professional,298.08,50.611560267033454,0,Loyal Customers
CUST_000279,USA,Energy,Basic,3082.82,82.81017766143445,0,Loyal Customers
CUST_000280,Australia,Finance,Professional,6378.67,83.1577928348812,0,Loyal Customers
CUST_000281,Canada,Real Estate,Basic,2081.46,81.75669118459548,0,Loyal Customers
CUST_000282,USA,Retail,Basic,2943.73,82.70670983171068,0,Loyal Customers
CUST_000283,UK,Manufacturing,Professional,5812.35,82.9782996923797,0,Loyal Customers
CUST_000284,UK,Technology,Professional,9601.15,83.78130871686338,0,Loyal Customers
CUST_000285,Brazil,Healthcare,Basic,2633.66,82.45569870181153,0,Loyal Customers
CUST_000286,Germany,Retail,Enterprise,22183.73,84.02176774520439,0,Loyal Customers
CUST_000287,UK,Technology,Professional,9797.27,83.80570423627782,0,Loyal Customers
CUST_000288,Japan,Finance,Premium,58640.87,84.45940698707113,1,Champions
CUST_000289,USA,Finance,Enterprise,31302.88,84.30674611832966,1,Champions
CUST_000290,Germany,Technology,Basic,3396.95,83.02739802647072,0,Loyal Customers
CUST_000291,Germany,Media,Premium,91261.78,84.65263830569181,1,Champions
CUST_000292,Germany,Finance,Basic,856.64,78.63701628436351,0,Loyal Customers
CUST_000293,France,Manufacturing,Basic,988.27,79.28213664143765,0,Loyal Customers
CUST_000294,USA,Technology,Basic,1120.73,79.55640915823473,0,Loyal Customers
CUST_000295,USA,Consulting,Basic,1269.9,79.7233662228032,0,Loyal Customers
CUST_000296,USA,Education,Professional,5331.69,82.80541853442617,0,Loyal Customers
CUST_000297,USA,Energy,Basic,2359.6,82.16018748861039,0,Loyal Customers
CUST_000298,Brazil,Finance,Professional,9562.2,83.77634458979671,0,Loyal Customers
CUST_000299,France,Real Estate,Basic,1524.27,80.60392447581809,0,Loyal Customers
CUST_000300,USA,Healthcare,Basic,1810.34,81.29858867069903,0,Loyal Customers
CUST_000301,USA,Real Estate,Basic,2535.86,82.35757353492095,0,Loyal Customers
CUST_000302,USA,Finance,Basic,956.82,77.99682284209317,0,Loyal Customers
CUST_000303,USA,Education,Professional,8828.99,83.67472533695775,0,Loyal Customers
CUST_000304,USA,Consulting,Basic,2615.73,82.43825838959529,0,Loyal Customers
CUST_000305,Germany,Retail,Professional,4572.21,82.44088210978472,0,Loyal Customers
CUST_000306,USA,Media,Enterprise,28956.03,84.25055877806496,1,Champions
CUST_000307,France,Energy,Basic,1779.92,81.23532947924919,0,Loyal Customers
CUST_000308,Japan,Media,Enterprise,22827.75,84.04936577220018,0,Loyal Customers
CUST_000309,USA,Finance,Basic,3385.11,83.0204985347639,0,Loyal Customers
CUST_000310,Australia,Real Estate,Professional,5405.82,82.84476204394146,0,Loyal Customers
CUST_000311,USA,Retail,Basic,171.99,54.18110465116279,0,Loyal Customers
CUST_000312,UK,Media,Professional,2803.25,81.09353038961778,0,Loyal Customers
CUST_000313,France,Manufacturing,Basic,3205.32,82.92506543788002,0,Loyal Customers
CUST_000314,Germany,Manufacturing,Professional,7213.93,83.38495329875214,0,Loyal Customers
CUST_000315,USA,Consulting,Basic,978.29,78.2016252683226,0,Loyal Customers
CUST_000316,Canada,Education,Enterprise,7651.71,82.32728719817243,0,Loyal Customers
CUST_000317,Germany,Technology,Professional,7696.0,83.48611813134339,0,Loyal Customers
CUST_000318,USA,Real Estate,Professional,5315.01,82.80793863428548,0,Loyal Customers
CUST_000319,Germany,Media,Basic,2422.0,82.25399564824258,0,Loyal Customers
CUST_000320,USA,Manufacturing,Basic,2409.66,82.23993326887083,0,Loyal Customers
CUST_000321,USA,Manufacturing,Basic,1074.47,79.22897587670316,0,Loyal Customers
CUST_000322,USA,Retail,Basic,1468.49,80.47099080694586,0,Loyal Customers
CUST_000323,USA,Finance,Enterprise,20171.08,83.92663956186801,0,Loyal Customers
CUST_000324,France,Real Estate,Professional,8396.77,83.612462158113,0,Loyal Customers
CUST_000325,Australia,Consulting,Professional,4181.62,82.33337239306204,0,Loyal Customers
CUST_000326,USA,Energy,Professional,9313.26,83.74900545136134,0,Loyal Customers
CUST_000327,France,Energy,Professional,3862.06,82.21629851349147,0,Loyal Customers
CUST_000328,UK,Retail,Basic,1063.77,79.68795239617215,0,Loyal Customers
CUST_000329,USA,Consulting,Basic,2947.9,82.7608373389961,0,Loyal Customers
CUST_000330,France,Healthcare,Professional,4279.66,82.41782660812632,0,Loyal Customers
CUST_000331,UK,Energy,Premium,73364.3,84.56926126613881,1,Champions
CUST_000332,France,Healthcare,Basic,3015.68,82.81116427749537,0,Loyal Customers
CUST_000333,USA,Healthcare,Basic,1067.87,78.818734314717,0,Loyal Customers
CUST_000334,USA,Energy,Basic,1994.21,81.91566126104442,0,Loyal Customers
CUST_000335,USA,Retail,Basic,2236.05,82.04799960645063,0,Loyal Customers
