transaction_id,customer_id,date_key,amount,payment_method,transaction_status,is_successful
TXN_00000092,CUST_000002,20240614,277.66,Bank Transfer,Completed,1
TXN_00000093,CUST_000002,20240715,306.65,Bank Transfer,Completed,1
TXN_00000094,CUST_000002,20240812,270.82,Bank Transfer,Completed,1
TXN_00000095,CUST_000002,20240912,292.53,PayPal,Completed,1
TXN_00000096,CUST_000002,20241013,284.76,Credit Card,Completed,1
TXN_00000097,CUST_000002,20241113,336.81,PayPal,Completed,1
TXN_00000098,CUST_000002,20241212,333.49,ACH,Completed,1
TXN_00000099,CUST_000003,20210103,38.35,ACH,Completed,1
TXN_00000100,CUST_000003,20210130,38.1,Credit Card,Completed,1
TXN_00000101,CUST_000003,20210301,43.2,Credit Card,Completed,1
TXN_00000102,CUST_000003,20210331,42.61,Credit Card,Completed,1
TXN_00000103,CUST_000003,20210502,41.64,Credit Card,Completed,1
TXN_00000104,CUST_000003,20210601,41.74,PayPal,Completed,1
TXN_00000105,CUST_000003,20210629,40.65,Credit Card,Completed,1
TXN_00000106,CUST_000003,20210728,40.27,Bank Transfer,Completed,1
TXN_00000107,CUST_000003,20210831,39.52,Credit Card,Completed,1
TXN_00000108,CUST_000003,20210926,41.66,Credit Card,Completed,1
TXN_00000109,CUST_000003,20211028,42.13,Credit Card,Completed,1
TXN_00000110,CUST_000003,20211127,49.29,Credit Card,Completed,1
TXN_00000111,CUST_000003,20211229,48.84,Credit Card,Completed,1
TXN_00000112,CUST_000003,20220124,38.74,PayPal,Completed,1
TXN_00000113,CUST_000003,20220226,38.15,Credit Card,Completed,1
TXN_00000114,CUST_000003,20220325,42.2,Credit Card,Completed,1
TXN_00000115,CUST_000003,20220428,42.18,Credit Card,Completed,1
TXN_00000116,CUST_000003,20220527,43.1,Bank Transfer,Completed,1
TXN_00000117,CUST_000003,20220623,41.0,Credit Card,Completed,1
TXN_00000118,CUST_000003,20220726,40.15,ACH,Completed,1
TXN_00000119,CUST_000003,20220822,40.24,Bank Transfer,Failed,0
TXN_00000120,CUST_000003,20220925,42.71,Credit Card,Completed,1
TXN_00000121,CUST_000003,20221025,41.81,PayPal,Completed,1
TXN_00000122,CUST_000003,20221120,49.69,Credit Card,Completed,1
TXN_00000123,CUST_000003,20221221,47.87,Credit Card,Completed,1
TXN_00000124,CUST_000003,20230120,37.62,Credit Card,Completed,1
TXN_00000125,CUST_000003,20230220,37.98,Credit Card,Completed,1
TXN_00000126,CUST_000003,20230323,42.55,PayPal,Completed,1
TXN_00000127,CUST_000003,20230422,41.75,ACH,Completed,1
TXN_00000128,CUST_000003,20230521,42.49,Credit Card,Completed,1
TXN_00000129,CUST_000003,20230618,39.75,Wire Transfer,Completed,1
TXN_00000130,CUST_000003,20230722,40.4,Bank Transfer,Completed,1
TXN_00000131,CUST_000003,20230820,40.82,Bank Transfer,Pending,0
TXN_00000132,CUST_000003,20230920,41.9,Credit Card,Completed,1
TXN_00000133,CUST_000003,20231017,42.82,Credit Card,Completed,1
TXN_00000134,CUST_000003,20231115,48.24,ACH,Completed,1
TXN_00000135,CUST_000003,20231219,47.84,Credit Card,Completed,1
TXN_00000136,CUST_000003,20240117,38.54,PayPal,Completed,1
TXN_00000137,CUST_000003,20240214,38.66,Credit Card,Completed,1
TXN_00000138,CUST_000003,20240318,43.05,Bank Transfer,Completed,1
TXN_00000139,CUST_000003,20240414,41.92,Credit Card,Completed,1
TXN_00000140,CUST_000003,20240516,42.85,Credit Card,Failed,0
TXN_00000141,CUST_000003,20240615,-40.46,Bank Transfer,Refunded,0
TXN_00000142,CUST_000003,20240715,41.09,Bank Transfer,Completed,1
TXN_00000143,CUST_000003,20240812,40.16,Bank Transfer,Completed,1
TXN_00000144,CUST_000003,20240913,42.8,Credit Card,Completed,1
TXN_00000145,CUST_000003,20241011,43.1,Bank Transfer,Completed,1
TXN_00000146,CUST_000003,20241111,48.39,Credit Card,Completed,1
TXN_00000147,CUST_000003,20241212,49.63,Bank Transfer,Completed,1
TXN_00000148,CUST_000004,20210103,371.6,Bank Transfer,Completed,1
TXN_00000149,CUST_000004,20210201,362.42,Credit Card,Completed,1
TXN_00000150,CUST_000004,20210228,400.96,ACH,Completed,1
TXN_00000151,CUST_000004,20210330,405.16,Bank Transfer,Completed,1
TXN_00000152,CUST_000004,20210501,404.82,Credit Card,Completed,1
TXN_00000153,CUST_000004,20210602,411.85,Bank Transfer,Completed,1
TXN_00000154,CUST_000004,20210628,389.71,Wire Transfer,Completed,1
TXN_00000155,CUST_000004,20210801,394.44,Bank Transfer,Completed,1
TXN_00000156,CUST_000004,20210830,380.98,PayPal,Completed,1
TXN_00000157,CUST_000004,20210926,411.73,PayPal,Completed,1
TXN_00000158,CUST_000004,20211028,413.14,Credit Card,Completed,1
TXN_00000159,CUST_000004,20211126,464.58,Credit Card,Completed,1
TXN_00000160,CUST_000004,20211228,462.05,Credit Card,Completed,1
TXN_00000161,CUST_000004,20220124,372.55,Bank Transfer,Completed,1
TXN_00000162,CUST_000004,20220226,369.91,Credit Card,Completed,1
TXN_00000163,CUST_000004,20220329,400.31,Bank Transfer,Completed,1
TXN_00000164,CUST_000004,20220426,415.16,PayPal,Completed,1
TXN_00000165,CUST_000004,20220525,501.89,Bank Transfer,Completed,1
TXN_00000166,CUST_000004,20220626,393.09,Bank Transfer,Completed,1
TXN_00000167,CUST_000004,20220724,391.35,Credit Card,Completed,1
TXN_00000168,CUST_000004,20220823,387.4,Credit Card,Completed,1
TXN_00000169,CUST_000004,20220924,399.69,Bank Transfer,Completed,1
TXN_00000170,CUST_000004,20221021,415.4,Credit Card,Completed,1
TXN_00000171,CUST_000004,20221122,473.39,Credit Card,Pending,0
TXN_00000172,CUST_000004,20221224,477.63,ACH,Completed,1
TXN_00000173,CUST_000004,20230120,371.77,Credit Card,Completed,1
TXN_00000174,CUST_000004,20230220,369.86,Credit Card,Completed,1
TXN_00000175,CUST_000004,20230321,406.72,Credit Card,Completed,1
TXN_00000176,CUST_000004,20230422,407.07,Credit Card,Completed,1
TXN_00000177,CUST_000004,20230522,413.52,Bank Transfer,Completed,1
TXN_00000178,CUST_000004,20230622,392.1,Credit Card,Completed,1
TXN_00000179,CUST_000004,20230718,381.17,Credit Card,Completed,1
TXN_00000180,CUST_000004,20230819,388.66,Credit Card,Completed,1
TXN_00000181,CUST_000004,20230917,404.28,Credit Card,Failed,0
TXN_00000182,CUST_000004,20231019,401.63,Credit Card,Completed,1
TXN_00000183,CUST_000004,20231118,459.25,Credit Card,Completed,1
TXN_00000184,CUST_000004,20231219,476.08,Credit Card,Completed,1
TXN_00000185,CUST_000004,20240118,368.72,Bank Transfer,Completed,1
TXN_00000186,CUST_000004,20240216,369.13,Credit Card,Completed,1
TXN_00000187,CUST_000004,20240316,411.31,PayPal,Completed,1
TXN_00000188,CUST_000004,20240413,408.45,Bank Transfer,Completed,1
TXN_00000189,CUST_000004,20240517,414.91,PayPal,Pending,0
TXN_00000190,CUST_000004,20240616,540.6,Credit Card,Completed,1
TXN_00000191,CUST_000004,20240715,388.74,Credit Card,Completed,1
TXN_00000192,CUST_000004,20240813,379.72,Credit Card,Completed,1
TXN_00000193,CUST_000004,20240914,401.66,Credit Card,Completed,1
TXN_00000194,CUST_000004,20241012,414.98,Bank Transfer,Completed,1
TXN_00000195,CUST_000004,20241110,464.04,PayPal,Completed,1
TXN_00000196,CUST_000004,20241212,468.45,Credit Card,Completed,1
TXN_00000197,CUST_000005,20201231,240.21,PayPal,Completed,1
TXN_00000198,CUST_000005,20210202,243.64,Credit Card,Completed,1
TXN_00000199,CUST_000005,20210303,264.71,Credit Card,Completed,1
TXN_00000200,CUST_000006,20201230,2589.24,ACH,Completed,1
TXN_00000201,CUST_000006,20210130,1844.38,Bank Transfer,Completed,1
TXN_00000202,CUST_000006,20210303,2021.24,Credit Card,Completed,1
TXN_00000203,CUST_000006,20210403,2030.37,Bank Transfer,Completed,1
TXN_00000204,CUST_000006,20210502,2051.24,Bank Transfer,Completed,1
TXN_00000205,CUST_000006,20210530,1996.09,Credit Card,Completed,1
TXN_00000206,CUST_000006,20210701,2484.26,Wire Transfer,Completed,1
TXN_00000207,CUST_000006,20210731,1933.75,PayPal,Completed,1
TXN_00000208,CUST_000006,20210827,1926.85,PayPal,Completed,1
TXN_00000209,CUST_000006,20210926,1984.15,Credit Card,Failed,0
TXN_00000210,CUST_000006,20211027,2035.2,Bank Transfer,Completed,1
TXN_00000211,CUST_000006,20211126,2291.91,Credit Card,Completed,1
TXN_00000212,CUST_000006,20211226,2270.87,Bank Transfer,Completed,1
TXN_00000213,CUST_000006,20220125,1816.7,Bank Transfer,Completed,1
TXN_00000214,CUST_000006,20220225,1830.78,Wire Transfer,Completed,1
TXN_00000215,CUST_000006,20220329,1989.55,ACH,Completed,1
TXN_00000216,CUST_000006,20220427,2599.2,Bank Transfer,Completed,1
TXN_00000217,CUST_000006,20220525,1996.17,Credit Card,Completed,1
TXN_00000218,CUST_000006,20220627,1878.98,Bank Transfer,Completed,1
TXN_00000219,CUST_000006,20220724,1937.21,Credit Card,Completed,1
TXN_00000220,CUST_000006,20220826,1887.98,Bank Transfer,Completed,1
TXN_00000221,CUST_000006,20220921,2038.33,PayPal,Completed,1
TXN_00000222,CUST_000006,20221021,2040.3,Credit Card,Completed,1
TXN_00000223,CUST_000006,20221120,2328.15,Credit Card,Completed,1
TXN_00000224,CUST_000006,20221220,2342.73,PayPal,Completed,1
TXN_00000225,CUST_000006,20230120,1825.82,Credit Card,Completed,1
TXN_00000226,CUST_000006,20230222,1839.38,Bank Transfer,Completed,1
TXN_00000227,CUST_000006,20230321,2023.99,Wire Transfer,Completed,1
TXN_00000228,CUST_000006,20230423,2746.81,Bank Transfer,Completed,1
TXN_00000229,CUST_000006,20230519,1994.74,Bank Transfer,Completed,1
TXN_00000230,CUST_000006,20230622,1885.16,Bank Transfer,Completed,1
TXN_00000231,CUST_000006,20230722,-1934.75,Credit Card,Refunded,0
TXN_00000232,CUST_000006,20230819,1925.73,Credit Card,Completed,1
TXN_00000233,CUST_000006,20230919,1989.84,Wire Transfer,Completed,1
TXN_00000234,CUST_000006,20231017,2022.42,Bank Transfer,Completed,1
TXN_00000235,CUST_000006,20231116,2279.92,Wire Transfer,Completed,1
TXN_00000236,CUST_000006,20231218,2313.44,Credit Card,Completed,1
TXN_00000237,CUST_000006,20240114,1791.57,ACH,Completed,1
TXN_00000238,CUST_000006,20240214,1787.01,Bank Transfer,Completed,1
TXN_00000239,CUST_000006,20240315,1990.03,PayPal,Completed,1
TXN_00000240,CUST_000006,20240413,1989.88,Credit Card,Completed,1
TXN_00000241,CUST_000006,20240517,2001.36,Credit Card,Completed,1
TXN_00000242,CUST_000006,20240613,1950.18,PayPal,Completed,1
TXN_00000243,CUST_000006,20240713,1936.23,Credit Card,Completed,1
TXN_00000244,CUST_000006,20240812,1945.89,Bank Transfer,Completed,1
TXN_00000245,CUST_000006,20240911,1978.38,PayPal,Completed,1
TXN_00000246,CUST_000006,20241014,2032.69,PayPal,Completed,1
TXN_00000247,CUST_000006,20241112,2304.89,Credit Card,Completed,1
TXN_00000248,CUST_000006,20241210,2314.11,Bank Transfer,Completed,1
TXN_00000249,CUST_000007,20210101,77.88,Credit Card,Completed,1
TXN_00000250,CUST_000007,20210201,78.87,Credit Card,Completed,1
TXN_00000251,CUST_000007,20210302,87.5,Credit Card,Completed,1
TXN_00000252,CUST_000007,20210403,87.05,Credit Card,Completed,1
TXN_00000253,CUST_000007,20210429,87.5,PayPal,Completed,1
TXN_00000254,CUST_000007,20210531,87.62,Bank Transfer,Completed,1
TXN_00000255,CUST_000007,20210630,82.06,Credit Card,Completed,1
TXN_00000256,CUST_000007,20210801,81.45,PayPal,Completed,1
TXN_00000257,CUST_000007,20210828,114.3,ACH,Completed,1
TXN_00000258,CUST_000007,20210926,87.37,PayPal,Completed,1
TXN_00000259,CUST_000007,20211030,86.81,PayPal,Completed,1
TXN_00000260,CUST_000007,20211127,98.69,PayPal,Completed,1
TXN_00000261,CUST_000007,20211227,99.93,Bank Transfer,Completed,1
TXN_00000262,CUST_000007,20220128,78.99,Credit Card,Completed,1
TXN_00000263,CUST_000007,20220226,79.12,Bank Transfer,Completed,1
TXN_00000264,CUST_000007,20220327,85.93,Credit Card,Completed,1
TXN_00000265,CUST_000007,20220425,86.04,Bank Transfer,Completed,1
TXN_00000266,CUST_000007,20220527,86.41,Credit Card,Completed,1
TXN_00000267,CUST_000007,20220623,81.62,Credit Card,Completed,1
TXN_00000268,CUST_000007,20220724,81.85,Bank Transfer,Completed,1
TXN_00000269,CUST_000007,20220823,82.45,Bank Transfer,Completed,1
TXN_00000270,CUST_000007,20220922,87.47,Credit Card,Failed,0
TXN_00000271,CUST_000007,20221024,87.27,Bank Transfer,Completed,1
TXN_00000272,CUST_000007,20221122,100.42,Bank Transfer,Completed,1
TXN_00000273,CUST_000007,20221223,100.14,PayPal,Completed,1
TXN_00000274,CUST_000007,20230120,78.58,Credit Card,Completed,1
TXN_00000275,CUST_000007,20230219,79.93,PayPal,Completed,1
TXN_00000276,CUST_000007,20230324,88.89,PayPal,Completed,1
TXN_00000277,CUST_000007,20230419,88.39,Credit Card,Completed,1
TXN_00000278,CUST_000007,20230519,87.95,Credit Card,Completed,1
TXN_00000279,CUST_000007,20230618,81.46,Wire Transfer,Completed,1
TXN_00000280,CUST_000007,20230719,81.7,Bank Transfer,Completed,1
TXN_00000281,CUST_000007,20230817,93.49,Credit Card,Completed,1
TXN_00000282,CUST_000007,20230917,88.08,Credit Card,Completed,1
TXN_00000283,CUST_000007,20231018,118.14,Bank Transfer,Completed,1
TXN_00000284,CUST_000007,20231116,100.35,Credit Card,Completed,1
TXN_00000285,CUST_000007,20231215,110.42,Credit Card,Completed,1
TXN_00000286,CUST_000007,20240116,79.65,Credit Card,Completed,1
TXN_00000287,CUST_000007,20240214,78.16,Bank Transfer,Completed,1
TXN_00000288,CUST_000007,20240317,86.46,Credit Card,Completed,1
TXN_00000289,CUST_000007,20240416,86.48,Credit Card,Completed,1
TXN_00000290,CUST_000007,20240517,86.77,ACH,Completed,1
TXN_00000291,CUST_000007,20240613,82.0,Bank Transfer,Completed,1
TXN_00000292,CUST_000007,20240714,82.53,PayPal,Completed,1
TXN_00000293,CUST_000007,20240811,81.48,Credit Card,Completed,1
TXN_00000294,CUST_000007,20240914,86.52,PayPal,Completed,1
TXN_00000295,CUST_000007,20241011,85.99,Credit Card,Completed,1
TXN_00000296,CUST_000007,20241109,102.28,Wire Transfer,Completed,1
TXN_00000297,CUST_000007,20241211,100.66,Bank Transfer,Completed,1
TXN_00000298,CUST_000008,20201231,28.14,Wire Transfer,Completed,1
TXN_00000299,CUST_000008,20210201,28.6,Credit Card,Pending,0
TXN_00000300,CUST_000008,20210304,31.1,Bank Transfer,Completed,1
TXN_00000301,CUST_000008,20210331,31.7,Credit Card,Completed,1
TXN_00000302,CUST_000008,20210430,31.92,Credit Card,Completed,1
TXN_00000303,CUST_000008,20210601,31.35,Credit Card,Completed,1
TXN_00000304,CUST_000008,20210701,29.97,Credit Card,Completed,1
TXN_00000305,CUST_000008,20210729,29.97,Wire Transfer,Completed,1
TXN_00000306,CUST_000008,20210828,29.77,Credit Card,Completed,1
TXN_00000307,CUST_000008,20210930,31.91,Wire Transfer,Failed,0
TXN_00000308,CUST_000008,20211029,31.93,Credit Card,Completed,1
TXN_00000309,CUST_000008,20211128,36.37,Bank Transfer,Completed,1
TXN_00000310,CUST_000008,20211227,37.01,PayPal,Completed,1
TXN_00000311,CUST_000008,20220125,28.49,Bank Transfer,Completed,1
TXN_00000312,CUST_000008,20220225,40.16,Bank Transfer,Completed,1
TXN_00000313,CUST_000008,20220326,31.77,Credit Card,Completed,1
TXN_00000314,CUST_000008,20220424,31.02,Bank Transfer,Completed,1
TXN_00000315,CUST_000008,20220528,31.66,Credit Card,Completed,1
TXN_00000316,CUST_000008,20220623,30.25,Credit Card,Completed,1
TXN_00000317,CUST_000008,20220726,29.59,PayPal,Completed,1
TXN_00000318,CUST_000008,20220825,35.37,Credit Card,Completed,1
TXN_00000319,CUST_000008,20220922,31.84,Credit Card,Completed,1
TXN_00000320,CUST_000008,20221022,31.64,Bank Transfer,Completed,1
TXN_00000321,CUST_000008,20221121,36.04,Credit Card,Completed,1
TXN_00000322,CUST_000008,20221223,35.77,Credit Card,Completed,1
TXN_00000323,CUST_000008,20230123,28.67,Credit Card,Pending,0
TXN_00000324,CUST_000008,20230220,34.12,PayPal,Completed,1
TXN_00000325,CUST_000008,20230322,32.19,Credit Card,Completed,1
TXN_00000326,CUST_000008,20230421,32.04,Bank Transfer,Completed,1
TXN_00000327,CUST_000008,20230519,46.39,Credit Card,Completed,1
TXN_00000328,CUST_000008,20230621,30.5,Bank Transfer,Completed,1
TXN_00000329,CUST_000008,20230720,30.08,Credit Card,Completed,1
TXN_00000330,CUST_000008,20230821,30.51,Bank Transfer,Completed,1
TXN_00000331,CUST_000008,20230916,32.01,Wire Transfer,Completed,1
TXN_00000332,CUST_000008,20231020,31.94,Credit Card,Completed,1
TXN_00000333,CUST_000008,20231118,35.7,Credit Card,Completed,1
TXN_00000334,CUST_000008,20231215,35.9,Credit Card,Completed,1
TXN_00000335,CUST_000008,20240116,28.03,Credit Card,Completed,1
TXN_00000336,CUST_000008,20240217,28.16,Credit Card,Completed,1
TXN_00000337,CUST_000008,20240318,31.81,PayPal,Completed,1
TXN_00000338,CUST_000008,20240417,31.09,Wire Transfer,Completed,1
TXN_00000339,CUST_000008,20240515,32.23,Credit Card,Completed,1
TXN_00000340,CUST_000008,20240615,30.35,Bank Transfer,Completed,1
TXN_00000341,CUST_000008,20240714,33.91,Bank Transfer,Completed,1
TXN_00000342,CUST_000008,20240811,30.42,Credit Card,Completed,1
TXN_00000343,CUST_000008,20240913,31.69,Credit Card,Completed,1
TXN_00000344,CUST_000008,20241012,31.19,Bank Transfer,Completed,1
TXN_00000345,CUST_000008,20241110,36.11,Credit Card,Completed,1
TXN_00000346,CUST_000008,20241210,36.38,Credit Card,Completed,1
TXN_00000347,CUST_000009,20210105,251.14,Bank Transfer,Completed,1
TXN_00000348,CUST_000009,20210204,244.87,Wire Transfer,Completed,1
TXN_00000349,CUST_000009,20210304,276.23,PayPal,Completed,1
TXN_00000350,CUST_000009,20210402,276.49,Credit Card,Completed,1
TXN_00000351,CUST_000009,20210504,278.12,Credit Card,Completed,1
TXN_00000352,CUST_000009,20210605,264.71,PayPal,Completed,1
TXN_00000353,CUST_000009,20210702,256.42,PayPal,Completed,1
TXN_00000354,CUST_000009,20210802,265.01,ACH,Completed,1
TXN_00000355,CUST_000009,20210902,275.3,Bank Transfer,Completed,1
TXN_00000356,CUST_000009,20210929,272.12,Credit Card,Completed,1
TXN_00000357,CUST_000009,20211029,277.33,Bank Transfer,Completed,1
TXN_00000358,CUST_000009,20211202,310.59,Bank Transfer,Completed,1
TXN_00000359,CUST_000009,20211231,315.16,Credit Card,Completed,1
TXN_00000360,CUST_000009,20220130,244.86,Credit Card,Completed,1
TXN_00000361,CUST_000009,20220302,330.53,Bank Transfer,Completed,1
TXN_00000362,CUST_000009,20220328,274.71,Bank Transfer,Completed,1
TXN_00000363,CUST_000009,20220428,270.78,Credit Card,Completed,1
TXN_00000364,CUST_000009,20220527,275.1,Credit Card,Completed,1
TXN_00000365,CUST_000009,20220628,-260.63,Bank Transfer,Refunded,0
TXN_00000366,CUST_000009,20220729,255.84,Wire Transfer,Completed,1
TXN_00000367,CUST_000009,20220825,262.6,ACH,Completed,1
TXN_00000368,CUST_000009,20220928,307.72,Credit Card,Completed,1
TXN_00000369,CUST_000009,20221027,271.16,Credit Card,Completed,1
TXN_00000370,CUST_000009,20221124,317.31,Credit Card,Completed,1
TXN_00000371,CUST_000009,20221225,315.88,Bank Transfer,Completed,1
TXN_00000372,CUST_000009,20230125,247.48,Bank Transfer,Completed,1
TXN_00000373,CUST_000009,20230224,245.66,Credit Card,Completed,1
TXN_00000374,CUST_000009,20230324,269.52,Credit Card,Completed,1
TXN_00000375,CUST_000009,20230422,271.8,ACH,Completed,1
TXN_00000376,CUST_000009,20230526,270.72,Credit Card,Completed,1
TXN_00000377,CUST_000009,20230624,264.37,Bank Transfer,Completed,1
TXN_00000378,CUST_000009,20230724,257.24,Bank Transfer,Completed,1
TXN_00000379,CUST_000009,20230823,260.32,Credit Card,Completed,1
TXN_00000380,CUST_000009,20230923,275.02,Wire Transfer,Completed,1
TXN_00000381,CUST_000009,20231022,273.38,Credit Card,Completed,1
TXN_00000382,CUST_000009,20231120,315.68,Wire Transfer,Completed,1
TXN_00000383,CUST_000009,20231219,314.24,Credit Card,Completed,1
TXN_00000384,CUST_000009,20240120,247.6,Credit Card,Completed,1
TXN_00000385,CUST_000009,20240220,248.6,Credit Card,Completed,1
TXN_00000386,CUST_000009,20240321,276.45,Bank Transfer,Completed,1
TXN_00000387,CUST_000009,20240420,277.02,Bank Transfer,Completed,1
TXN_00000388,CUST_000009,20240517,353.52,Credit Card,Completed,1
TXN_00000389,CUST_000009,20240617,256.14,Bank Transfer,Completed,1
TXN_00000390,CUST_000009,20240717,265.46,Bank Transfer,Completed,1
