customer_id,signup_date,country,industry,subscription_type,monthly_fee,signup_date_key
CUST_000094,2021-06-09,Australia,Real Estate,Professional,172.47,20210609
CUST_000095,2021-06-11,Germany,Energy,Basic,47.67,20210611
CUST_000096,2021-06-12,USA,Healthcare,Enterprise,807.96,20210612
CUST_000097,2021-06-12,Brazil,Healthcare,Professional,185.12,20210612
CUST_000098,2021-06-14,UK,Finance,Basic,67.18,20210614
CUST_000099,2021-06-18,Canada,Education,Enterprise,370.82,20210618
CUST_000100,2021-06-22,Brazil,Education,Enterprise,761.64,20210622
CUST_000101,2021-06-24,France,Manufacturing,Basic,60.21,20210624
CUST_000102,2021-06-24,USA,Media,Enterprise,415.65,20210624
CUST_000103,2021-06-28,France,Real Estate,Basic,53.61,20210628
CUST_000104,2021-06-28,USA,Technology,Professional,244.36,20210628
CUST_000105,2021-07-05,USA,Education,Basic,72.04,20210705
CUST_000106,2021-07-06,Germany,Media,Professional,153.91,20210706
CUST_000107,2021-07-06,France,Technology,Basic,34.25,20210706
CUST_000108,2021-07-10,Canada,Media,Basic,54.43,20210710
CUST_000109,2021-07-11,UK,Finance,Professional,289.56,20210711
CUST_000110,2021-07-11,France,Finance,Enterprise,893.07,20210711
CUST_000111,2021-07-12,France,Real Estate,Professional,105.96,20210712
CUST_000112,2021-07-12,USA,Healthcare,Basic,45.52,20210712
CUST_000113,2021-07-13,USA,Education,Basic,54.35,20210713
CUST_000114,2021-07-13,Singapore,Consulting,Basic,31.27,20210713
CUST_000115,2021-07-13,Brazil,Finance,Professional,234.81,20210713
CUST_000116,2021-07-14,Australia,Education,Professional,173.4,20210714
CUST_000117,2021-07-15,France,Healthcare,Professional,213.78,20210715
CUST_000118,2021-07-16,USA,Energy,Professional,172.39,20210716
CUST_000119,2021-07-20,USA,Education,Basic,74.47,20210720
CUST_000120,2021-07-22,France,Retail,Basic,96.24,20210722
CUST_000121,2021-07-23,India,Technology,Premium,2470.35,20210723
CUST_000122,2021-07-27,Brazil,Real Estate,Basic,65.24,20210727
CUST_000123,2021-07-27,USA,Energy,Enterprise,381.43,20210727
CUST_000124,2021-07-31,UK,Manufacturing,Premium,2407.08,20210731
CUST_000125,2021-08-01,India,Retail,Enterprise,996.46,20210801
CUST_000126,2021-08-03,USA,Manufacturing,Basic,77.58,20210803
CUST_000127,2021-08-04,Japan,Real Estate,Basic,43.01,20210804
CUST_000128,2021-08-04,USA,Finance,Professional,269.57,20210804
CUST_000129,2021-08-07,India,Real Estate,Professional,133.53,20210807
CUST_000130,2021-08-10,France,Real Estate,Basic,98.81,20210810
CUST_000131,2021-08-11,France,Education,Premium,2334.68,20210811
CUST_000132,2021-08-14,USA,Healthcare,Professional,209.0,20210814
CUST_000133,2021-08-19,Japan,Manufacturing,Professional,277.27,20210819
CUST_000134,2021-08-19,Canada,Finance,Professional,241.36,20210819
CUST_000135,2021-08-22,UK,Finance,Basic,84.56,20210822
CUST_000136,2021-08-22,Australia,Energy,Enterprise,455.97,20210822
CUST_000137,2021-08-23,Japan,Retail,Enterprise,853.45,20210823
CUST_000138,2021-08-24,Germany,Retail,Professional,257.07,20210824
CUST_000139,2021-08-24,Australia,Technology,Professional,171.18,20210824
CUST_000140,2021-08-30,Canada,Consulting,Enterprise,557.24,20210830
CUST_000141,2021-08-31,Brazil,Energy,Basic,38.08,20210831
CUST_000142,2021-08-31,UK,Healthcare,Basic,33.6,20210831
CUST_000143,2021-08-31,France,Media,Basic,98.97,20210831
CUST_000144,2021-09-02,Germany,Real Estate,Professional,204.14,20210902
CUST_000145,2021-09-02,USA,Media,Professional,263.67,20210902
CUST_000146,2021-09-04,USA,Healthcare,Basic,37.77,20210904
CUST_000147,2021-09-09,Japan,Education,Basic,73.96,20210909
CUST_000148,2021-09-10,USA,Real Estate,Professional,192.17,20210910
CUST_000149,2021-09-12,Australia,Energy,Basic,53.12,20210912
CUST_000150,2021-09-12,France,Energy,Basic,73.79,20210912
CUST_000151,2021-09-15,USA,Finance,Professional,252.56,20210915
CUST_000152,2021-09-16,Germany,Finance,Professional,185.52,20210916
CUST_000153,2021-09-17,Canada,Technology,Premium,2661.78,20210917
CUST_000154,2021-09-18,Germany,Energy,Basic,39.71,20210918
CUST_000155,2021-09-19,Australia,Finance,Basic,40.34,20210919
CUST_000156,2021-09-20,UK,Retail,Basic,53.22,20210920
CUST_000157,2021-09-21,USA,Energy,Premium,2788.85,20210921
CUST_000158,2021-09-22,Japan,Healthcare,Professional,149.12,20210922
CUST_000159,2021-09-24,UK,Energy,Basic,48.21,20210924
CUST_000160,2021-09-24,USA,Manufacturing,Basic,72.01,20210924
CUST_000161,2021-09-25,Germany,Healthcare,Professional,199.51,20210925
CUST_000162,2021-09-25,France,Finance,Basic,70.43,20210925
CUST_000163,2021-09-27,India,Consulting,Professional,129.84,20210927
CUST_000164,2021-09-27,Germany,Consulting,Professional,243.13,20210927
CUST_000165,2021-09-28,UK,Consulting,Basic,52.63,20210928
CUST_000166,2021-10-02,UK,Consulting,Enterprise,327.84,20211002
CUST_000167,2021-10-02,USA,Technology,Basic,34.69,20211002
CUST_000168,2021-10-03,USA,Consulting,Basic,47.53,20211003
CUST_000169,2021-10-03,Japan,Retail,Professional,252.39,20211003
CUST_000170,2021-10-05,Germany,Media,Basic,72.27,20211005
CUST_000171,2021-10-06,Germany,Technology,Professional,198.61,20211006
CUST_000172,2021-10-07,USA,Energy,Professional,156.93,20211007
CUST_000173,2021-10-10,UK,Manufacturing,Professional,195.59,20211010
CUST_000174,2021-10-11,France,Media,Basic,49.82,20211011
CUST_000175,2021-10-11,UK,Healthcare,Professional,236.72,20211011
CUST_000176,2021-10-14,Germany,Finance,Enterprise,606.72,20211014
CUST_000177,2021-10-23,France,Real Estate,Basic,61.51,20211023
CUST_000178,2021-10-24,USA,Education,Professional,220.33,20211024
CUST_000179,2021-10-24,USA,Education,Professional,271.3,20211024
CUST_000180,2021-10-25,India,Education,Professional,245.84,20211025
CUST_000181,2021-10-26,UK,Education,Professional,294.07,20211026
CUST_000182,2021-10-26,Germany,Finance,Professional,251.13,20211026
CUST_000183,2021-10-30,India,Energy,Basic,68.32,20211030
CUST_000184,2021-10-31,India,Education,Enterprise,468.22,20211031
CUST_000185,2021-11-03,USA,Healthcare,Basic,47.72,20211103
CUST_000186,2021-11-04,USA,Retail,Basic,38.86,20211104
CUST_000187,2021-11-07,USA,Technology,Professional,157.04,20211107
CUST_000188,2021-11-07,USA,Media,Basic,89.49,20211107
CUST_000189,2021-11-07,Japan,Media,Basic,46.38,20211107
CUST_000190,2021-11-08,Australia,Finance,Basic,85.94,20211108
CUST_000191,2021-11-10,USA,Consulting,Professional,243.23,20211110
CUST_000192,2021-11-10,France,Retail,Enterprise,833.18,20211110
CUST_000193,2021-11-11,Canada,Real Estate,Enterprise,996.18,20211111
CUST_000194,2021-11-12,USA,Real Estate,Basic,63.91,20211112
CUST_000195,2021-11-13,Australia,Manufacturing,Enterprise,647.16,20211113
CUST_000196,2021-11-14,Singapore,Healthcare,Professional,288.05,20211114
CUST_000197,2021-11-20,UK,Energy,Enterprise,619.06,20211120
CUST_000198,2021-11-20,UK,Retail,Premium,1429.29,20211120
CUST_000199,2021-11-25,Japan,Education,Professional,108.73,20211125
CUST_000200,2021-11-27,Australia,Manufacturing,Enterprise,645.43,20211127
CUST_000201,2021-11-28,USA,Real Estate,Enterprise,499.02,20211128
CUST_000202,2021-11-28,Germany,Technology,Enterprise,892.02,20211128
CUST_000203,2021-11-29,UK,Media,Enterprise,392.75,20211129
CUST_000204,2021-11-30,UK,Manufacturing,Basic,79.93,20211130
CUST_000205,2021-12-02,Brazil,Media,Basic,54.62,20211202
CUST_000206,2021-12-02,UK,Media,Premium,1101.32,20211202
CUST_000207,2021-12-05,India,Energy,Professional,137.93,20211205
CUST_000208,2021-12-05,France,Energy,Professional,156.72,20211205
CUST_000209,2021-12-08,USA,Media,Basic,64.3,20211208
CUST_000210,2021-12-11,Canada,Energy,Enterprise,494.8,20211211
CUST_000211,2021-12-11,Australia,Consulting,Enterprise,775.28,20211211
CUST_000212,2021-12-13,USA,Healthcare,Professional,124.73,20211213
CUST_000213,2021-12-15,USA,Healthcare,Professional,177.78,20211215
CUST_000214,2021-12-15,UK,Education,Enterprise,689.48,20211215
CUST_000215,2021-12-15,UK,Education,Basic,81.85,20211215
CUST_000216,2021-12-16,USA,Retail,Enterprise,720.72,20211216
CUST_000217,2021-12-16,France,Media,Basic,64.01,20211216
CUST_000218,2021-12-17,USA,Technology,Professional,106.78,20211217
CUST_000219,2021-12-18,USA,Education,Enterprise,861.78,20211218
CUST_000220,2021-12-21,Canada,Energy,Basic,60.99,20211221
CUST_000221,2021-12-23,USA,Consulting,Premium,2785.26,20211223
CUST_000222,2021-12-25,UK,Finance,Basic,51.96,20211225
CUST_000223,2021-12-28,Australia,Consulting,Premium,1636.06,20211228
CUST_000224,2021-12-29,Singapore,Media,Enterprise,992.43,20211229
CUST_000225,2021-12-31,UK,Manufacturing,Basic,70.56,20211231
CUST_000226,2022-01-01,Australia,Energy,Professional,264.66,20220101
CUST_000227,2022-01-03,UK,Energy,Enterprise,641.89,20220103
CUST_000228,2022-01-03,USA,Consulting,Professional,158.96,20220103
CUST_000229,2022-01-05,USA,Technology,Professional,172.67,20220105
CUST_000230,2022-01-07,USA,Healthcare,Basic,97.59,20220107
CUST_000231,2022-01-08,USA,Consulting,Professional,160.54,20220108
CUST_000232,2022-01-08,Canada,Technology,Professional,218.38,20220108
CUST_000233,2022-01-09,India,Manufacturing,Basic,96.69,20220109
CUST_000234,2022-01-13,USA,Consulting,Enterprise,703.34,20220113
CUST_000235,2022-01-16,USA,Technology,Premium,2166.05,20220116
CUST_000236,2022-01-16,USA,Finance,Premium,2047.46,20220116
CUST_000237,2022-01-17,USA,Consulting,Enterprise,841.22,20220117
CUST_000238,2022-01-17,Germany,Media,Premium,1294.55,20220117
CUST_000239,2022-01-17,USA,Retail,Professional,105.31,20220117
CUST_000240,2022-01-17,India,Healthcare,Professional,137.16,20220117
CUST_000241,2022-01-19,France,Real Estate,Professional,161.74,20220119
CUST_000242,2022-01-19,Germany,Finance,Professional,181.59,20220119
CUST_000243,2022-01-20,France,Retail,Enterprise,586.26,20220120
CUST_000244,2022-01-20,USA,Consulting,Basic,93.44,20220120
CUST_000245,2022-01-21,India,Technology,Enterprise,793.04,20220121
CUST_000246,2022-01-21,Germany,Energy,Professional,140.47,20220121
CUST_000247,2022-01-24,USA,Education,Basic,98.87,20220124
CUST_000248,2022-01-25,Germany,Real Estate,Basic,65.78,20220125
CUST_000249,2022-01-29,France,Education,Basic,95.97,20220129
CUST_000250,2022-01-31,Singapore,Real Estate,Premium,2823.25,20220131
CUST_000251,2022-02-01,Canada,Education,Professional,208.25,20220201
CUST_000252,2022-02-10,UK,Manufacturing,Enterprise,726.05,20220210
CUST_000253,2022-02-10,Canada,Retail,Basic,96.01,20220210
CUST_000254,2022-02-11,Brazil,Manufacturing,Enterprise,689.66,20220211
CUST_000255,2022-02-13,India,Retail,Professional,287.3,20220213
CUST_000256,2022-02-15,France,Manufacturing,Professional,253.23,20220215
CUST_000257,2022-02-17,India,Retail,Enterprise,782.17,20220217
CUST_000258,2022-02-20,USA,Real Estate,Basic,51.19,20220220
CUST_000259,2022-02-20,UK,Education,Enterprise,691.34,20220220
CUST_000260,2022-02-21,Singapore,Manufacturing,Basic,49.15,20220221
CUST_000261,2022-02-22,France,Consulting,Basic,76.36,20220222
CUST_000262,2022-02-22,India,Media,Enterprise,926.03,20220222
CUST_000263,2022-02-23,Japan,Media,Professional,262.68,20220223
CUST_000264,2022-02-26,UK,Finance,Basic,49.33,20220226
CUST_000265,2022-02-28,USA,Manufacturing,Enterprise,967.72,20220228
CUST_000266,2022-02-28,Australia,Healthcare,Premium,1691.73,20220228
CUST_000267,2022-03-03,Singapore,Real Estate,Professional,230.19,20220303
CUST_000268,2022-03-05,Australia,Real Estate,Premium,1426.97,20220305
CUST_000269,2022-03-05,Japan,Energy,Basic,47.98,20220305
CUST_000270,2022-03-07,Germany,Energy,Basic,77.73,20220307
CUST_000271,2022-03-08,India,Finance,Professional,120.85,20220308
CUST_000272,2022-03-08,USA,Consulting,Professional,146.86,20220308
CUST_000273,2022-03-09,France,Technology,Basic,75.89,20220309
CUST_000274,2022-03-09,USA,Energy,Professional,144.13,20220309
CUST_000275,2022-03-09,Germany,Retail,Enterprise,335.74,20220309
CUST_000276,2022-03-09,Germany,Media,Enterprise,530.21,20220309
CUST_000277,2022-03-10,Germany,Real Estate,Professional,119.11,20220310
CUST_000278,2022-03-10,Japan,Finance,Professional,100.04,20220310
CUST_000279,2022-03-11,USA,Energy,Basic,97.45,20220311
CUST_000280,2022-03-15,Australia,Finance,Professional,180.38,20220315
CUST_000281,2022-03-16,Canada,Real Estate,Basic,62.42,20220316
CUST_000282,2022-03-16,USA,Retail,Basic,81.91,20220316
CUST_000283,2022-03-17,UK,Manufacturing,Professional,163.23,20220317
CUST_000284,2022-03-18,UK,Technology,Professional,280.59,20220318
CUST_000285,2022-03-18,Brazil,Healthcare,Basic,74.66,20220318
CUST_000286,2022-03-19,Germany,Retail,Enterprise,673.61,20220319
CUST_000287,2022-03-21,UK,Technology,Professional,281.65,20220321
CUST_000288,2022-03-24,Japan,Finance,Premium,1834.77,20220324
CUST_000289,2022-03-25,USA,Finance,Enterprise,952.75,20220325
CUST_000290,2022-03-26,Germany,Technology,Basic,98.8,20220326
CUST_000291,2022-03-28,Germany,Media,Premium,2574.92,20220328
CUST_000292,2022-03-28,Germany,Finance,Basic,94.56,20220328
CUST_000293,2022-03-28,France,Manufacturing,Basic,90.37,20220328
CUST_000294,2022-03-29,USA,Technology,Basic,49.89,20220329
CUST_000295,2022-03-29,USA,Consulting,Basic,36.51,20220329
CUST_000296,2022-03-29,USA,Education,Professional,155.91,20220329
CUST_000297,2022-03-30,USA,Energy,Basic,65.7,20220330
CUST_000298,2022-03-31,Brazil,Finance,Professional,269.21,20220331
CUST_000299,2022-03-31,France,Real Estate,Basic,48.1,20220331
CUST_000300,2022-04-01,USA,Healthcare,Basic,52.15,20220401
CUST_000301,2022-04-01,USA,Real Estate,Basic,74.38,20220401
CUST_000302,2022-04-03,USA,Finance,Basic,29.99,20220403
CUST_000303,2022-04-03,USA,Education,Professional,257.15,20220403
CUST_000304,2022-04-04,USA,Consulting,Basic,76.21,20220404
CUST_000305,2022-04-04,Germany,Retail,Professional,134.1,20220404
CUST_000306,2022-04-06,USA,Media,Enterprise,877.89,20220406
CUST_000307,2022-04-09,France,Energy,Basic,51.95,20220409
CUST_000308,2022-04-15,Japan,Media,Enterprise,767.48,20220415
CUST_000309,2022-04-16,USA,Finance,Basic,97.72,20220416
CUST_000310,2022-04-17,Australia,Real Estate,Professional,163.72,20220417
CUST_000311,2022-04-17,USA,Retail,Basic,29.48,20220417
CUST_000312,2022-04-19,UK,Media,Professional,146.1,20220419
CUST_000313,2022-04-20,France,Manufacturing,Basic,95.78,20220420
CUST_000314,2022-04-20,Germany,Manufacturing,Professional,215.49,20220420
CUST_000315,2022-04-20,USA,Consulting,Basic,29.8,20220420
CUST_000316,2022-04-24,Canada,Education,Enterprise,783.94,20220424
CUST_000317,2022-04-29,Germany,Technology,Professional,232.56,20220429
CUST_000318,2022-05-01,USA,Real Estate,Professional,160.36,20220501
CUST_000319,2022-05-02,Germany,Media,Basic,77.03,20220502
CUST_000320,2022-05-03,USA,Manufacturing,Basic,77.32,20220503
CUST_000321,2022-05-03,USA,Manufacturing,Basic,54.73,20220503
CUST_000322,2022-05-03,USA,Retail,Basic,44.34,20220503
CUST_000323,2022-05-06,USA,Finance,Enterprise,633.73,20220506
CUST_000324,2022-05-06,France,Real Estate,Professional,248.55,20220506
CUST_000325,2022-05-11,Australia,Consulting,Professional,173.72,20220511
CUST_000326,2022-05-12,USA,Energy,Professional,281.56,20220512
CUST_000327,2022-05-16,France,Energy,Professional,259.4,20220516
CUST_000328,2022-05-17,UK,Retail,Basic,82.33,20220517
CUST_000329,2022-05-17,USA,Consulting,Basic,90.12,20220517
CUST_000330,2022-05-18,France,Healthcare,Professional,204.1,20220518
CUST_000331,2022-05-19,UK,Energy,Premium,2406.53,20220519
CUST_000332,2022-05-20,France,Healthcare,Basic,93.21,20220520
CUST_000333,2022-05-20,USA,Healthcare,Basic,33.32,20220520
CUST_000334,2022-05-21,USA,Energy,Basic,92.2,20220521
CUST_000335,2022-05-21,USA,Retail,Basic,69.09,20220521
CUST_000336,2022-05-22,USA,Finance,Enterprise,414.18,20220522
CUST_000337,2022-05-22,USA,Energy,Professional,187.37,20220522
CUST_000338,2022-05-26,UK,Retail,Premium,2432.84,20220526
CUST_000339,2022-05-26,USA,Real Estate,Basic,35.37,20220526
CUST_000340,2022-05-27,India,Energy,Enterprise,610.84,20220527
CUST_000341,2022-05-28,Australia,Technology,Basic,60.74,20220528
CUST_000342,2022-05-29,USA,Energy,Professional,182.08,20220529
CUST_000343,2022-06-02,Brazil,Consulting,Professional,110.55,20220602
CUST_000344,2022-06-04,France,Real Estate,Basic,76.09,20220604
CUST_000345,2022-06-05,Australia,Manufacturing,Basic,79.63,20220605
CUST_000346,2022-06-05,UK,Media,Professional,149.89,20220605
CUST_000347,2022-06-06,Germany,Technology,Basic,81.21,20220606
CUST_000348,2022-06-07,USA,Consulting,Professional,113.61,20220607
CUST_000349,2022-06-08,USA,Media,Professional,167.91,20220608
CUST_000350,2022-06-08,USA,Healthcare,Professional,207.23,20220608
CUST_000351,2022-06-09,Germany,Technology,Basic,94.42,20220609
CUST_000352,2022-06-09,UK,Healthcare,Basic,98.03,20220609
CUST_000353,2022-06-10,USA,Real Estate,Premium,1062.47,20220610
CUST_000354,2022-06-10,UK,Media,Enterprise,424.99,20220610
CUST_000355,2022-06-11,USA,Finance,Professional,252.17,20220611
CUST_000356,2022-06-12,Australia,Media,Professional,173.89,20220612
CUST_000357,2022-06-18,Germany,Media,Professional,188.71,20220618
CUST_000358,2022-06-18,UK,Media,Enterprise,561.95,20220618
CUST_000359,2022-06-18,Japan,Energy,Premium,1264.98,20220618
CUST_000360,2022-06-19,USA,Education,Professional,122.73,20220619
CUST_000361,2022-06-20,India,Energy,Basic,56.51,20220620
CUST_000362,2022-06-20,USA,Finance,Professional,244.57,20220620
CUST_000363,2022-06-21,France,Retail,Enterprise,883.38,20220621
CUST_000364,2022-06-21,USA,Technology,Enterprise,983.94,20220621
CUST_000365,2022-06-21,USA,Real Estate,Basic,76.14,20220621
CUST_000366,2022-06-24,USA,Energy,Enterprise,595.89,20220624
CUST_000367,2022-06-25,France,Media,Professional,263.67,20220625
CUST_000368,2022-06-26,UK,Retail,Enterprise,621.44,20220626
CUST_000369,2022-06-29,UK,Finance,Enterprise,491.95,20220629
CUST_000370,2022-06-29,UK,Healthcare,Basic,31.26,20220629
CUST_000371,2022-07-01,Germany,Media,Basic,72.04,20220701
CUST_000372,2022-07-01,Canada,Technology,Professional,147.13,20220701
CUST_000373,2022-07-06,USA,Healthcare,Enterprise,369.63,20220706
CUST_000374,2022-07-06,UK,Technology,Professional,188.29,20220706
CUST_000375,2022-07-08,Brazil,Technology,Professional,147.95,20220708
CUST_000376,2022-07-09,USA,Technology,Premium,1803.53,20220709
CUST_000377,2022-07-09,France,Retail,Basic,66.78,20220709
CUST_000378,2022-07-10,USA,Technology,Enterprise,397.09,20220710
CUST_000379,2022-07-14,France,Manufacturing,Professional,145.83,20220714
CUST_000380,2022-07-14,Brazil,Consulting,Enterprise,522.23,20220714
CUST_000381,2022-07-17,USA,Consulting,Basic,83.08,20220717
CUST_000382,2022-07-17,USA,Education,Professional,146.38,20220717
CUST_000383,2022-07-21,USA,Finance,Professional,296.14,20220721
CUST_000384,2022-07-24,Australia,Energy,Enterprise,453.73,20220724
CUST_000385,2022-07-27,UK,Manufacturing,Enterprise,491.61,20220727
CUST_000386,2022-07-27,USA,Energy,Enterprise,962.96,20220727
CUST_000387,2022-07-28,USA,Finance,Basic,72.82,20220728
CUST_000388,2022-07-29,Australia,Media,Basic,67.91,20220729
CUST_000389,2022-07-30,USA,Technology,Professional,293.46,20220730
CUST_000390,2022-07-30,Canada,Media,Professional,256.16,20220730
CUST_000391,2022-07-30,Canada,Education,Professional,238.26,20220730
CUST_000392,2022-08-01,USA,Media,Basic,39.45,20220801
CUST_000393,2022-08-03,USA,Media,Enterprise,427.72,20220803
CUST_000394,2022-08-03,France,Energy,Professional,193.7,20220803
CUST_000395,2022-08-04,Germany,Retail,Premium,1600.47,20220804
CUST_000396,2022-08-04,USA,Finance,Professional,260.16,20220804
CUST_000397,2022-08-04,Germany,Technology,Professional,211.48,20220804
CUST_000398,2022-08-04,USA,Media,Enterprise,689.1,20220804
CUST_000399,2022-08-05,India,Finance,Professional,176.68,20220805
CUST_000400,2022-08-08,Canada,Manufacturing,Enterprise,441.34,20220808
CUST_000401,2022-08-09,Canada,Healthcare,Basic,93.56,20220809
CUST_000402,2022-08-10,France,Education,Professional,117.49,20220810
CUST_000403,2022-08-10,UK,Retail,Professional,109.31,20220810
CUST_000404,2022-08-11,India,Media,Enterprise,770.57,20220811
CUST_000405,2022-08-13,Germany,Consulting,Basic,31.77,20220813
CUST_000406,2022-08-13,Singapore,Healthcare,Enterprise,430.71,20220813
CUST_000407,2022-08-14,USA,Consulting,Enterprise,806.01,20220814
