transaction_id,customer_id,transaction_date,amount,payment_method,transaction_status
TXN_00000037,CUST_000001,2023-12-15,3348.98,Wire Transfer,Completed
TXN_00000038,CUST_000001,2024-01-14,2640.7,Credit Card,Completed
TXN_00000039,CUST_000001,2024-02-17,2574.19,Credit Card,Completed
TXN_00000040,CUST_000001,2024-03-15,2871.38,Credit Card,Pending
TXN_00000041,CUST_000001,2024-04-13,2926.39,Credit Card,Pending
TXN_00000042,CUST_000001,2024-05-13,2950.57,PayPal,Completed
TXN_00000043,CUST_000001,2024-06-14,2721.09,Credit Card,Completed
TXN_00000044,CUST_000001,2024-07-12,2714.78,Credit Card,Completed
TXN_00000045,CUST_000001,2024-08-14,2710.22,Credit Card,Completed
TXN_00000046,CUST_000001,2024-09-13,2869.53,ACH,Completed
TXN_00000047,CUST_000001,2024-10-14,2952.3,Credit Card,Completed
TXN_00000048,CUST_000001,2024-11-10,3357.7,Credit Card,Completed
TXN_00000049,CUST_000001,2024-12-12,3278.45,Credit Card,Completed
TXN_00000050,CUST_000002,2021-01-02,257.38,Bank Transfer,Completed
TXN_00000051,CUST_000002,2021-02-01,258.18,ACH,Completed
TXN_00000052,CUST_000002,2021-02-28,284.01,Credit Card,Completed
TXN_00000053,CUST_000002,2021-04-01,292.34,Credit Card,Completed
TXN_00000054,CUST_000002,2021-04-30,289.94,Credit Card,Completed
TXN_00000055,CUST_000002,2021-05-29,286.15,Bank Transfer,Completed
TXN_00000056,CUST_000002,2021-07-01,355.02,Wire Transfer,Completed
TXN_00000057,CUST_000002,2021-07-31,269.02,Bank Transfer,Completed
TXN_00000058,CUST_000002,2021-08-31,270.1,Credit Card,Completed
TXN_00000059,CUST_000002,2021-09-29,289.36,PayPal,Completed
TXN_00000060,CUST_000002,2021-10-28,289.88,ACH,Completed
TXN_00000061,CUST_000002,2021-11-27,329.8,Credit Card,Completed
TXN_00000062,CUST_000002,2021-12-25,338.34,Credit Card,Completed
TXN_00000063,CUST_000002,2022-01-26,263.94,Credit Card,Pending
TXN_00000064,CUST_000002,2022-02-26,254.87,Credit Card,Completed
TXN_00000065,CUST_000002,2022-03-25,289.55,Credit Card,Completed
TXN_00000066,CUST_000002,2022-04-26,290.73,Credit Card,Completed
TXN_00000067,CUST_000002,2022-05-28,286.95,Credit Card,Completed
TXN_00000068,CUST_000002,2022-06-23,270.97,Credit Card,Completed
TXN_00000069,CUST_000002,2022-07-26,276.49,Bank Transfer,Completed
TXN_00000070,CUST_000002,2022-08-26,270.92,Bank Transfer,Completed
TXN_00000071,CUST_000002,2022-09-21,286.38,Credit Card,Completed
TXN_00000072,CUST_000002,2022-10-24,290.01,Credit Card,Completed
TXN_00000073,CUST_000002,2022-11-20,328.73,PayPal,Completed
TXN_00000074,CUST_000002,2022-12-23,332.11,Credit Card,Completed
TXN_00000075,CUST_000002,2023-01-21,258.74,Wire Transfer,Completed
TXN_00000076,CUST_000002,2023-02-19,261.19,Bank Transfer,Completed
TXN_00000077,CUST_000002,2023-03-21,291.96,Credit Card,Completed
TXN_00000078,CUST_000002,2023-04-19,284.6,Credit Card,Completed
TXN_00000079,CUST_000002,2023-05-19,293.88,Credit Card,Completed
TXN_00000080,CUST_000002,2023-06-19,278.5,Credit Card,Completed
TXN_00000081,CUST_000002,2023-07-22,271.21,Bank Transfer,Completed
TXN_00000082,CUST_000002,2023-08-21,271.38,Credit Card,Completed
TXN_00000083,CUST_000002,2023-09-17,291.27,Bank Transfer,Completed
TXN_00000084,CUST_000002,2023-10-16,293.95,Credit Card,Completed
TXN_00000085,CUST_000002,2023-11-17,329.37,Bank Transfer,Completed
TXN_00000086,CUST_000002,2023-12-15,331.48,Credit Card,Completed
TXN_00000087,CUST_000002,2024-01-16,261.66,Credit Card,Completed
TXN_00000088,CUST_000002,2024-02-16,-263.86,Bank Transfer,Refunded
TXN_00000089,CUST_000002,2024-03-15,293.46,Credit Card,Completed
TXN_00000090,CUST_000002,2024-04-13,293.33,PayPal,Completed
TXN_00000091,CUST_000002,2024-05-13,292.26,Credit Card,Completed
TXN_00000092,CUST_000002,2024-06-14,277.66,Bank Transfer,Completed
TXN_00000093,CUST_000002,2024-07-15,306.65,Bank Transfer,Completed
TXN_00000094,CUST_000002,2024-08-12,270.82,Bank Transfer,Completed
TXN_00000095,CUST_000002,2024-09-12,292.53,PayPal,Completed
TXN_00000096,CUST_000002,2024-10-13,284.76,Credit Card,Completed
TXN_00000097,CUST_000002,2024-11-13,336.81,PayPal,Completed
TXN_00000098,CUST_000002,2024-12-12,333.49,ACH,Completed
TXN_00000099,CUST_000003,2021-01-03,38.35,ACH,Completed
TXN_00000100,CUST_000003,2021-01-30,38.1,Credit Card,Completed
TXN_00000101,CUST_000003,2021-03-01,43.2,Credit Card,Completed
TXN_00000102,CUST_000003,2021-03-31,42.61,Credit Card,Completed
TXN_00000103,CUST_000003,2021-05-02,41.64,Credit Card,Completed
TXN_00000104,CUST_000003,2021-06-01,41.74,PayPal,Completed
TXN_00000105,CUST_000003,2021-06-29,40.65,Credit Card,Completed
TXN_00000106,CUST_000003,2021-07-28,40.27,Bank Transfer,Completed
TXN_00000107,CUST_000003,2021-08-31,39.52,Credit Card,Completed
TXN_00000108,CUST_000003,2021-09-26,41.66,Credit Card,Completed
TXN_00000109,CUST_000003,2021-10-28,42.13,Credit Card,Completed
TXN_00000110,CUST_000003,2021-11-27,49.29,Credit Card,Completed
TXN_00000111,CUST_000003,2021-12-29,48.84,Credit Card,Completed
TXN_00000112,CUST_000003,2022-01-24,38.74,PayPal,Completed
TXN_00000113,CUST_000003,2022-02-26,38.15,Credit Card,Completed
TXN_00000114,CUST_000003,2022-03-25,42.2,Credit Card,Completed
TXN_00000115,CUST_000003,2022-04-28,42.18,Credit Card,Completed
TXN_00000116,CUST_000003,2022-05-27,43.1,Bank Transfer,Completed
TXN_00000117,CUST_000003,2022-06-23,41.0,Credit Card,Completed
TXN_00000118,CUST_000003,2022-07-26,40.15,ACH,Completed
TXN_00000119,CUST_000003,2022-08-22,40.24,Bank Transfer,Failed
TXN_00000120,CUST_000003,2022-09-25,42.71,Credit Card,Completed
TXN_00000121,CUST_000003,2022-10-25,41.81,PayPal,Completed
TXN_00000122,CUST_000003,2022-11-20,49.69,Credit Card,Completed
TXN_00000123,CUST_000003,2022-12-21,47.87,Credit Card,Completed
TXN_00000124,CUST_000003,2023-01-20,37.62,Credit Card,Completed
TXN_00000125,CUST_000003,2023-02-20,37.98,Credit Card,Completed
TXN_00000126,CUST_000003,2023-03-23,42.55,PayPal,Completed
TXN_00000127,CUST_000003,2023-04-22,41.75,ACH,Completed
TXN_00000128,CUST_000003,2023-05-21,42.49,Credit Card,Completed
TXN_00000129,CUST_000003,2023-06-18,39.75,Wire Transfer,Completed
TXN_00000130,CUST_000003,2023-07-22,40.4,Bank Transfer,Completed
TXN_00000131,CUST_000003,2023-08-20,40.82,Bank Transfer,Pending
TXN_00000132,CUST_000003,2023-09-20,41.9,Credit Card,Completed
TXN_00000133,CUST_000003,2023-10-17,42.82,Credit Card,Completed
TXN_00000134,CUST_000003,2023-11-15,48.24,ACH,Completed
TXN_00000135,CUST_000003,2023-12-19,47.84,Credit Card,Completed
TXN_00000136,CUST_000003,2024-01-17,38.54,PayPal,Completed
TXN_00000137,CUST_000003,2024-02-14,38.66,Credit Card,Completed
TXN_00000138,CUST_000003,2024-03-18,43.05,Bank Transfer,Completed
TXN_00000139,CUST_000003,2024-04-14,41.92,Credit Card,Completed
TXN_00000140,CUST_000003,2024-05-16,42.85,Credit Card,Failed
TXN_00000141,CUST_000003,2024-06-15,-40.46,Bank Transfer,Refunded
TXN_00000142,CUST_000003,2024-07-15,41.09,Bank Transfer,Completed
TXN_00000143,CUST_000003,2024-08-12,40.16,Bank Transfer,Completed
TXN_00000144,CUST_000003,2024-09-13,42.8,Credit Card,Completed
TXN_00000145,CUST_000003,2024-10-11,43.1,Bank Transfer,Completed
TXN_00000146,CUST_000003,2024-11-11,48.39,Credit Card,Completed
TXN_00000147,CUST_000003,2024-12-12,49.63,Bank Transfer,Completed
TXN_00000148,CUST_000004,2021-01-03,371.6,Bank Transfer,Completed
TXN_00000149,CUST_000004,2021-02-01,362.42,Credit Card,Completed
TXN_00000150,CUST_000004,2021-02-28,400.96,ACH,Completed
TXN_00000151,CUST_000004,2021-03-30,405.16,Bank Transfer,Completed
TXN_00000152,CUST_000004,2021-05-01,404.82,Credit Card,Completed
TXN_00000153,CUST_000004,2021-06-02,411.85,Bank Transfer,Completed
TXN_00000154,CUST_000004,2021-06-28,389.71,Wire Transfer,Completed
TXN_00000155,CUST_000004,2021-08-01,394.44,Bank Transfer,Completed
TXN_00000156,CUST_000004,2021-08-30,380.98,PayPal,Completed
TXN_00000157,CUST_000004,2021-09-26,411.73,PayPal,Completed
TXN_00000158,CUST_000004,2021-10-28,413.14,Credit Card,Completed
TXN_00000159,CUST_000004,2021-11-26,464.58,Credit Card,Completed
TXN_00000160,CUST_000004,2021-12-28,462.05,Credit Card,Completed
TXN_00000161,CUST_000004,2022-01-24,372.55,Bank Transfer,Completed
TXN_00000162,CUST_000004,2022-02-26,369.91,Credit Card,Completed
TXN_00000163,CUST_000004,2022-03-29,400.31,Bank Transfer,Completed
TXN_00000164,CUST_000004,2022-04-26,415.16,PayPal,Completed
TXN_00000165,CUST_000004,2022-05-25,501.89,Bank Transfer,Completed
TXN_00000166,CUST_000004,2022-06-26,393.09,Bank Transfer,Completed
TXN_00000167,CUST_000004,2022-07-24,391.35,Credit Card,Completed
TXN_00000168,CUST_000004,2022-08-23,387.4,Credit Card,Completed
TXN_00000169,CUST_000004,2022-09-24,399.69,Bank Transfer,Completed
TXN_00000170,CUST_000004,2022-10-21,415.4,Credit Card,Completed
TXN_00000171,CUST_000004,2022-11-22,473.39,Credit Card,Pending
TXN_00000172,CUST_000004,2022-12-24,477.63,ACH,Completed
TXN_00000173,CUST_000004,2023-01-20,371.77,Credit Card,Completed
TXN_00000174,CUST_000004,2023-02-20,369.86,Credit Card,Completed
TXN_00000175,CUST_000004,2023-03-21,406.72,Credit Card,Completed
TXN_00000176,CUST_000004,2023-04-22,407.07,Credit Card,Completed
TXN_00000177,CUST_000004,2023-05-22,413.52,Bank Transfer,Completed
TXN_00000178,CUST_000004,2023-06-22,392.1,Credit Card,Completed
TXN_00000179,CUST_000004,2023-07-18,381.17,Credit Card,Completed
TXN_00000180,CUST_000004,2023-08-19,388.66,Credit Card,Completed
TXN_00000181,CUST_000004,2023-09-17,404.28,Credit Card,Failed
TXN_00000182,CUST_000004,2023-10-19,401.63,Credit Card,Completed
TXN_00000183,CUST_000004,2023-11-18,459.25,Credit Card,Completed
TXN_00000184,CUST_000004,2023-12-19,476.08,Credit Card,Completed
TXN_00000185,CUST_000004,2024-01-18,368.72,Bank Transfer,Completed
TXN_00000186,CUST_000004,2024-02-16,369.13,Credit Card,Completed
TXN_00000187,CUST_000004,2024-03-16,411.31,PayPal,Completed
TXN_00000188,CUST_000004,2024-04-13,408.45,Bank Transfer,Completed
TXN_00000189,CUST_000004,2024-05-17,414.91,PayPal,Pending
TXN_00000190,CUST_000004,2024-06-16,540.6,Credit Card,Completed
TXN_00000191,CUST_000004,2024-07-15,388.74,Credit Card,Completed
TXN_00000192,CUST_000004,2024-08-13,379.72,Credit Card,Completed
TXN_00000193,CUST_000004,2024-09-14,401.66,Credit Card,Completed
TXN_00000194,CUST_000004,2024-10-12,414.98,Bank Transfer,Completed
TXN_00000195,CUST_000004,2024-11-10,464.04,PayPal,Completed
TXN_00000196,CUST_000004,2024-12-12,468.45,Credit Card,Completed
TXN_00000197,CUST_000005,2020-12-31,240.21,PayPal,Completed
TXN_00000198,CUST_000005,2021-02-02,243.64,Credit Card,Completed
TXN_00000199,CUST_000005,2021-03-03,264.71,Credit Card,Completed
TXN_00000200,CUST_000006,2020-12-30,2589.24,ACH,Completed
TXN_00000201,CUST_000006,2021-01-30,1844.38,Bank Transfer,Completed
TXN_00000202,CUST_000006,2021-03-03,2021.24,Credit Card,Completed
TXN_00000203,CUST_000006,2021-04-03,2030.37,Bank Transfer,Completed
TXN_00000204,CUST_000006,2021-05-02,2051.24,Bank Transfer,Completed
TXN_00000205,CUST_000006,2021-05-30,1996.09,Credit Card,Completed
TXN_00000206,CUST_000006,2021-07-01,2484.26,Wire Transfer,Completed
TXN_00000207,CUST_000006,2021-07-31,1933.75,PayPal,Completed
TXN_00000208,CUST_000006,2021-08-27,1926.85,PayPal,Completed
TXN_00000209,CUST_000006,2021-09-26,1984.15,Credit Card,Failed
TXN_00000210,CUST_000006,2021-10-27,2035.2,Bank Transfer,Completed
TXN_00000211,CUST_000006,2021-11-26,2291.91,Credit Card,Completed
TXN_00000212,CUST_000006,2021-12-26,2270.87,Bank Transfer,Completed
TXN_00000213,CUST_000006,2022-01-25,1816.7,Bank Transfer,Completed
TXN_00000214,CUST_000006,2022-02-25,1830.78,Wire Transfer,Completed
TXN_00000215,CUST_000006,2022-03-29,1989.55,ACH,Completed
TXN_00000216,CUST_000006,2022-04-27,2599.2,Bank Transfer,Completed
TXN_00000217,CUST_000006,2022-05-25,1996.17,Credit Card,Completed
TXN_00000218,CUST_000006,2022-06-27,1878.98,Bank Transfer,Completed
TXN_00000219,CUST_000006,2022-07-24,1937.21,Credit Card,Completed
TXN_00000220,CUST_000006,2022-08-26,1887.98,Bank Transfer,Completed
TXN_00000221,CUST_000006,2022-09-21,2038.33,PayPal,Completed
TXN_00000222,CUST_000006,2022-10-21,2040.3,Credit Card,Completed
TXN_00000223,CUST_000006,2022-11-20,2328.15,Credit Card,Completed
TXN_00000224,CUST_000006,2022-12-20,2342.73,PayPal,Completed
TXN_00000225,CUST_000006,2023-01-20,1825.82,Credit Card,Completed
TXN_00000226,CUST_000006,2023-02-22,1839.38,Bank Transfer,Completed
TXN_00000227,CUST_000006,2023-03-21,2023.99,Wire Transfer,Completed
TXN_00000228,CUST_000006,2023-04-23,2746.81,Bank Transfer,Completed
TXN_00000229,CUST_000006,2023-05-19,1994.74,Bank Transfer,Completed
TXN_00000230,CUST_000006,2023-06-22,1885.16,Bank Transfer,Completed
TXN_00000231,CUST_000006,2023-07-22,-1934.75,Credit Card,Refunded
TXN_00000232,CUST_000006,2023-08-19,1925.73,Credit Card,Completed
TXN_00000233,CUST_000006,2023-09-19,1989.84,Wire Transfer,Completed
TXN_00000234,CUST_000006,2023-10-17,2022.42,Bank Transfer,Completed
TXN_00000235,CUST_000006,2023-11-16,2279.92,Wire Transfer,Completed
TXN_00000236,CUST_000006,2023-12-18,2313.44,Credit Card,Completed
TXN_00000237,CUST_000006,2024-01-14,1791.57,ACH,Completed
TXN_00000238,CUST_000006,2024-02-14,1787.01,Bank Transfer,Completed
TXN_00000239,CUST_000006,2024-03-15,1990.03,PayPal,Completed
TXN_00000240,CUST_000006,2024-04-13,1989.88,Credit Card,Completed
TXN_00000241,CUST_000006,2024-05-17,2001.36,Credit Card,Completed
TXN_00000242,CUST_000006,2024-06-13,1950.18,PayPal,Completed
TXN_00000243,CUST_000006,2024-07-13,1936.23,Credit Card,Completed
TXN_00000244,CUST_000006,2024-08-12,1945.89,Bank Transfer,Completed
TXN_00000245,CUST_000006,2024-09-11,1978.38,PayPal,Completed
TXN_00000246,CUST_000006,2024-10-14,2032.69,PayPal,Completed
TXN_00000247,CUST_000006,2024-11-12,2304.89,Credit Card,Completed
TXN_00000248,CUST_000006,2024-12-10,2314.11,Bank Transfer,Completed
TXN_00000249,CUST_000007,2021-01-01,77.88,Credit Card,Completed
TXN_00000250,CUST_000007,2021-02-01,78.87,Credit Card,Completed
TXN_00000251,CUST_000007,2021-03-02,87.5,Credit Card,Completed
TXN_00000252,CUST_000007,2021-04-03,87.05,Credit Card,Completed
TXN_00000253,CUST_000007,2021-04-29,87.5,PayPal,Completed
TXN_00000254,CUST_000007,2021-05-31,87.62,Bank Transfer,Completed
TXN_00000255,CUST_000007,2021-06-30,82.06,Credit Card,Completed
TXN_00000256,CUST_000007,2021-08-01,81.45,PayPal,Completed
TXN_00000257,CUST_000007,2021-08-28,114.3,ACH,Completed
TXN_00000258,CUST_000007,2021-09-26,87.37,PayPal,Completed
TXN_00000259,CUST_000007,2021-10-30,86.81,PayPal,Completed
TXN_00000260,CUST_000007,2021-11-27,98.69,PayPal,Completed
TXN_00000261,CUST_000007,2021-12-27,99.93,Bank Transfer,Completed
TXN_00000262,CUST_000007,2022-01-28,78.99,Credit Card,Completed
TXN_00000263,CUST_000007,2022-02-26,79.12,Bank Transfer,Completed
TXN_00000264,CUST_000007,2022-03-27,85.93,Credit Card,Completed
TXN_00000265,CUST_000007,2022-04-25,86.04,Bank Transfer,Completed
TXN_00000266,CUST_000007,2022-05-27,86.41,Credit Card,Completed
TXN_00000267,CUST_000007,2022-06-23,81.62,Credit Card,Completed
TXN_00000268,CUST_000007,2022-07-24,81.85,Bank Transfer,Completed
TXN_00000269,CUST_000007,2022-08-23,82.45,Bank Transfer,Completed
TXN_00000270,CUST_000007,2022-09-22,87.47,Credit Card,Failed
TXN_00000271,CUST_000007,2022-10-24,87.27,Bank Transfer,Completed
TXN_00000272,CUST_000007,2022-11-22,100.42,Bank Transfer,Completed
TXN_00000273,CUST_000007,2022-12-23,100.14,PayPal,Completed
TXN_00000274,CUST_000007,2023-01-20,78.58,Credit Card,Completed
TXN_00000275,CUST_000007,2023-02-19,79.93,PayPal,Completed
TXN_00000276,CUST_000007,2023-03-24,88.89,PayPal,Completed
TXN_00000277,CUST_000007,2023-04-19,88.39,Credit Card,Completed
TXN_00000278,CUST_000007,2023-05-19,87.95,Credit Card,Completed
TXN_00000279,CUST_000007,2023-06-18,81.46,Wire Transfer,Completed
TXN_00000280,CUST_000007,2023-07-19,81.7,Bank Transfer,Completed
TXN_00000281,CUST_000007,2023-08-17,93.49,Credit Card,Completed
TXN_00000282,CUST_000007,2023-09-17,88.08,Credit Card,Completed
TXN_00000283,CUST_000007,2023-10-18,118.14,Bank Transfer,Completed
TXN_00000284,CUST_000007,2023-11-16,100.35,Credit Card,Completed
TXN_00000285,CUST_000007,2023-12-15,110.42,Credit Card,Completed
TXN_00000286,CUST_000007,2024-01-16,79.65,Credit Card,Completed
TXN_00000287,CUST_000007,2024-02-14,78.16,Bank Transfer,Completed
TXN_00000288,CUST_000007,2024-03-17,86.46,Credit Card,Completed
TXN_00000289,CUST_000007,2024-04-16,86.48,Credit Card,Completed
TXN_00000290,CUST_000007,2024-05-17,86.77,ACH,Completed
TXN_00000291,CUST_000007,2024-06-13,82.0,Bank Transfer,Completed
TXN_00000292,CUST_000007,2024-07-14,82.53,PayPal,Completed
TXN_00000293,CUST_000007,2024-08-11,81.48,Credit Card,Completed
TXN_00000294,CUST_000007,2024-09-14,86.52,PayPal,Completed
TXN_00000295,CUST_000007,2024-10-11,85.99,Credit Card,Completed
TXN_00000296,CUST_000007,2024-11-09,102.28,Wire Transfer,Completed
TXN_00000297,CUST_000007,2024-12-11,100.66,Bank Transfer,Completed
TXN_00000298,CUST_000008,2020-12-31,28.14,Wire Transfer,Completed
TXN_00000299,CUST_000008,2021-02-01,28.6,Credit Card,Pending
TXN_00000300,CUST_000008,2021-03-04,31.1,Bank Transfer,Completed
TXN_00000301,CUST_000008,2021-03-31,31.7,Credit Card,Completed
TXN_00000302,CUST_000008,2021-04-30,31.92,Credit Card,Completed
TXN_00000303,CUST_000008,2021-06-01,31.35,Credit Card,Completed
TXN_00000304,CUST_000008,2021-07-01,29.97,Credit Card,Completed
TXN_00000305,CUST_000008,2021-07-29,29.97,Wire Transfer,Completed
TXN_00000306,CUST_000008,2021-08-28,29.77,Credit Card,Completed
TXN_00000307,CUST_000008,2021-09-30,31.91,Wire Transfer,Failed
TXN_00000308,CUST_000008,2021-10-29,31.93,Credit Card,Completed
TXN_00000309,CUST_000008,2021-11-28,36.37,Bank Transfer,Completed
TXN_00000310,CUST_000008,2021-12-27,37.01,PayPal,Completed
TXN_00000311,CUST_000008,2022-01-25,28.49,Bank Transfer,Completed
TXN_00000312,CUST_000008,2022-02-25,40.16,Bank Transfer,Completed
TXN_00000313,CUST_000008,2022-03-26,31.77,Credit Card,Completed
TXN_00000314,CUST_000008,2022-04-24,31.02,Bank Transfer,Completed
TXN_00000315,CUST_000008,2022-05-28,31.66,Credit Card,Completed
TXN_00000316,CUST_000008,2022-06-23,30.25,Credit Card,Completed
TXN_00000317,CUST_000008,2022-07-26,29.59,PayPal,Completed
TXN_00000318,CUST_000008,2022-08-25,35.37,Credit Card,Completed
TXN_00000319,CUST_000008,2022-09-22,31.84,Credit Card,Completed
TXN_00000320,CUST_000008,2022-10-22,31.64,Bank Transfer,Completed
TXN_00000321,CUST_000008,2022-11-21,36.04,Credit Card,Completed
TXN_00000322,CUST_000008,2022-12-23,35.77,Credit Card,Completed
TXN_00000323,CUST_000008,2023-01-23,28.67,Credit Card,Pending
TXN_00000324,CUST_000008,2023-02-20,34.12,PayPal,Completed
TXN_00000325,CUST_000008,2023-03-22,32.19,Credit Card,Completed
TXN_00000326,CUST_000008,2023-04-21,32.04,Bank Transfer,Completed
TXN_00000327,CUST_000008,2023-05-19,46.39,Credit Card,Completed
TXN_00000328,CUST_000008,2023-06-21,30.5,Bank Transfer,Completed
TXN_00000329,CUST_000008,2023-07-20,30.08,Credit Card,Completed
TXN_00000330,CUST_000008,2023-08-21,30.51,Bank Transfer,Completed
TXN_00000331,CUST_000008,2023-09-16,32.01,Wire Transfer,Completed
TXN_00000332,CUST_000008,2023-10-20,31.94,Credit Card,Completed
TXN_00000333,CUST_000008,2023-11-18,35.7,Credit Card,Completed
TXN_00000334,CUST_000008,2023-12-15,35.9,Credit Card,Completed
TXN_00000335,CUST_000008,2024-01-16,28.03,Credit Card,Completed
TXN_00000336,CUST_000008,2024-02-17,28.16,Credit Card,Completed
TXN_00000337,CUST_000008,2024-03-18,31.81,PayPal,Completed
TXN_00000338,CUST_000008,2024-04-17,31.09,Wire Transfer,Completed
TXN_00000339,CUST_000008,2024-05-15,32.23,Credit Card,Completed
TXN_00000340,CUST_000008,2024-06-15,30.35,Bank Transfer,Completed
TXN_00000341,CUST_000008,2024-07-14,33.91,Bank Transfer,Completed
TXN_00000342,CUST_000008,2024-08-11,30.42,Credit Card,Completed
TXN_00000343,CUST_000008,2024-09-13,31.69,Credit Card,Completed
TXN_00000344,CUST_000008,2024-10-12,31.19,Bank Transfer,Completed
TXN_00000345,CUST_000008,2024-11-10,36.11,Credit Card,Completed
TXN_00000346,CUST_000008,2024-12-10,36.38,Credit Card,Completed
TXN_00000347,CUST_000009,2021-01-05,251.14,Bank Transfer,Completed
TXN_00000348,CUST_000009,2021-02-04,244.87,Wire Transfer,Completed
TXN_00000349,CUST_000009,2021-03-04,276.23,PayPal,Completed
TXN_00000350,CUST_000009,2021-04-02,276.49,Credit Card,Completed
TXN_00000351,CUST_000009,2021-05-04,278.12,Credit Card,Completed
TXN_00000352,CUST_000009,2021-06-05,264.71,PayPal,Completed
TXN_00000353,CUST_000009,2021-07-02,256.42,PayPal,Completed
TXN_00000354,CUST_000009,2021-08-02,265.01,ACH,Completed
TXN_00000355,CUST_000009,2021-09-02,275.3,Bank Transfer,Completed
TXN_00000356,CUST_000009,2021-09-29,272.12,Credit Card,Completed
TXN_00000357,CUST_000009,2021-10-29,277.33,Bank Transfer,Completed
TXN_00000358,CUST_000009,2021-12-02,310.59,Bank Transfer,Completed
TXN_00000359,CUST_000009,2021-12-31,315.16,Credit Card,Completed
TXN_00000360,CUST_000009,2022-01-30,244.86,Credit Card,Completed
TXN_00000361,CUST_000009,2022-03-02,330.53,Bank Transfer,Completed
TXN_00000362,CUST_000009,2022-03-28,274.71,Bank Transfer,Completed
TXN_00000363,CUST_000009,2022-04-28,270.78,Credit Card,Completed
TXN_00000364,CUST_000009,2022-05-27,275.1,Credit Card,Completed
TXN_00000365,CUST_000009,2022-06-28,-260.63,Bank Transfer,Refunded
TXN_00000366,CUST_000009,2022-07-29,255.84,Wire Transfer,Completed
TXN_00000367,CUST_000009,2022-08-25,262.6,ACH,Completed
TXN_00000368,CUST_000009,2022-09-28,307.72,Credit Card,Completed
TXN_00000369,CUST_000009,2022-10-27,271.16,Credit Card,Completed
TXN_00000370,CUST_000009,2022-11-24,317.31,Credit Card,Completed
TXN_00000371,CUST_000009,2022-12-25,315.88,Bank Transfer,Completed
TXN_00000372,CUST_000009,2023-01-25,247.48,Bank Transfer,Completed
TXN_00000373,CUST_000009,2023-02-24,245.66,Credit Card,Completed
TXN_00000374,CUST_000009,2023-03-24,269.52,Credit Card,Completed
TXN_00000375,CUST_000009,2023-04-22,271.8,ACH,Completed
TXN_00000376,CUST_000009,2023-05-26,270.72,Credit Card,Completed
TXN_00000377,CUST_000009,2023-06-24,264.37,Bank Transfer,Completed
TXN_00000378,CUST_000009,2023-07-24,257.24,Bank Transfer,Completed
TXN_00000379,CUST_000009,2023-08-23,260.32,Credit Card,Completed
TXN_00000380,CUST_000009,2023-09-23,275.02,Wire Transfer,Completed
