customer_id,signup_date,country,industry,subscription_type,monthly_fee
CUST_000178,2021-10-24,USA,Education,Professional,220.33
CUST_000179,2021-10-24,USA,Education,Professional,271.3
CUST_000180,2021-10-25,India,Education,Professional,245.84
CUST_000181,2021-10-26,UK,Education,Professional,294.07
CUST_000182,2021-10-26,Germany,Finance,Professional,251.13
CUST_000183,2021-10-30,India,Energy,Basic,68.32
CUST_000184,2021-10-31,India,Education,Enterprise,468.22
CUST_000185,2021-11-03,USA,Healthcare,Basic,47.72
CUST_000186,2021-11-04,USA,Retail,Basic,38.86
CUST_000187,2021-11-07,USA,Technology,Professional,157.04
CUST_000188,2021-11-07,USA,Media,Basic,89.49
CUST_000189,2021-11-07,Japan,Media,Basic,46.38
CUST_000190,2021-11-08,Australia,Finance,Basic,85.94
CUST_000191,2021-11-10,USA,Consulting,Professional,243.23
CUST_000192,2021-11-10,France,Retail,Enterprise,833.18
CUST_000193,2021-11-11,Canada,Real Estate,Enterprise,996.18
CUST_000194,2021-11-12,USA,Real Estate,Basic,63.91
CUST_000195,2021-11-13,Australia,Manufacturing,Enterprise,647.16
CUST_000196,2021-11-14,Singapore,Healthcare,Professional,288.05
CUST_000197,2021-11-20,UK,Energy,Enterprise,619.06
CUST_000198,2021-11-20,UK,Retail,Premium,1429.29
CUST_000199,2021-11-25,Japan,Education,Professional,108.73
CUST_000200,2021-11-27,Australia,Manufacturing,Enterprise,645.43
CUST_000201,2021-11-28,USA,Real Estate,Enterprise,499.02
CUST_000202,2021-11-28,Germany,Technology,Enterprise,892.02
CUST_000203,2021-11-29,UK,Media,Enterprise,392.75
CUST_000204,2021-11-30,UK,Manufacturing,Basic,79.93
CUST_000205,2021-12-02,Brazil,Media,Basic,54.62
CUST_000206,2021-12-02,UK,Media,Premium,1101.32
CUST_000207,2021-12-05,India,Energy,Professional,137.93
CUST_000208,2021-12-05,France,Energy,Professional,156.72
CUST_000209,2021-12-08,USA,Media,Basic,64.3
CUST_000210,2021-12-11,Canada,Energy,Enterprise,494.8
CUST_000211,2021-12-11,Australia,Consulting,Enterprise,775.28
CUST_000212,2021-12-13,USA,Healthcare,Professional,124.73
CUST_000213,2021-12-15,USA,Healthcare,Professional,177.78
CUST_000214,2021-12-15,UK,Education,Enterprise,689.48
CUST_000215,2021-12-15,UK,Education,Basic,81.85
CUST_000216,2021-12-16,USA,Retail,Enterprise,720.72
CUST_000217,2021-12-16,France,Media,Basic,64.01
CUST_000218,2021-12-17,USA,Technology,Professional,106.78
CUST_000219,2021-12-18,USA,Education,Enterprise,861.78
CUST_000220,2021-12-21,Canada,Energy,Basic,60.99
CUST_000221,2021-12-23,USA,Consulting,Premium,2785.26
CUST_000222,2021-12-25,UK,Finance,Basic,51.96
CUST_000223,2021-12-28,Australia,Consulting,Premium,1636.06
CUST_000224,2021-12-29,Singapore,Media,Enterprise,992.43
CUST_000225,2021-12-31,UK,Manufacturing,Basic,70.56
CUST_000226,2022-01-01,Australia,Energy,Professional,264.66
CUST_000227,2022-01-03,UK,Energy,Enterprise,641.89
CUST_000228,2022-01-03,USA,Consulting,Professional,158.96
CUST_000229,2022-01-05,USA,Technology,Professional,172.67
CUST_000230,2022-01-07,USA,Healthcare,Basic,97.59
CUST_000231,2022-01-08,USA,Consulting,Professional,160.54
CUST_000232,2022-01-08,Canada,Technology,Professional,218.38
CUST_000233,2022-01-09,India,Manufacturing,Basic,96.69
CUST_000234,2022-01-13,USA,Consulting,Enterprise,703.34
CUST_000235,2022-01-16,USA,Technology,Premium,2166.05
CUST_000236,2022-01-16,USA,Finance,Premium,2047.46
CUST_000237,2022-01-17,USA,Consulting,Enterprise,841.22
CUST_000238,2022-01-17,Germany,Media,Premium,1294.55
CUST_000239,2022-01-17,USA,Retail,Professional,105.31
CUST_000240,2022-01-17,India,Healthcare,Professional,137.16
CUST_000241,2022-01-19,France,Real Estate,Professional,161.74
CUST_000242,2022-01-19,Germany,Finance,Professional,181.59
CUST_000243,2022-01-20,France,Retail,Enterprise,586.26
CUST_000244,2022-01-20,USA,Consulting,Basic,93.44
CUST_000245,2022-01-21,India,Technology,Enterprise,793.04
CUST_000246,2022-01-21,Germany,Energy,Professional,140.47
CUST_000247,2022-01-24,USA,Education,Basic,98.87
CUST_000248,2022-01-25,Germany,Real Estate,Basic,65.78
CUST_000249,2022-01-29,France,Education,Basic,95.97
CUST_000250,2022-01-31,Singapore,Real Estate,Premium,2823.25
CUST_000251,2022-02-01,Canada,Education,Professional,208.25
CUST_000252,2022-02-10,UK,Manufacturing,Enterprise,726.05
CUST_000253,2022-02-10,Canada,Retail,Basic,96.01
CUST_000254,2022-02-11,Brazil,Manufacturing,Enterprise,689.66
CUST_000255,2022-02-13,India,Retail,Professional,287.3
CUST_000256,2022-02-15,France,Manufacturing,Professional,253.23
CUST_000257,2022-02-17,India,Retail,Enterprise,782.17
CUST_000258,2022-02-20,USA,Real Estate,Basic,51.19
CUST_000259,2022-02-20,UK,Education,Enterprise,691.34
CUST_000260,2022-02-21,Singapore,Manufacturing,Basic,49.15
CUST_000261,2022-02-22,France,Consulting,Basic,76.36
CUST_000262,2022-02-22,India,Media,Enterprise,926.03
CUST_000263,2022-02-23,Japan,Media,Professional,262.68
CUST_000264,2022-02-26,UK,Finance,Basic,49.33
CUST_000265,2022-02-28,USA,Manufacturing,Enterprise,967.72
CUST_000266,2022-02-28,Australia,Healthcare,Premium,1691.73
CUST_000267,2022-03-03,Singapore,Real Estate,Professional,230.19
CUST_000268,2022-03-05,Australia,Real Estate,Premium,1426.97
CUST_000269,2022-03-05,Japan,Energy,Basic,47.98
CUST_000270,2022-03-07,Germany,Energy,Basic,77.73
CUST_000271,2022-03-08,India,Finance,Professional,120.85
CUST_000272,2022-03-08,USA,Consulting,Professional,146.86
CUST_000273,2022-03-09,France,Technology,Basic,75.89
CUST_000274,2022-03-09,USA,Energy,Professional,144.13
CUST_000275,2022-03-09,Germany,Retail,Enterprise,335.74
CUST_000276,2022-03-09,Germany,Media,Enterprise,530.21
CUST_000277,2022-03-10,Germany,Real Estate,Professional,119.11
CUST_000278,2022-03-10,Japan,Finance,Professional,100.04
CUST_000279,2022-03-11,USA,Energy,Basic,97.45
CUST_000280,2022-03-15,Australia,Finance,Professional,180.38
CUST_000281,2022-03-16,Canada,Real Estate,Basic,62.42
CUST_000282,2022-03-16,USA,Retail,Basic,81.91
CUST_000283,2022-03-17,UK,Manufacturing,Professional,163.23
CUST_000284,2022-03-18,UK,Technology,Professional,280.59
CUST_000285,2022-03-18,Brazil,Healthcare,Basic,74.66
CUST_000286,2022-03-19,Germany,Retail,Enterprise,673.61
CUST_000287,2022-03-21,UK,Technology,Professional,281.65
CUST_000288,2022-03-24,Japan,Finance,Premium,1834.77
CUST_000289,2022-03-25,USA,Finance,Enterprise,952.75
CUST_000290,2022-03-26,Germany,Technology,Basic,98.8
CUST_000291,2022-03-28,Germany,Media,Premium,2574.92
CUST_000292,2022-03-28,Germany,Finance,Basic,94.56
CUST_000293,2022-03-28,France,Manufacturing,Basic,90.37
CUST_000294,2022-03-29,USA,Technology,Basic,49.89
CUST_000295,2022-03-29,USA,Consulting,Basic,36.51
CUST_000296,2022-03-29,USA,Education,Professional,155.91
CUST_000297,2022-03-30,USA,Energy,Basic,65.7
CUST_000298,2022-03-31,Brazil,Finance,Professional,269.21
CUST_000299,2022-03-31,France,Real Estate,Basic,48.1
CUST_000300,2022-04-01,USA,Healthcare,Basic,52.15
CUST_000301,2022-04-01,USA,Real Estate,Basic,74.38
CUST_000302,2022-04-03,USA,Finance,Basic,29.99
CUST_000303,2022-04-03,USA,Education,Professional,257.15
CUST_000304,2022-04-04,USA,Consulting,Basic,76.21
CUST_000305,2022-04-04,Germany,Retail,Professional,134.1
CUST_000306,2022-04-06,USA,Media,Enterprise,877.89
CUST_000307,2022-04-09,France,Energy,Basic,51.95
CUST_000308,2022-04-15,Japan,Media,Enterprise,767.48
CUST_000309,2022-04-16,USA,Finance,Basic,97.72
CUST_000310,2022-04-17,Australia,Real Estate,Professional,163.72
CUST_000311,2022-04-17,USA,Retail,Basic,29.48
CUST_000312,2022-04-19,UK,Media,Professional,146.1
CUST_000313,2022-04-20,France,Manufacturing,Basic,95.78
CUST_000314,2022-04-20,Germany,Manufacturing,Professional,215.49
CUST_000315,2022-04-20,USA,Consulting,Basic,29.8
CUST_000316,2022-04-24,Canada,Education,Enterprise,783.94
CUST_000317,2022-04-29,Germany,Technology,Professional,232.56
CUST_000318,2022-05-01,USA,Real Estate,Professional,160.36
CUST_000319,2022-05-02,Germany,Media,Basic,77.03
CUST_000320,2022-05-03,USA,Manufacturing,Basic,77.32
CUST_000321,2022-05-03,USA,Manufacturing,Basic,54.73
CUST_000322,2022-05-03,USA,Retail,Basic,44.34
CUST_000323,2022-05-06,USA,Finance,Enterprise,633.73
CUST_000324,2022-05-06,France,Real Estate,Professional,248.55
CUST_000325,2022-05-11,Australia,Consulting,Professional,173.72
CUST_000326,2022-05-12,USA,Energy,Professional,281.56
CUST_000327,2022-05-16,France,Energy,Professional,259.4
CUST_000328,2022-05-17,UK,Retail,Basic,82.33
CUST_000329,2022-05-17,USA,Consulting,Basic,90.12
CUST_000330,2022-05-18,France,Healthcare,Professional,204.1
CUST_000331,2022-05-19,UK,Energy,Premium,2406.53
CUST_000332,2022-05-20,France,Healthcare,Basic,93.21
CUST_000333,2022-05-20,USA,Healthcare,Basic,33.32
CUST_000334,2022-05-21,USA,Energy,Basic,92.2
CUST_000335,2022-05-21,USA,Retail,Basic,69.09
CUST_000336,2022-05-22,USA,Finance,Enterprise,414.18
CUST_000337,2022-05-22,USA,Energy,Professional,187.37
CUST_000338,2022-05-26,UK,Retail,Premium,2432.84
CUST_000339,2022-05-26,USA,Real Estate,Basic,35.37
CUST_000340,2022-05-27,India,Energy,Enterprise,610.84
CUST_000341,2022-05-28,Australia,Technology,Basic,60.74
CUST_000342,2022-05-29,USA,Energy,Professional,182.08
CUST_000343,2022-06-02,Brazil,Consulting,Professional,110.55
CUST_000344,2022-06-04,France,Real Estate,Basic,76.09
CUST_000345,2022-06-05,Australia,Manufacturing,Basic,79.63
CUST_000346,2022-06-05,UK,Media,Professional,149.89
CUST_000347,2022-06-06,Germany,Technology,Basic,81.21
CUST_000348,2022-06-07,USA,Consulting,Professional,113.61
CUST_000349,2022-06-08,USA,Media,Professional,167.91
CUST_000350,2022-06-08,USA,Healthcare,Professional,207.23
CUST_000351,2022-06-09,Germany,Technology,Basic,94.42
CUST_000352,2022-06-09,UK,Healthcare,Basic,98.03
CUST_000353,2022-06-10,USA,Real Estate,Premium,1062.47
CUST_000354,2022-06-10,UK,Media,Enterprise,424.99
CUST_000355,2022-06-11,USA,Finance,Professional,252.17
CUST_000356,2022-06-12,Australia,Media,Professional,173.89
CUST_000357,2022-06-18,Germany,Media,Professional,188.71
CUST_000358,2022-06-18,UK,Media,Enterprise,561.95
CUST_000359,2022-06-18,Japan,Energy,Premium,1264.98
CUST_000360,2022-06-19,USA,Education,Professional,122.73
CUST_000361,2022-06-20,India,Energy,Basic,56.51
CUST_000362,2022-06-20,USA,Finance,Professional,244.57
CUST_000363,2022-06-21,France,Retail,Enterprise,883.38
CUST_000364,2022-06-21,USA,Technology,Enterprise,983.94
CUST_000365,2022-06-21,USA,Real Estate,Basic,76.14
CUST_000366,2022-06-24,USA,Energy,Enterprise,595.89
CUST_000367,2022-06-25,France,Media,Professional,263.67
CUST_000368,2022-06-26,UK,Retail,Enterprise,621.44
CUST_000369,2022-06-29,UK,Finance,Enterprise,491.95
CUST_000370,2022-06-29,UK,Healthcare,Basic,31.26
CUST_000371,2022-07-01,Germany,Media,Basic,72.04
CUST_000372,2022-07-01,Canada,Technology,Professional,147.13
CUST_000373,2022-07-06,USA,Healthcare,Enterprise,369.63
CUST_000374,2022-07-06,UK,Technology,Professional,188.29
CUST_000375,2022-07-08,Brazil,Technology,Professional,147.95
CUST_000376,2022-07-09,USA,Technology,Premium,1803.53
CUST_000377,2022-07-09,France,Retail,Basic,66.78
CUST_000378,2022-07-10,USA,Technology,Enterprise,397.09
CUST_000379,2022-07-14,France,Manufacturing,Professional,145.83
CUST_000380,2022-07-14,Brazil,Consulting,Enterprise,522.23
CUST_000381,2022-07-17,USA,Consulting,Basic,83.08
CUST_000382,2022-07-17,USA,Education,Professional,146.38
CUST_000383,2022-07-21,USA,Finance,Professional,296.14
CUST_000384,2022-07-24,Australia,Energy,Enterprise,453.73
CUST_000385,2022-07-27,UK,Manufacturing,Enterprise,491.61
CUST_000386,2022-07-27,USA,Energy,Enterprise,962.96
CUST_000387,2022-07-28,USA,Finance,Basic,72.82
CUST_000388,2022-07-29,Australia,Media,Basic,67.91
CUST_000389,2022-07-30,USA,Technology,Professional,293.46
CUST_000390,2022-07-30,Canada,Media,Professional,256.16
CUST_000391,2022-07-30,Canada,Education,Professional,238.26
CUST_000392,2022-08-01,USA,Media,Basic,39.45
CUST_000393,2022-08-03,USA,Media,Enterprise,427.72
CUST_000394,2022-08-03,France,Energy,Professional,193.7
CUST_000395,2022-08-04,Germany,Retail,Premium,1600.47
CUST_000396,2022-08-04,USA,Finance,Professional,260.16
CUST_000397,2022-08-04,Germany,Technology,Professional,211.48
CUST_000398,2022-08-04,USA,Media,Enterprise,689.1
CUST_000399,2022-08-05,India,Finance,Professional,176.68
CUST_000400,2022-08-08,Canada,Manufacturing,Enterprise,441.34
CUST_000401,2022-08-09,Canada,Healthcare,Basic,93.56
CUST_000402,2022-08-10,France,Education,Professional,117.49
CUST_000403,2022-08-10,UK,Retail,Professional,109.31
CUST_000404,2022-08-11,India,Media,Enterprise,770.57
CUST_000405,2022-08-13,Germany,Consulting,Basic,31.77
CUST_000406,2022-08-13,Singapore,Healthcare,Enterprise,430.71
CUST_000407,2022-08-14,USA,Consulting,Enterprise,806.01
CUST_000408,2022-08-14,Japan,Energy,Professional,142.4
CUST_000409,2022-08-16,France,Retail,Basic,89.86
CUST_000410,2022-08-17,USA,Education,Basic,50.22
CUST_000411,2022-08-20,Australia,Technology,Basic,43.83
CUST_000412,2022-08-21,UK,Retail,Basic,96.35
CUST_000413,2022-08-26,Germany,Healthcare,Enterprise,821.82
CUST_000414,2022-08-26,UK,Real Estate,Basic,93.01
CUST_000415,2022-08-26,Canada,Consulting,Professional,239.75
CUST_000416,2022-08-27,USA,Media,Professional,282.03
CUST_000417,2022-08-27,USA,Energy,Basic,51.51
CUST_000418,2022-08-27,Germany,Manufacturing,Professional,175.13
CUST_000419,2022-08-28,Brazil,Energy,Basic,74.41
CUST_000420,2022-08-30,France,Manufacturing,Professional,151.31
CUST_000421,2022-08-31,USA,Energy,Professional,275.56
CUST_000422,2022-09-01,USA,Real Estate,Premium,1196.22
CUST_000423,2022-09-02,USA,Real Estate,Professional,251.33
CUST_000424,2022-09-03,USA,Education,Premium,2827.66
CUST_000425,2022-09-03,Germany,Education,Professional,161.58
CUST_000426,2022-09-04,USA,Technology,Professional,211.5
CUST_000427,2022-09-04,USA,Retail,Enterprise,817.88
CUST_000428,2022-09-07,USA,Technology,Basic,47.25
CUST_000429,2022-09-07,USA,Consulting,Professional,214.83
CUST_000430,2022-09-08,Germany,Media,Basic,49.66
CUST_000431,2022-09-08,Australia,Retail,Professional,164.97
CUST_000432,2022-09-10,Germany,Media,Professional,212.96
CUST_000433,2022-09-10,UK,Retail,Professional,198.86
CUST_000434,2022-09-10,USA,Education,Basic,47.01
CUST_000435,2022-09-11,Japan,Real Estate,Premium,2932.02
CUST_000436,2022-09-13,UK,Real Estate,Basic,61.26
CUST_000437,2022-09-14,France,Education,Professional,132.85
CUST_000438,2022-09-15,USA,Energy,Basic,63.18
CUST_000439,2022-09-17,Canada,Energy,Professional,297.06
CUST_000440,2022-09-18,USA,Technology,Basic,65.68
CUST_000441,2022-09-19,USA,Healthcare,Professional,288.04
CUST_000442,2022-09-20,USA,Technology,Basic,82.5
CUST_000443,2022-09-20,Australia,Media,Basic,38.62
CUST_000444,2022-09-22,France,Retail,Basic,33.76
CUST_000445,2022-09-24,USA,Finance,Basic,29.64
CUST_000446,2022-10-02,Canada,Energy,Enterprise,618.21
CUST_000447,2022-10-03,Japan,Technology,Basic,72.25
CUST_000448,2022-10-05,France,Consulting,Basic,92.89
CUST_000449,2022-10-05,USA,Real Estate,Enterprise,310.01
CUST_000450,2022-10-06,USA,Energy,Basic,67.62
CUST_000451,2022-10-07,USA,Technology,Basic,30.17
CUST_000452,2022-10-07,USA,Manufacturing,Professional,206.15
CUST_000453,2022-10-08,UK,Manufacturing,Enterprise,311.0
CUST_000454,2022-10-09,Australia,Media,Basic,85.43
CUST_000455,2022-10-09,USA,Finance,Basic,36.49
CUST_000456,2022-10-10,France,Healthcare,Basic,65.71
CUST_000457,2022-10-10,France,Retail,Professional,137.39
CUST_000458,2022-10-11,Germany,Energy,Professional,149.48
CUST_000459,2022-10-11,USA,Education,Premium,1533.65
CUST_000460,2022-10-13,Australia,Media,Basic,34.53
CUST_000461,2022-10-13,Japan,Media,Professional,190.8
CUST_000462,2022-10-15,Brazil,Retail,Enterprise,992.16
