customer_id,signup_date,total_revenue,gross_profit,churn_probability,customer_tenure_days,lifetime_months,date_key
CUST_000063,2021-04-21,9840.91,6446.10242,0.000416152174227,1352,45.1,20210421
CUST_000064,2021-04-21,1943.92,-505.4043466666667,1.0,1352,45.1,20210421
CUST_000065,2021-04-23,5130.97,2990.8856000000005,0.0052870968634113,1350,45.0,20210423
CUST_000066,2021-04-23,866.44,386.52524000000005,1.0,1350,45.0,20210423
CUST_000067,2021-04-26,3063.37,1903.01766,0.0100293097339154,1347,44.9,20210426
CUST_000068,2021-04-28,3918.84,2572.7717433333337,0.0061726515606903,1345,44.8,20210428
CUST_000069,2021-05-03,9816.11,6748.02649,0.0005617993110514,1340,44.7,20210503
CUST_000070,2021-05-04,8771.17,3112.0720699999997,1.0,1339,44.6,20210504
CUST_000071,2021-05-05,2396.73,1590.31974,0.0007874762799586,1338,44.6,20210505
CUST_000072,2021-05-06,2426.05,1453.6030666666668,0.0021819863475422,1337,44.6,20210506
CUST_000073,2021-05-06,3764.93,2422.7115166666663,0.0028464615033401,1337,44.6,20210506
CUST_000074,2021-05-07,5639.48,3460.43934,0.0008686763834412,1336,44.5,20210507
CUST_000075,2021-05-08,391.94,-24.55491999999998,1.0,1335,44.5,20210508
CUST_000076,2021-05-12,3906.79,2444.2509566666668,0.001882026056501,1331,44.4,20210512
CUST_000077,2021-05-16,2648.03,1272.8701400000002,1.0,1327,44.2,20210516
CUST_000078,2021-05-16,3366.3,2247.2255133333333,0.0004090835597612,1327,44.2,20210516
CUST_000079,2021-05-17,6884.36,2764.7216900000003,1.0,1326,44.2,20210517
CUST_000080,2021-05-17,305.03,-606.49126,1.0,1326,44.2,20210517
CUST_000081,2021-05-20,5020.15,2935.55843,0.0001346185738395,1323,44.1,20210520
CUST_000082,2021-05-25,12169.64,7995.416359999999,0.0025935688282359,1318,43.9,20210525
CUST_000083,2021-05-26,42288.55,28380.34859,0.0036927886170105,1317,43.9,20210526
CUST_000084,2021-05-27,2404.37,1548.226406666667,0.0038375526053481,1316,43.9,20210527
CUST_000085,2021-05-28,8704.62,5632.560049999999,0.0024047417016346,1315,43.8,20210528
CUST_000086,2021-06-01,3510.23,2340.81506,0.0027594898777224,1311,43.7,20210601
CUST_000087,2021-06-02,2179.29,1240.5257166666663,0.0030816274751404,1310,43.7,20210602
CUST_000088,2021-06-04,3843.85,2327.6992,0.0062804362882971,1308,43.6,20210604
CUST_000089,2021-06-04,2084.31,1239.62545,0.0066435066265986,1308,43.6,20210604
CUST_000090,2021-06-05,1250.15,632.5337766666667,1.0,1307,43.6,20210605
CUST_000091,2021-06-05,3631.05,2326.8250166666667,0.0018858968184628,1307,43.6,20210605
CUST_000092,2021-06-07,22522.82,15401.46741,0.000888817426595,1305,43.5,20210607
CUST_000093,2021-06-08,762.05,-311.60790999999995,1.0,1304,43.5,20210608
CUST_000094,2021-06-09,3285.37,1772.0202699999998,1.0,1303,43.4,20210609
CUST_000095,2021-06-11,2111.66,1199.828886666667,0.0032438598114479,1301,43.4,20210611
CUST_000096,2021-06-12,35865.29,25696.805256666667,0.000331840862061,1300,43.3,20210612
CUST_000097,2021-06-12,8153.53,5514.37163,0.0002297591381626,1300,43.3,20210612
CUST_000098,2021-06-14,2975.6,1748.8414166666666,0.0014185114283773,1298,43.3,20210614
CUST_000099,2021-06-18,16266.72,10322.075396666669,0.0003982120469225,1294,43.1,20210618
CUST_000100,2021-06-22,33230.98,21870.58057,0.0063441968271437,1290,43.0,20210622
CUST_000101,2021-06-24,2635.69,1599.2984133333334,0.0056062754970171,1288,42.9,20210624
CUST_000102,2021-06-24,17834.5,11168.899116666667,0.0030998759134892,1288,42.9,20210624
CUST_000103,2021-06-28,2337.31,1441.53229,0.0040944008031896,1284,42.8,20210628
CUST_000104,2021-06-28,10585.04,7397.565840000001,0.0004715751835007,1284,42.8,20210628
CUST_000105,2021-07-05,3106.26,2005.1126166666663,0.0035887026380271,1277,42.6,20210705
CUST_000106,2021-07-06,6712.9,4416.1459,0.0003466360230722,1276,42.5,20210706
CUST_000107,2021-07-06,1399.86,825.1095833333334,0.0006294969890984,1276,42.5,20210706
CUST_000108,2021-07-10,2431.89,1428.1431300000002,0.0024743713387932,1272,42.4,20210710
CUST_000109,2021-07-11,12026.58,8738.636,0.0003206418325526,1271,42.4,20210711
CUST_000110,2021-07-11,9850.1,5694.260433333333,1.0,1271,42.4,20210711
CUST_000111,2021-07-12,4692.71,2700.90301,0.0002830902968097,1270,42.3,20210712
CUST_000112,2021-07-12,1892.0,1024.8656733333332,0.0029243924722156,1270,42.3,20210712
CUST_000113,2021-07-13,2226.24,1434.29456,0.0008500187580587,1269,42.3,20210713
CUST_000114,2021-07-13,1341.95,701.0735599999999,0.001624679438145,1269,42.3,20210713
CUST_000115,2021-07-13,10096.37,6133.763939999999,0.0012376102370693,1269,42.3,20210713
CUST_000116,2021-07-14,2591.11,836.8834899999999,1.0,1268,42.3,20210714
CUST_000117,2021-07-15,8940.12,5820.303880000001,0.0005027089659504,1267,42.2,20210715
CUST_000118,2021-07-16,6894.85,4437.06705,0.0011320908897595,1266,42.2,20210716
CUST_000119,2021-07-20,3261.95,2233.1301166666663,0.0003657342330254,1262,42.1,20210720
CUST_000120,2021-07-22,4083.41,2703.85711,0.0036905785398481,1260,42.0,20210722
CUST_000121,2021-07-23,104270.98,72826.20592000001,0.0009603289182526,1259,42.0,20210723
CUST_000122,2021-07-27,2742.32,1726.3762533333334,0.0025594001639272,1255,41.8,20210727
CUST_000123,2021-07-27,16584.2,10256.873386666666,0.0050441968987042,1255,41.8,20210727
CUST_000124,2021-07-31,104455.77,70754.34414,0.0010817482563904,1251,41.7,20210731
CUST_000125,2021-08-01,9975.52,5819.459253333334,1.0,1250,41.7,20210801
CUST_000126,2021-08-03,3276.19,2005.99728,0.0033530452654378,1248,41.6,20210803
CUST_000127,2021-08-04,1765.87,1082.467396666667,0.0011011177037259,1247,41.6,20210804
CUST_000128,2021-08-04,2969.71,1114.13718,1.0,1247,41.6,20210804
CUST_000129,2021-08-07,5725.93,3438.08674,0.0003275661928511,1244,41.5,20210807
CUST_000130,2021-08-10,2170.02,1405.2520866666669,1.0,1241,41.4,20210810
CUST_000131,2021-08-11,99222.05,69534.06545,0.0002851691611151,1240,41.3,20210811
CUST_000132,2021-08-14,1693.07,438.51035,1.0,1237,41.2,20210814
CUST_000133,2021-08-19,3314.38,1620.81457,1.0,1232,41.1,20210819
CUST_000134,2021-08-19,10256.59,6986.238069999999,0.0002186343209493,1232,41.1,20210819
CUST_000135,2021-08-22,3363.99,2113.710396666667,0.0156567467198168,1229,41.0,20210822
CUST_000136,2021-08-22,19228.47,12965.983703333335,0.0021869052503449,1229,41.0,20210822
CUST_000137,2021-08-23,36210.62,24803.146206666665,0.0025477782963145,1228,40.9,20210823
CUST_000138,2021-08-24,10714.27,7141.00942,0.0016751483087549,1227,40.9,20210824
CUST_000139,2021-08-24,7108.02,4459.710429999999,0.0008774505070365,1227,40.9,20210824
CUST_000140,2021-08-30,23078.25,14604.331599999998,0.004692157526819,1221,40.7,20210830
CUST_000141,2021-08-31,1587.78,868.0099566666667,0.0037021823105015,1220,40.7,20210831
CUST_000142,2021-08-31,1411.01,788.0572566666667,0.0026837073701772,1220,40.7,20210831
CUST_000143,2021-08-31,4149.26,2461.027026666666,0.012273561729039,1220,40.7,20210831
CUST_000144,2021-09-02,8688.22,5600.7955,0.0006405436082196,1218,40.6,20210902
CUST_000145,2021-09-02,10452.88,6767.526670000001,0.0020358864534521,1218,40.6,20210902
CUST_000146,2021-09-04,1579.91,916.3398433333332,0.0013713889039562,1216,40.5,20210904
CUST_000147,2021-09-09,2735.53,1785.1187166666668,0.0031013166248537,1211,40.4,20210909
CUST_000148,2021-09-10,7567.11,5038.0334,0.0005453393323933,1210,40.3,20210910
CUST_000149,2021-09-12,582.94,67.66514666666671,1.0,1208,40.3,20210912
CUST_000150,2021-09-12,1407.0,823.9636666666668,1.0,1208,40.3,20210912
CUST_000151,2021-09-15,2543.78,1057.17251,1.0,1205,40.2,20210915
CUST_000152,2021-09-16,7788.03,4969.63109,0.0003322787242194,1204,40.1,20210916
CUST_000153,2021-09-17,64680.54,42360.44585999999,1.0,1203,40.1,20210917
CUST_000154,2021-09-18,1649.64,884.4407766666668,0.0014213038903024,1202,40.1,20210918
CUST_000155,2021-09-19,1553.88,898.7001733333334,0.0129609088029997,1201,40.0,20210919
CUST_000156,2021-09-20,2165.01,1317.26541,0.0061248463957794,1200,40.0,20210920
CUST_000157,2021-09-21,31504.2,16645.52247,1.0,1199,40.0,20210921
CUST_000158,2021-09-22,470.55,-337.70595,1.0,1198,39.9,20210922
CUST_000159,2021-09-24,1940.57,1156.045206666667,0.0079710824766284,1196,39.9,20210924
CUST_000160,2021-09-24,2795.81,1762.5754866666666,0.006792476952172,1196,39.9,20210924
CUST_000161,2021-09-25,860.79,-35.83091000000002,1.0,1195,39.8,20210925
CUST_000162,2021-09-25,2746.5,1900.9516133333327,0.0030486386706727,1195,39.8,20210925
CUST_000163,2021-09-27,2176.37,973.4812699999998,1.0,1193,39.8,20210927
CUST_000164,2021-09-27,9750.22,6582.988759999999,0.0015196978927277,1193,39.8,20210927
CUST_000165,2021-09-28,2011.41,1213.5654133333333,0.007332532131576,1192,39.7,20210928
CUST_000166,2021-10-02,13394.86,8292.753859999999,0.0015006942473511,1188,39.6,20211002
CUST_000167,2021-10-02,459.1,99.46610000000004,1.0,1188,39.6,20211002
CUST_000168,2021-10-03,348.0,16.974666666666735,1.0,1187,39.6,20211003
CUST_000169,2021-10-03,10211.64,6684.800119999999,0.0008253470288428,1187,39.6,20211003
CUST_000170,2021-10-05,1242.9,704.99212,1.0,1185,39.5,20211005
CUST_000171,2021-10-06,8119.1,5244.152330000001,0.0005290407254633,1184,39.5,20211006
CUST_000172,2021-10-07,6453.72,4264.31812,0.0004841737552805,1183,39.4,20211007
CUST_000173,2021-10-10,7886.14,4747.47724,0.0005469647719905,1180,39.3,20211010
CUST_000174,2021-10-11,2024.64,1294.49744,0.0004180765328355,1179,39.3,20211011
CUST_000175,2021-10-11,3823.82,2250.66522,1.0,1179,39.3,20211011
CUST_000176,2021-10-14,23285.22,15588.69006,0.0007052957352263,1176,39.2,20211014
CUST_000177,2021-10-23,725.1899999999999,309.12148999999994,1.0,1167,38.9,20211023
CUST_000178,2021-10-24,4108.15,2475.38365,1.0,1166,38.9,20211024
CUST_000179,2021-10-24,9641.53,6329.33611,0.0048596026654238,1166,38.9,20211024
CUST_000180,2021-10-25,2221.04,1025.4218400000002,1.0,1165,38.8,20211025
CUST_000181,2021-10-26,2389.61,1156.38931,1.0,1164,38.8,20211026
CUST_000182,2021-10-26,9675.14,6496.60226,0.0018627894461781,1164,38.8,20211026
CUST_000183,2021-10-30,419.2,76.86986666666672,1.0,1160,38.7,20211030
CUST_000184,2021-10-31,18566.55,11796.270246666669,0.0032785979577876,1159,38.6,20211031
CUST_000185,2021-11-03,1823.97,1021.4558133333336,0.0055569204158264,1156,38.5,20211103
CUST_000186,2021-11-04,1506.15,840.6610700000001,0.0012788864918238,1155,38.5,20211104
CUST_000187,2021-11-07,6179.09,3958.8728,0.0003372021324641,1152,38.4,20211107
CUST_000188,2021-11-07,3362.8,2256.67852,0.0015796204114486,1152,38.4,20211107
CUST_000189,2021-11-07,1838.64,1085.8996,0.0010373811368981,1152,38.4,20211107
CUST_000190,2021-11-08,707.69,300.6229266666666,1.0,1151,38.4,20211108
CUST_000191,2021-11-10,9565.05,6467.30243,0.0004402559961118,1149,38.3,20211110
CUST_000192,2021-11-10,32876.14,22356.96839,0.000336843038362,1149,38.3,20211110
CUST_000193,2021-11-11,37421.35,27084.408363333336,0.0002992279544505,1148,38.3,20211111
CUST_000194,2021-11-12,2431.51,1570.1730633333334,0.0007835335708215,1147,38.2,20211112
CUST_000195,2021-11-13,25710.18,14517.06111,0.0020348804496154,1146,38.2,20211113
CUST_000196,2021-11-14,3434.88,1969.79248,1.0,1145,38.2,20211114
CUST_000197,2021-11-20,22946.85,14370.527933333333,0.0105168978292381,1139,38.0,20211120
CUST_000198,2021-11-20,54812.91,39094.25361,0.0011065750709023,1139,38.0,20211120
CUST_000199,2021-11-25,915.28,-128.89448000000004,1.0,1134,37.8,20211125
CUST_000200,2021-11-27,25260.64,17278.289276666666,0.0014160531909163,1132,37.7,20211127
CUST_000201,2021-11-28,19262.21,11327.980629999998,0.0033991982151087,1131,37.7,20211128
CUST_000202,2021-11-28,34665.12,23544.59128,0.0010867640655423,1131,37.7,20211128
CUST_000203,2021-11-29,5326.33,2178.535233333333,1.0,1130,37.7,20211129
CUST_000204,2021-11-30,3067.76,1979.288453333333,0.0022096009860103,1129,37.6,20211130
CUST_000205,2021-12-02,2094.39,1357.9413566666667,0.0008927746236493,1127,37.6,20211202
CUST_000206,2021-12-02,42866.57,29913.62547,0.0003331362889345,1127,37.6,20211202
CUST_000207,2021-12-05,4900.23,3255.22485,0.0006650791637923,1124,37.5,20211205
CUST_000208,2021-12-05,5666.01,3862.67262,0.000649954328538,1124,37.5,20211205
CUST_000209,2021-12-08,2488.33,1662.6690966666663,0.0005402510376598,1121,37.4,20211208
CUST_000210,2021-12-11,19556.55,13368.433383333331,0.000412249211352,1118,37.3,20211211
CUST_000211,2021-12-11,11288.43,5493.812703333333,1.0,1118,37.3,20211211
CUST_000212,2021-12-13,4788.59,2819.4927100000004,0.0005244012227623,1116,37.2,20211213
CUST_000213,2021-12-15,3510.02,2039.22542,1.0,1114,37.1,20211215
CUST_000214,2021-12-15,27185.82,19255.933886666666,0.0002541467068387,1114,37.1,20211215
CUST_000215,2021-12-15,3147.93,2038.9812333333332,0.000870201477741,1114,37.1,20211215
CUST_000216,2021-12-16,27461.84,17861.57989,0.0003575446591104,1113,37.1,20211216
CUST_000217,2021-12-16,2537.9700000000003,1702.2748700000002,0.0002482782624814,1113,37.1,20211216
CUST_000218,2021-12-17,4184.66,2299.0476900000003,0.0002118986452719,1112,37.1,20211217
CUST_000219,2021-12-18,32420.0,22627.175006666665,0.0045034948397855,1111,37.0,20211218
CUST_000220,2021-12-21,2185.49,1335.8643333333334,0.0141627950983946,1108,36.9,20211221
CUST_000221,2021-12-23,103309.84,67701.239,0.0028824564136971,1106,36.9,20211223
CUST_000222,2021-12-25,1925.65,1149.57892,0.0046809531203647,1104,36.8,20211225
CUST_000223,2021-12-28,61187.76,40280.81884,0.0017726570019434,1101,36.7,20211228
CUST_000224,2021-12-29,34765.32,24239.09924333333,0.0022411830694892,1100,36.7,20211229
CUST_000225,2021-12-31,1074.48,474.8338,1.0,1098,36.6,20211231
CUST_000226,2022-01-01,9764.3,6861.275299999999,0.0005009435359726,1097,36.6,20220101
CUST_000227,2022-01-03,23888.39,15773.879129999998,0.0009267741040333,1095,36.5,20220103
CUST_000228,2022-01-03,5572.91,3035.97963,0.0064668422253255,1095,36.5,20220103
CUST_000229,2022-01-05,6493.6,4341.5656,0.0002311111754128,1093,36.4,20220105
CUST_000230,2022-01-07,3599.9,2204.5306666666665,0.0015531578311708,1091,36.4,20220107
CUST_000231,2022-01-08,5543.17,3738.68641,0.0007672509396594,1090,36.3,20220108
CUST_000232,2022-01-08,4912.71,2976.96857,0.9999999999999504,1090,36.3,20220108
CUST_000233,2022-01-09,3570.32,2285.83442,0.0010467731916718,1089,36.3,20220109
CUST_000234,2022-01-13,4728.47,1995.4837033333336,1.0,1085,36.2,20220113
CUST_000235,2022-01-16,81496.8,51523.08464,0.0003446595695103,1082,36.1,20220116
CUST_000236,2022-01-16,41603.93,27580.84973,0.9999999999999998,1082,36.1,20220116
CUST_000237,2022-01-17,28830.3,19813.325066666668,0.0095655527895098,1081,36.0,20220117
CUST_000238,2022-01-17,47254.59,32464.32011,0.0023780304039526,1081,36.0,20220117
CUST_000239,2022-01-17,3800.82,2190.10599,0.0024919575033124,1081,36.0,20220117
CUST_000240,2022-01-17,4905.49,3019.7559600000004,0.0038736848302135,1081,36.0,20220117
CUST_000241,2022-01-19,5866.29,3865.40959,0.0010242056687002,1079,36.0,20220119
CUST_000242,2022-01-19,6153.81,3958.73143,0.0035509875810067,1079,36.0,20220119
CUST_000243,2022-01-20,21563.98,14103.228186666664,0.0031141130525801,1078,35.9,20220120
CUST_000244,2022-01-20,3404.04,2224.1978833333333,0.0107183213869573,1078,35.9,20220120
CUST_000245,2022-01-21,29127.92,20109.74945,0.0015954825856399,1077,35.9,20220121
CUST_000246,2022-01-21,5086.37,3265.09127,0.0013660414292775,1077,35.9,20220121
CUST_000247,2022-01-24,3357.65,2416.87439,0.0037788382989343,1074,35.8,20220124
CUST_000248,2022-01-25,2416.13,1616.0028966666669,0.0014916378421016,1073,35.8,20220125
CUST_000249,2022-01-29,2329.31,1482.1471033333332,0.9999999999989952,1069,35.6,20220129
CUST_000250,2022-01-31,39091.68,20852.15247,1.0,1067,35.6,20220131
CUST_000251,2022-02-01,7472.19,4798.01937,0.000959013835642,1066,35.5,20220201
CUST_000252,2022-02-10,24904.33,18103.697746666665,0.0003064478630492,1057,35.2,20220210
CUST_000253,2022-02-10,1455.52,472.0450533333333,1.0,1057,35.2,20220210
CUST_000254,2022-02-11,8252.03,5259.96845,1.0,1056,35.2,20220211
CUST_000255,2022-02-13,10482.95,7213.432920000001,0.0001487441682463,1054,35.1,20220213
CUST_000256,2022-02-15,6214.88,3978.10036,0.9999999999871004,1052,35.1,20220215
CUST_000257,2022-02-17,27343.99,18888.14707,0.002477592889441,1050,35.0,20220217
CUST_000258,2022-02-20,1704.43,1075.21495,0.0041926750791291,1047,34.9,20220220
CUST_000259,2022-02-20,24158.51,16479.063560000002,0.0038095221389236,1047,34.9,20220220
CUST_000260,2022-02-21,143.74,-115.00979333333332,1.0,1046,34.9,20220221
CUST_000261,2022-02-22,2567.23,1675.4325433333331,0.0104515939108053,1045,34.8,20220222
CUST_000262,2022-02-22,32422.29,22697.75581666667,0.0022969678176123,1045,34.8,20220222
CUST_000263,2022-02-23,8762.460000000001,5770.578579999999,0.0033540518327691,1044,34.8,20220223
CUST_000264,2022-02-26,499.65,118.75069000000002,1.0,1041,34.7,20220226
CUST_000265,2022-02-28,34634.68,24360.915486666665,0.001370168376668,1039,34.6,20220228
CUST_000266,2022-02-28,59616.86,40638.89794,0.0008219353376427,1039,34.6,20220228
CUST_000267,2022-03-03,3209.53,1689.1642100000004,1.0,1036,34.5,20220303
CUST_000268,2022-03-05,48242.96,32972.02206,0.0006824429734769,1034,34.5,20220305
CUST_000269,2022-03-05,1716.24,975.0930466666666,0.0032472924416827,1034,34.5,20220305
CUST_000270,2022-03-07,1668.72,887.1307800000001,0.9999999999999932,1032,34.4,20220307
CUST_000271,2022-03-08,4227.28,2626.23288,0.0002961695062221,1031,34.4,20220308
CUST_000272,2022-03-08,5136.99,3068.97963,0.0007231749824725,1031,34.4,20220308
CUST_000273,2022-03-09,2668.1,1760.0286233333331,0.0006840605731459,1030,34.3,20220309
CUST_000274,2022-03-09,986.47,142.06837000000007,1.0,1030,34.3,20220309
CUST_000275,2022-03-09,3584.2,1247.4390866666663,1.0,1030,34.3,20220309
CUST_000276,2022-03-09,5334.67,2154.023696666667,1.0,1030,34.3,20220309
CUST_000277,2022-03-10,4028.54,2477.64346,0.0003653453013047,1029,34.3,20220310
CUST_000278,2022-03-10,298.08,-387.0029899999999,1.0,1029,34.3,20220310
CUST_000279,2022-03-11,3082.82,2299.815236666667,0.0010491959446477,1028,34.3,20220311
CUST_000280,2022-03-15,6378.67,4288.45457,0.0001463048886509,1024,34.1,20220315
CUST_000281,2022-03-16,2081.46,1222.1198,0.0009318248230068,1023,34.1,20220316
CUST_000282,2022-03-16,2943.73,1831.81889,0.0007413214595336,1023,34.1,20220316
CUST_000283,2022-03-17,5812.35,3587.27403,0.0002528615399297,1022,34.1,20220317
CUST_000284,2022-03-18,9601.15,6569.931490000001,0.0017737475105328,1021,34.0,20220318
CUST_000285,2022-03-18,2633.66,1683.1630333333333,0.0123344680788892,1021,34.0,20220318
CUST_000286,2022-03-19,22183.73,16051.151710000002,0.002337823054532,1020,34.0,20220319
CUST_000287,2022-03-21,9797.27,6927.695170000001,0.000862789401128,1018,33.9,20220321
CUST_000288,2022-03-24,58640.87,40758.56448,0.0030941697185693,1015,33.8,20220324
CUST_000289,2022-03-25,31302.88,21752.30823,0.0043756359901296,1014,33.8,20220325
CUST_000290,2022-03-26,3396.95,1986.9056966666667,0.0059089257778803,1013,33.8,20220326
CUST_000291,2022-03-28,91261.78,63628.28271999999,0.0005976337982469,1011,33.7,20220328
CUST_000292,2022-03-28,856.64,365.89751,1.0,1011,33.7,20220328
CUST_000293,2022-03-28,988.27,525.6147599999999,1.0,1011,33.7,20220328
CUST_000294,2022-03-29,1120.73,551.1885166666666,0.9999999999985688,1010,33.7,20220329
CUST_000295,2022-03-29,1269.9,687.6153466666667,0.0051132388150343,1010,33.7,20220329
CUST_000296,2022-03-29,5331.69,3114.65921,0.0019721521229213,1010,33.7,20220329
CUST_000297,2022-03-30,2359.6,1535.457963333333,0.0029053126694592,1009,33.6,20220330
CUST_000298,2022-03-31,9562.2,6158.91186,0.0014549663390747,1008,33.6,20220331
CUST_000299,2022-03-31,1524.27,947.52896,0.0015109359657251,1008,33.6,20220331
CUST_000300,2022-04-01,1810.34,1122.5969766666667,0.0022012130885697,1007,33.6,20220401
CUST_000301,2022-04-01,2535.86,1596.0449466666664,0.0023678600998759,1007,33.6,20220401
CUST_000302,2022-04-03,956.82,505.0432,0.0019138656466132,1005,33.5,20220403
CUST_000303,2022-04-03,8828.99,5963.94564,0.0009935553708297,1005,33.5,20220403
CUST_000304,2022-04-04,2615.73,1728.6172466666667,0.0015790559133657,1004,33.5,20220404
CUST_000305,2022-04-04,4572.21,2906.17391,0.0002907731734999,1004,33.5,20220404
CUST_000306,2022-04-06,28956.03,20179.20013,0.0008566875696521,1002,33.4,20220406
CUST_000307,2022-04-09,1779.92,1100.55359,0.0012206697950175,999,33.3,20220409
CUST_000308,2022-04-15,22827.75,16938.48991,0.0004854516300275,993,33.1,20220415
