customer_id,signup_date,country,industry,subscription_type,monthly_fee,total_revenue,customer_tenure_days,is_churned,churn_probability,churn_risk_level,retention_action,urgency,recommended_discount_pct,specific_recommendation,gross_profit,profit_margin,profitability_tier,total_cost,customer_segment,behavioral_segment,R_score,F_score,M_score,RFM_total,signup_cohort,signup_year,signup_quarter,lifetime_months,customer_value_tier
CUST_000017,2021-01-27,USA,Consulting,Premium,1568.86,21537.99,1436,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 1048 days inactive,12708.79029,59.00638959345789,High Profit,8829.19971,At Risk,Growth Potential,1.0,4.0,5.0,10.0,2021-01,2021,1,47.9,Platinum
CUST_000018,2021-01-28,India,Real Estate,Enterprise,462.8,21317.16,1435,0,0.0022969730732854,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,13948.872346666669,66.8559186250564,High Profit,6915.207653333333,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-01,2021,1,47.8,Platinum
CUST_000019,2021-01-30,UK,Retail,Basic,50.66,2418.71,1433,0,0.0029161927583764,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1477.883556666667,63.63084128781519,High Profit,844.7064433333333,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2021-01,2021,1,47.8,Gold
CUST_000020,2021-02-01,Canada,Real Estate,Professional,279.79,13887.66,1431,0,0.0008132277633473,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,9383.4203,70.76859487303253,High Profit,3875.8797,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-02,2021,1,47.7,Platinum
CUST_000021,2021-02-01,USA,Retail,Professional,172.57,4424.32,1431,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 712 days inactive,2583.15072,58.3852596557211,High Profit,1841.16928,At Risk,Growth Potential,1.0,5.0,4.0,10.0,2021-02,2021,1,47.7,Platinum
CUST_000022,2021-02-04,USA,Consulting,Enterprise,988.11,14885.48,1428,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 950 days inactive,9375.87031,62.92272806281085,High Profit,5524.73969,At Risk,Growth Potential,1.0,4.0,5.0,10.0,2021-02,2021,1,47.6,Platinum
CUST_000023,2021-02-07,USA,Real Estate,Professional,252.89,11342.08,1425,0,0.0007466539551865,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,7935.005090000001,69.74731088470475,High Profit,3441.7849100000003,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-02,2021,1,47.5,Platinum
CUST_000024,2021-02-08,UK,Media,Professional,199.58,9116.24,1424,0,0.0005778476462683,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,6076.23088,67.77513786518658,High Profit,2889.0491200000006,Champions,VIP Elite,4.0,5.0,5.0,14.0,2021-02,2021,1,47.5,Platinum
CUST_000025,2021-02-11,Germany,Media,Basic,96.64,4497.23,1421,0,0.0014575208255489,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,3073.8181166666664,70.01943340281021,High Profit,1316.1318833333332,Champions,VIP Elite,4.0,5.0,4.0,13.0,2021-02,2021,1,47.4,Platinum
CUST_000026,2021-02-12,India,Retail,Enterprise,859.88,5096.02,1420,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 1210 days inactive,2425.3449566666663,41.3458760868441,Medium Profit,3440.645043333333,At Risk,Growth Potential,1.0,3.0,5.0,9.0,2021-02,2021,1,47.3,Platinum
CUST_000027,2021-02-18,India,Finance,Enterprise,910.1,43403.75,1414,0,0.0006509818537618,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,28472.096396666668,71.78207989502656,High Profit,11192.533603333331,Champions,VIP Elite,5.0,5.0,5.0,15.0,2021-02,2021,1,47.1,Platinum
CUST_000028,2021-02-19,France,Technology,Enterprise,747.83,4356.98,1413,1,1.0,High,Immediate Retention Call,Critical,22,Address payment issues - offer alternative payment methods,716.1478299999999,19.69749761395923,Low Profit,2919.58217,Hibernating,Growth Potential,1.0,2.0,4.0,7.0,2021-02,2021,1,47.1,Platinum
CUST_000029,2021-02-20,USA,Education,Basic,67.82,3184.4,1412,0,0.0011641909307743,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2048.8164266666663,66.9863081537281,High Profit,1009.7435733333334,Champions,VIP Elite,5.0,5.0,4.0,14.0,2021-02,2021,1,47.1,Gold
CUST_000030,2021-02-20,USA,Healthcare,Basic,78.8,3626.44,1412,0,0.0015829547726257,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2249.0142866666665,67.77773284069973,High Profit,1069.2057133333333,Champions,VIP Elite,5.0,5.0,4.0,14.0,2021-02,2021,1,47.1,Gold
CUST_000031,2021-02-22,UK,Energy,Basic,88.58,4197.79,1410,0,0.0069952339489274,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2780.68883,69.40045448532844,High Profit,1226.04117,At Risk,VIP Elite,1.0,5.0,4.0,10.0,2021-02,2021,1,47.0,Platinum
CUST_000032,2021-02-23,Japan,Manufacturing,Basic,34.87,1671.08,1409,0,0.0079770604228136,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,896.0380566666665,57.36148728092918,High Profit,666.0519433333334,At Risk,VIP Elite,2.0,5.0,3.0,10.0,2021-02,2021,1,47.0,Gold
CUST_000033,2021-02-27,USA,Finance,Professional,153.56,6651.29,1405,0,0.0058701269066737,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,4077.50603,64.11243567146178,High Profit,2282.4239700000003,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-02,2021,1,46.8,Platinum
CUST_000034,2021-02-28,USA,Energy,Enterprise,402.14,18076.61,1404,0,0.0029721717055072,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,11895.073709999995,65.5520068048017,High Profit,6250.936290000001,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-02,2021,1,46.8,Platinum
CUST_000035,2021-03-03,USA,Media,Premium,1182.43,8044.549999999999,1401,1,1.0,High,Immediate Retention Call,Critical,22,Address payment issues - offer alternative payment methods,654.9674500000001,11.319963878014848,Low Profit,5130.98255,Hibernating,Growth Potential,1.0,2.0,5.0,8.0,2021-03,2021,1,46.7,Platinum
CUST_000036,2021-03-03,Australia,Retail,Basic,86.17,1285.05,1401,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 981 days inactive,699.77355,54.45496673281196,High Profit,585.27645,At Risk,Growth Potential,1.0,4.0,3.0,8.0,2021-03,2021,1,46.7,Silver
CUST_000037,2021-03-05,USA,Education,Enterprise,950.33,44183.51,1399,0,0.0017048328540168,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,32087.067786666667,72.38764290853614,High Profit,12239.652213333333,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-03,2021,1,46.6,Platinum
CUST_000038,2021-03-07,Canada,Media,Professional,109.65,5190.01,1397,0,0.0009364941240561,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,3023.07723,60.61757423608367,High Profit,1964.05277,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-03,2021,1,46.6,Platinum
CUST_000039,2021-03-08,Australia,Energy,Basic,55.18,2521.42,1396,0,0.0022775310413294,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1553.284873333333,64.40515450808682,High Profit,858.4551266666666,Champions,VIP Elite,4.0,5.0,4.0,13.0,2021-03,2021,1,46.5,Gold
CUST_000040,2021-03-08,UK,Media,Basic,98.62,4302.07,1396,0,0.0022886264143679,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2996.8744333333334,69.9534192323553,High Profit,1287.2255666666667,Champions,VIP Elite,4.0,5.0,4.0,13.0,2021-03,2021,1,46.5,Platinum
CUST_000041,2021-03-09,Japan,Education,Professional,143.91,6734.45,1395,0,0.0029481421181919,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,3899.54002,63.69070789955934,High Profit,2223.07998,At Risk,VIP Elite,1.0,5.0,5.0,11.0,2021-03,2021,1,46.5,Platinum
CUST_000042,2021-03-09,UK,Education,Basic,94.16,368.34,1395,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 1304 days inactive,-0.5098599999999465,-0.1384210240538487,Loss-Making,368.8498599999999,Hibernating,Growth Potential,1.0,2.0,2.0,5.0,2021-03,2021,1,46.5,Bronze
CUST_000043,2021-03-10,UK,Education,Basic,84.4,3852.55,1394,0,0.0110373410261541,Low,Loyalty Rewards Program,Normal,6,Address payment issues - offer alternative payment methods,2326.537996666667,68.14239218408447,High Profit,1087.692003333333,Champions,VIP Elite,4.0,5.0,4.0,13.0,2021-03,2021,1,46.5,Platinum
CUST_000044,2021-03-12,Canada,Finance,Professional,106.66,5221.13,1392,0,0.0002691363382757,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,3205.99123,61.40416404111754,High Profit,2015.13877,Champions,VIP Elite,4.0,5.0,5.0,14.0,2021-03,2021,1,46.4,Platinum
CUST_000045,2021-03-12,Brazil,Real Estate,Professional,238.21,11434.43,1392,0,0.0013784631693065,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,7126.1947,69.14808989200151,High Profit,3179.5053000000003,Champions,VIP Elite,4.0,5.0,5.0,14.0,2021-03,2021,1,46.4,Platinum
CUST_000046,2021-03-16,USA,Finance,Professional,250.77,11335.16,1388,0,0.000343981028301,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,7923.619979999999,69.88933933589595,High Profit,3413.76002,Champions,VIP Elite,4.0,5.0,5.0,14.0,2021-03,2021,1,46.3,Platinum
CUST_000047,2021-03-20,Australia,Real Estate,Professional,188.72,4958.89,1384,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 665 days inactive,3018.80419,60.87661129809291,High Profit,1940.0858100000005,At Risk,Growth Potential,1.0,5.0,5.0,11.0,2021-03,2021,1,46.1,Platinum
CUST_000048,2021-03-20,Australia,Technology,Professional,280.17,4257.7,1384,1,1.0,High,Immediate Retention Call,Critical,22,Address payment issues - offer alternative payment methods,2056.7466,55.51872266911408,High Profit,1647.8534,At Risk,Growth Potential,1.0,4.0,4.0,9.0,2021-03,2021,1,46.1,Platinum
CUST_000049,2021-03-27,Germany,Technology,Professional,150.18,3065.34,1377,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 809 days inactive,1455.5416300000002,49.78712823196616,Medium Profit,1467.98837,At Risk,Growth Potential,1.0,4.0,4.0,9.0,2021-03,2021,1,45.9,Gold
CUST_000050,2021-03-28,USA,Finance,Basic,67.42,2866.47,1376,0,0.0044189763661717,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1894.3458966666667,66.48857358796076,High Profit,954.7841033333334,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2021-03,2021,1,45.9,Gold
CUST_000051,2021-03-30,USA,Consulting,Professional,204.55,9503.23,1374,0,0.0027676366682836,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,5967.32901,67.88530791291775,High Profit,2822.98099,At Risk,VIP Elite,1.0,5.0,5.0,11.0,2021-03,2021,1,45.8,Platinum
CUST_000052,2021-03-30,UK,Healthcare,Professional,254.23,1325.83,1374,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,166.9046699999999,13.440868276734008,Low Profit,1074.86533,Hibernating,Growth Potential,1.0,2.0,3.0,6.0,2021-03,2021,1,45.8,Gold
CUST_000053,2021-03-31,Brazil,Retail,Basic,50.08,2183.29,1373,0,0.015693290592661,Low,Loyalty Rewards Program,Normal,6,Address payment issues - offer alternative payment methods,1177.2607766666667,61.36648457142461,High Profit,741.1492233333333,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-03,2021,1,45.8,Gold
CUST_000054,2021-03-31,UK,Technology,Enterprise,465.91,22383.36,1373,0,0.0021076917956542,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,14120.425303333332,67.31041179352216,High Profit,6857.644696666666,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-03,2021,1,45.8,Platinum
CUST_000055,2021-04-01,USA,Consulting,Basic,61.0,2754.59,1372,0,0.0025960678006018,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1868.6520733333327,66.38337134480071,High Profit,946.2879266666667,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-04,2021,2,45.7,Gold
CUST_000056,2021-04-02,USA,Healthcare,Basic,87.57,3921.29,1371,0,0.0077824966848254,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2525.31753,68.87674195334425,High Profit,1141.11247,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-04,2021,2,45.7,Platinum
CUST_000057,2021-04-02,Brazil,Real Estate,Enterprise,716.72,8563.119999999999,1371,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 1042 days inactive,4045.49691,51.30487215939715,High Profit,3839.71309,At Risk,Growth Potential,1.0,3.0,5.0,9.0,2021-04,2021,2,45.7,Platinum
CUST_000058,2021-04-04,France,Technology,Enterprise,741.37,4387.18,1369,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 1158 days inactive,1327.4387566666664,30.489269272672004,Medium Profit,3026.351243333333,Hibernating,Growth Potential,1.0,2.0,4.0,7.0,2021-04,2021,2,45.6,Platinum
CUST_000059,2021-04-04,Australia,Consulting,Basic,45.94,2139.48,1369,0,0.0135278184324189,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1096.3248033333334,60.48454974612475,High Profit,716.2451966666666,Promising,VIP Elite,3.0,5.0,3.0,11.0,2021-04,2021,2,45.6,Gold
CUST_000060,2021-04-15,Brazil,Finance,Professional,157.25,6749.02,1358,0,0.0006174443587692,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,4403.89994,65.22228419434431,High Profit,2348.24006,Champions,VIP Elite,4.0,5.0,5.0,14.0,2021-04,2021,2,45.3,Platinum
CUST_000061,2021-04-20,Australia,Technology,Enterprise,729.37,9397.63,1353,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 992 days inactive,4199.64286,52.13929402358386,High Profit,3855.01714,At Risk,Growth Potential,1.0,3.0,5.0,9.0,2021-04,2021,2,45.1,Platinum
CUST_000062,2021-04-20,UK,Retail,Basic,68.95,3190.41,1353,0,0.0005296227091388,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2044.77717,67.27856261536486,High Profit,994.49283,Champions,VIP Elite,5.0,5.0,4.0,14.0,2021-04,2021,2,45.1,Gold
CUST_000063,2021-04-21,USA,Finance,Professional,231.87,9840.91,1352,0,0.000416152174227,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,6446.10242,68.59730446460686,High Profit,2950.9175800000003,Champions,VIP Elite,5.0,5.0,5.0,15.0,2021-04,2021,2,45.1,Platinum
CUST_000064,2021-04-21,Australia,Healthcare,Enterprise,665.44,1943.92,1352,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 1290 days inactive,-505.4043466666667,-25.999235908199243,Loss-Making,2449.3243466666668,Hibernating,Growth Potential,1.0,2.0,4.0,7.0,2021-04,2021,2,45.1,Gold
CUST_000065,2021-04-23,USA,Education,Professional,112.54,5130.97,1350,0,0.0052870968634113,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,2990.8856000000005,60.86953760989906,High Profit,1922.7144,At Risk,VIP Elite,1.0,5.0,5.0,11.0,2021-04,2021,2,45.0,Platinum
CUST_000066,2021-04-23,UK,Energy,Basic,67.09,866.44,1350,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 990 days inactive,386.52524000000005,44.61073357647385,Medium Profit,479.91476,Lost,Growth Potential,1.0,4.0,2.0,7.0,2021-04,2021,2,45.0,Silver
CUST_000067,2021-04-26,USA,Energy,Basic,67.79,3063.37,1347,0,0.0100293097339154,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1903.01766,66.6915835511975,High Profit,950.44234,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2021-04,2021,2,44.9,Gold
CUST_000068,2021-04-28,India,Media,Basic,90.13,3918.84,1345,0,0.0061726515606903,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2572.7717433333337,69.12875380761353,High Profit,1148.9382566666666,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2021-04,2021,2,44.8,Platinum
CUST_000069,2021-05-03,Germany,Technology,Professional,226.13,9816.11,1340,0,0.0005617993110514,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,6748.02649,68.99688543883094,High Profit,3032.1635100000003,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-05,2021,2,44.7,Platinum
CUST_000070,2021-05-04,UK,Education,Premium,1506.3,8771.17,1339,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 1188 days inactive,3112.0720699999997,35.480694935795334,Medium Profit,5659.097930000001,Hibernating,Growth Potential,1.0,2.0,5.0,8.0,2021-05,2021,2,44.6,Platinum
CUST_000071,2021-05-05,India,Technology,Basic,54.0,2396.73,1338,0,0.0007874762799586,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1590.31974,65.01875516161475,High Profit,855.6202600000001,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-05,2021,2,44.6,Gold
CUST_000072,2021-05-06,Germany,Healthcare,Basic,53.14,2426.05,1337,0,0.0021819863475422,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1453.6030666666668,64.08054428966085,High Profit,814.7969333333333,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-05,2021,2,44.6,Gold
CUST_000073,2021-05-06,USA,Healthcare,Basic,83.01,3764.93,1337,0,0.0028464615033401,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2422.7115166666663,68.72258120943073,High Profit,1102.6384833333334,Loyal Customers,VIP Elite,3.0,5.0,4.0,12.0,2021-05,2021,2,44.6,Gold
CUST_000074,2021-05-07,France,Education,Professional,125.68,5639.48,1336,0,0.0008686763834412,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,3460.43934,62.76256887589462,High Profit,2053.10066,Loyal Customers,VIP Elite,3.0,5.0,5.0,13.0,2021-05,2021,2,44.5,Platinum
CUST_000075,2021-05-08,USA,Education,Basic,67.22,391.94,1335,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,-24.55491999999998,-7.544217770677148,Loss-Making,350.03492,Hibernating,Growth Potential,1.0,2.0,1.0,4.0,2021-05,2021,2,44.5,Bronze
CUST_000076,2021-05-12,Brazil,Finance,Basic,87.13,3906.79,1331,0,0.001882026056501,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2444.2509566666668,68.81356525966196,High Profit,1107.7390433333337,Champions,VIP Elite,4.0,5.0,4.0,13.0,2021-05,2021,2,44.4,Platinum
CUST_000077,2021-05-16,USA,Real Estate,Professional,295.16,2648.03,1327,1,1.0,High,Immediate Retention Call,Critical,21,Re-engagement campaign - 1029 days inactive,1272.8701400000002,48.0629428245618,Medium Profit,1375.46986,At Risk,Growth Potential,1.0,3.0,4.0,8.0,2021-05,2021,2,44.2,Gold
CUST_000078,2021-05-16,Singapore,Real Estate,Basic,73.22,3366.3,1327,0,0.0004090835597612,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2247.2255133333333,68.18907486188573,High Profit,1048.3544866666666,Champions,VIP Elite,5.0,5.0,4.0,14.0,2021-05,2021,2,44.2,Gold
CUST_000079,2021-05-17,Canada,Finance,Enterprise,343.17,6884.36,1326,1,1.0,High,Immediate Retention Call,Critical,22,Re-engagement campaign - 757 days inactive,2764.7216900000003,44.94466600231818,Medium Profit,3386.66831,At Risk,Growth Potential,1.0,4.0,5.0,10.0,2021-05,2021,2,44.2,Platinum
CUST_000080,2021-05-17,USA,Real Estate,Professional,106.4,305.03,1326,1,1.0,High,Immediate Retention Call,Critical,21,Address payment issues - offer alternative payment methods,-606.49126,-295.9360105396701,Loss-Making,811.43126,Hibernating,Growth Potential,1.0,1.0,1.0,3.0,2021-05,2021,2,44.2,Bronze
CUST_000081,2021-05-20,UK,Retail,Professional,107.76,5020.15,1323,0,0.0001346185738395,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,2935.55843,60.84903872662111,High Profit,1888.77157,Champions,VIP Elite,5.0,5.0,5.0,15.0,2021-05,2021,2,44.1,Platinum
CUST_000082,2021-05-25,France,Retail,Professional,276.16,12169.64,1318,0,0.0025935688282359,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,7995.416359999999,70.23898776789574,High Profit,3387.74364,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-05,2021,2,43.9,Platinum
CUST_000083,2021-05-26,USA,Education,Enterprise,952.36,42288.55,1317,0,0.0036927886170105,Low,Loyalty Rewards Program,Normal,6,Enroll in enterprise loyalty program,28380.34859,72.07654493465319,High Profit,10994.94141,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-05,2021,2,43.9,Platinum
CUST_000084,2021-05-27,UK,Energy,Basic,56.88,2404.37,1316,0,0.0038375526053481,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,1548.226406666667,64.88957839118615,High Profit,837.7135933333334,At Risk,VIP Elite,2.0,5.0,4.0,11.0,2021-05,2021,2,43.9,Gold
CUST_000085,2021-05-28,USA,Energy,Professional,193.68,8704.62,1315,0,0.0024047417016346,Low,Loyalty Rewards Program,Normal,6,Enroll in loyalty points program,5632.560049999999,67.7271230257739,High Profit,2683.98995,At Risk,VIP Elite,2.0,5.0,5.0,12.0,2021-05,2021,2,43.8,Platinum
CUST_000086,2021-06-01,Canada,Technology,Basic,81.73,3510.23,1311,0,0.0027594898777224,Low,Loyalty Rewards Program,Normal,6,Enroll in basic rewards program,2340.81506,68.58807744823989,High Profit,1072.04494,At Risk,VIP Elite,1.0,5.0,4.0,10.0,2021-06,2021,2,43.7,Gold
