customer_id,signup_date,country,industry,subscription_type,monthly_fee,total_transactions,total_revenue,avg_transaction,std_transaction,first_transaction,last_transaction,successful_transactions,failed_transactions,customer_tenure_days,days_since_last_transaction,transaction_frequency,payment_failure_rate,avg_monthly_revenue,is_churned,customer_ltv
CUST_000011,2021-01-10,France,Media,Basic,39.8,49,1881.04,38.388571428571424,11.92256736194013,2021-01-08,2024-12-21,45.0,2.0,1453,12,1.0110041265474552,0.04,38.05205664194201,0,1881.04
CUST_000012,2021-01-11,USA,Finance,Basic,87.19,9,790.62,87.84666666666666,12.616083980379965,2021-01-11,2021-09-08,6.0,2.0,1452,1212,0.1858224363386098,0.2,16.004453441295546,1,790.62
CUST_000013,2021-01-15,Germany,Consulting,Enterprise,865.33,49,42856.56,874.6236734693877,88.84349171187398,2021-01-14,2024-12-26,46.0,2.0,1448,7,1.0144927536231882,0.04,869.8895805142083,0,42856.56
CUST_000014,2021-01-20,USA,Finance,Professional,243.24,49,12103.19,247.00387755102042,30.396593889250603,2021-01-21,2024-12-29,49.0,0.0,1443,4,1.0180055401662051,0.0,246.50081466395113,0,12103.19
CUST_000015,2021-01-23,France,Technology,Basic,57.76,48,2656.54,55.34458333333333,21.38745565506012,2021-01-21,2024-12-05,46.0,1.0,1440,28,0.9993060374739764,0.02040816326530612,54.215102040816326,0,2656.54
CUST_000016,2021-01-23,France,Retail,Basic,96.87,13,1250.42,96.18615384615386,8.143404835060844,2021-01-25,2022-01-16,13.0,0.0,1440,1082,0.27064538514920194,0.0,25.518775510204083,1,1250.42
CUST_000017,2021-01-27,USA,Consulting,Premium,1568.86,14,21537.99,1538.4278571428572,125.73674759216162,2021-01-26,2022-02-19,14.0,0.0,1436,1048,0.29227557411273486,0.0,440.75013642564807,1,21537.99
CUST_000018,2021-01-28,India,Real Estate,Enterprise,462.8,48,21317.16,444.1075,139.40162422357284,2021-01-26,2024-12-08,45.0,1.0,1435,25,1.0027855153203342,0.02040816326530612,436.5288737201365,0,21317.16
CUST_000019,2021-01-30,UK,Retail,Basic,50.66,48,2418.71,50.38979166666667,4.055160352882318,2021-01-30,2024-12-09,46.0,2.0,1433,24,1.00418410041841,0.04081632653061224,49.597607655502394,0,2418.71
CUST_000020,2021-02-01,Canada,Real Estate,Professional,279.79,48,13887.66,289.32625,37.357967997099905,2021-02-03,2024-12-11,46.0,1.0,1431,22,1.005586592178771,0.02040816326530612,285.16755646817245,0,13887.66
CUST_000021,2021-02-01,USA,Retail,Professional,172.57,25,4424.32,176.97279999999998,20.152310975832695,2021-01-30,2023-01-21,25.0,0.0,1431,712,0.5237430167597765,0.0,90.84845995893222,1,4424.32
CUST_000022,2021-02-04,USA,Consulting,Enterprise,988.11,17,14885.48,875.6164705882353,490.1386054722324,2021-02-02,2022-05-28,15.0,1.0,1428,950,0.3568929321203639,0.05555555555555555,306.2855967078189,1,14885.48
CUST_000023,2021-02-07,USA,Real Estate,Professional,252.89,48,11342.08,236.29333333333332,106.67508483625731,2021-02-08,2024-12-17,44.0,1.0,1425,16,1.0098176718092566,0.02040816326530612,233.85731958762887,0,11342.08
CUST_000024,2021-02-08,UK,Media,Professional,199.58,48,9116.24,189.92166666666665,64.19283078991526,2021-02-10,2024-12-19,45.0,1.0,1424,14,1.0105263157894737,0.02040816326530612,188.092984869326,0,9116.24
CUST_000025,2021-02-11,Germany,Media,Basic,96.64,48,4497.23,93.69229166666666,29.816470404836355,2021-02-10,2024-12-20,45.0,2.0,1421,13,1.0126582278481011,0.04081632653061224,92.98201240523775,0,4497.23
CUST_000026,2021-02-12,India,Retail,Enterprise,859.88,8,5096.02,637.0025,568.9993771211755,2021-02-10,2021-09-10,7.0,0.0,1420,1210,0.1688951442646024,0.0,105.43489655172414,1,5096.02
CUST_000027,2021-02-18,India,Finance,Enterprise,910.1,48,43403.75,904.2447916666666,68.89319464243752,2021-02-18,2024-12-28,44.0,2.0,1414,5,1.017667844522968,0.04081632653061224,901.7399584487534,0,43403.75
CUST_000028,2021-02-19,France,Technology,Enterprise,747.83,6,4356.98,726.1633333333333,26.928271884149297,2021-02-19,2021-07-17,5.0,1.0,1413,1265,0.1272984441301273,0.14285714285714285,90.58170478170477,1,4356.98
CUST_000029,2021-02-20,USA,Education,Basic,67.82,48,3184.4,66.34166666666667,21.123153710917208,2021-02-21,2025-01-02,44.0,3.0,1412,0,1.019108280254777,0.061224489795918366,66.24965325936199,0,3184.4
CUST_000030,2021-02-20,USA,Healthcare,Basic,78.8,48,3626.44,75.55083333333333,23.681571417933718,2021-02-21,2025-01-02,42.0,4.0,1412,0,1.019108280254777,0.08163265306122448,75.44604715672676,0,3626.44
CUST_000031,2021-02-22,UK,Energy,Basic,88.58,47,4197.79,89.31468085106383,11.465904058302183,2021-02-24,2024-12-03,45.0,1.0,1410,30,0.9992912827781715,0.020833333333333332,87.45395833333333,0,4197.79
CUST_000032,2021-02-23,Japan,Manufacturing,Basic,34.87,47,1671.08,35.55489361702128,4.26907121165433,2021-02-22,2024-12-06,44.0,3.0,1409,27,1.0,0.0625,34.838359972202916,0,1671.08
CUST_000033,2021-02-27,USA,Finance,Professional,153.56,47,6651.29,141.5168085106383,64.81917996833099,2021-02-25,2024-12-08,41.0,3.0,1405,25,1.0028449502133712,0.0625,139.0513588850174,0,6651.29
CUST_000034,2021-02-28,USA,Energy,Enterprise,402.14,47,18076.61,384.60872340425533,131.75071466874925,2021-03-02,2024-12-09,45.0,1.0,1404,24,1.00355871886121,0.020833333333333332,378.1717573221758,0,18076.61
CUST_000035,2021-03-03,USA,Media,Premium,1182.43,7,8044.549999999999,1149.2214285714285,34.36170757717155,2021-03-05,2021-08-28,5.0,2.0,1401,1223,0.14978601997146931,0.25,168.6488469601677,1,8044.549999999999
CUST_000036,2021-03-03,Australia,Retail,Basic,86.17,15,1285.05,85.67,6.772543307882415,2021-03-01,2022-04-27,15.0,0.0,1401,981,0.3209700427960057,0.0,26.940251572327043,1,1285.05
CUST_000037,2021-03-05,USA,Education,Enterprise,950.33,47,44183.51,940.0746808510638,335.42447162449236,2021-03-04,2024-12-14,45.0,1.0,1399,19,1.0071428571428571,0.020833333333333332,927.5754373687894,0,44183.51
CUST_000038,2021-03-07,Canada,Media,Professional,109.65,47,5190.01,110.42574468085107,9.698493102288323,2021-03-09,2024-12-14,45.0,2.0,1397,19,1.0085836909871244,0.041666666666666664,109.11023125437981,0,5190.01
CUST_000039,2021-03-08,Australia,Energy,Basic,55.18,47,2521.42,53.647234042553194,17.19739422907204,2021-03-10,2024-12-19,43.0,1.0,1396,14,1.0093056549749464,0.020833333333333332,53.045301542777004,0,2521.42
CUST_000040,2021-03-08,UK,Media,Basic,98.62,47,4302.07,91.53340425531914,41.63862605158172,2021-03-10,2024-12-18,43.0,2.0,1396,15,1.0093056549749464,0.041666666666666664,90.50638148667602,0,4302.07
CUST_000041,2021-03-09,Japan,Education,Professional,143.91,47,6734.45,143.28617021276597,47.051932065546815,2021-03-07,2024-12-20,41.0,4.0,1395,13,1.010028653295129,0.08333333333333333,141.77789473684211,0,6734.45
CUST_000042,2021-03-09,UK,Education,Basic,94.16,4,368.34,92.085,2.663750488815854,2021-03-10,2021-06-08,4.0,0.0,1395,1304,0.08595988538681948,0.0,7.754526315789473,1,368.34
CUST_000043,2021-03-10,UK,Education,Basic,84.4,47,3852.55,81.96914893617021,26.17216151544192,2021-03-08,2024-12-19,40.0,5.0,1394,14,1.010752688172043,0.10416666666666667,81.16327247191012,0,3852.55
CUST_000044,2021-03-12,Canada,Finance,Professional,106.66,47,5221.13,111.08787234042553,17.451896238838195,2021-03-13,2024-12-22,47.0,0.0,1392,11,1.0122038765254846,0.0,110.15042194092828,0,5221.13
CUST_000045,2021-03-12,Brazil,Real Estate,Professional,238.21,47,11434.43,243.28574468085108,25.239046418343705,2021-03-10,2024-12-19,42.0,4.0,1392,14,1.0122038765254846,0.08333333333333333,241.23270042194093,0,11434.43
CUST_000046,2021-03-16,USA,Finance,Professional,250.77,47,11335.16,241.17361702127658,74.33201684292641,2021-03-15,2024-12-23,45.0,0.0,1388,10,1.0151187904967602,0.0,239.812976022567,0,11335.16
CUST_000047,2021-03-20,Australia,Real Estate,Professional,188.72,25,4958.89,198.3556,26.866402358087818,2021-03-21,2023-03-09,25.0,0.0,1384,665,0.5415162454873647,0.0,105.20983026874117,1,4958.89
CUST_000048,2021-03-20,Australia,Technology,Professional,280.17,15,4257.7,283.84666666666664,25.890587828306213,2021-03-22,2022-05-13,13.0,2.0,1384,965,0.3249097472924188,0.125,90.33309759547383,1,4257.7
CUST_000049,2021-03-27,Germany,Technology,Professional,150.18,20,3065.34,153.267,16.46513320866088,2021-03-25,2022-10-16,19.0,1.0,1377,809,0.4354136429608128,0.047619047619047616,65.3590618336887,1,3065.34
CUST_000050,2021-03-28,USA,Finance,Basic,67.42,46,2866.47,62.3145652173913,29.905441177634973,2021-03-27,2024-12-09,42.0,0.0,1376,24,1.0021786492374727,0.0,61.162233285917495,0,2866.47
CUST_000051,2021-03-30,USA,Consulting,Professional,204.55,46,9503.23,206.59195652173912,18.148613490911973,2021-04-01,2024-12-11,43.0,2.0,1374,22,1.0036363636363637,0.0425531914893617,203.0604700854701,0,9503.23
CUST_000052,2021-03-30,UK,Healthcare,Professional,254.23,7,1325.83,189.4042857142857,200.58915182175588,2021-03-29,2021-09-27,5.0,1.0,1374,1193,0.15272727272727274,0.125,28.329700854700857,1,1325.83
CUST_000053,2021-03-31,Brazil,Retail,Basic,50.08,46,2183.29,47.46282608695652,21.352016783541497,2021-03-30,2024-12-12,37.0,5.0,1373,21,1.0043668122270741,0.10638297872340426,46.68474697077691,0,2183.29
CUST_000054,2021-03-31,UK,Technology,Enterprise,465.91,46,22383.36,486.59478260869565,69.42109553663963,2021-03-31,2024-12-09,43.0,2.0,1373,24,1.0043668122270741,0.0425531914893617,478.6178189593728,0,22383.36
CUST_000055,2021-04-01,USA,Consulting,Basic,61.0,46,2754.59,59.88239130434783,19.5243343531186,2021-03-30,2024-12-12,45.0,0.0,1372,21,1.0050983248361252,0.0,58.94272467902996,0,2754.59
CUST_000056,2021-04-02,USA,Healthcare,Basic,87.57,46,3921.29,85.2454347826087,28.472778946177247,2021-04-02,2024-12-11,41.0,3.0,1371,22,1.0058309037900874,0.06382978723404255,83.96766595289078,0,3921.29
CUST_000057,2021-04-02,Brazil,Real Estate,Enterprise,716.72,12,8563.119999999999,713.5933333333332,55.50648485182664,2021-04-03,2022-02-25,11.0,0.0,1371,1042,0.2623906705539359,0.0,183.36445396145606,1,8563.119999999999
CUST_000058,2021-04-04,France,Technology,Enterprise,741.37,8,4387.18,548.3975,506.5804968258112,2021-04-03,2021-11-01,6.0,0.0,1369,1158,0.1751824817518248,0.0,94.0781987133667,1,4387.18
CUST_000059,2021-04-04,Australia,Consulting,Basic,45.94,46,2139.48,46.5104347826087,4.768038943037151,2021-04-05,2024-12-15,39.0,4.0,1369,18,1.0072992700729928,0.0851063829787234,45.87877055039314,0,2139.48
CUST_000060,2021-04-15,Brazil,Finance,Professional,157.25,46,6749.02,146.71782608695653,65.50289486098367,2021-04-15,2024-12-23,42.0,1.0,1358,10,1.0154525386313467,0.02127659574468085,145.87219020172913,0,6749.02
CUST_000061,2021-04-20,Australia,Technology,Enterprise,729.37,13,9397.63,722.8946153846153,52.65117213247089,2021-04-22,2022-04-16,11.0,1.0,1353,992,0.2880354505169867,0.07142857142857142,203.85314533622557,1,9397.63
CUST_000062,2021-04-20,UK,Retail,Basic,68.95,46,3190.41,69.35673913043478,5.570830001733364,2021-04-22,2024-12-28,44.0,2.0,1353,5,1.0192023633677991,0.0425531914893617,69.20629067245119,0,3190.41
CUST_000063,2021-04-21,USA,Finance,Professional,231.87,46,9840.91,213.9328260869565,95.44019033843,2021-04-21,2025-01-01,40.0,1.0,1352,1,1.0199556541019956,0.02127659574468085,213.62322720694644,0,9840.91
CUST_000064,2021-04-21,Australia,Healthcare,Enterprise,665.44,3,1943.92,647.9733333333334,18.59017034169761,2021-04-21,2021-06-22,3.0,0.0,1352,1290,0.06651884700665188,0.0,42.19797395079595,1,1943.92
CUST_000065,2021-04-23,USA,Education,Professional,112.54,45,5130.97,114.02155555555557,10.052015843861993,2021-04-24,2024-12-01,43.0,2.0,1350,32,0.999259807549963,0.043478260869565216,111.54282608695652,0,5130.97
CUST_000066,2021-04-23,UK,Energy,Basic,67.09,13,866.44,66.64923076923077,5.544945839138046,2021-04-22,2022-04-18,13.0,0.0,1350,990,0.28867505551443373,0.0,18.835652173913044,1,866.44
CUST_000067,2021-04-26,USA,Energy,Basic,67.79,45,3063.37,68.07488888888889,5.822699554417184,2021-04-24,2024-12-07,42.0,3.0,1347,26,1.0014836795252227,0.06521739130434782,66.7400871459695,0,3063.37
CUST_000068,2021-04-28,India,Media,Basic,90.13,45,3918.84,87.08533333333334,28.447098478020237,2021-04-29,2024-12-07,41.0,2.0,1345,26,1.0029717682020802,0.043478260869565216,85.50196363636364,0,3918.84
CUST_000069,2021-05-03,Germany,Technology,Professional,226.13,45,9816.11,218.1357777777778,71.08738305420273,2021-05-03,2024-12-15,43.0,1.0,1340,18,1.0067114093959733,0.021739130434782608,214.95131386861317,0,9816.11
CUST_000070,2021-05-04,UK,Education,Premium,1506.3,6,8771.17,1461.8616666666667,31.153133657252948,2021-05-05,2021-10-02,6.0,0.0,1339,1188,0.13432835820895522,0.0,192.20971512052594,1,8771.17
CUST_000071,2021-05-05,India,Technology,Basic,54.0,45,2396.73,53.260666666666665,17.518039585213035,2021-05-03,2024-12-16,44.0,0.0,1338,17,1.0082150858849888,0.0,52.55986842105263,0,2396.73
CUST_000072,2021-05-06,Germany,Healthcare,Basic,53.14,45,2426.05,53.912222222222226,6.712964014396762,2021-05-07,2024-12-16,42.0,1.0,1337,17,1.0089686098654709,0.021739130434782608,53.24177029992685,0,2426.05
CUST_000073,2021-05-06,USA,Healthcare,Basic,83.01,45,3764.93,83.6651111111111,7.167589813694264,2021-05-04,2024-12-16,42.0,2.0,1337,17,1.0089686098654709,0.043478260869565216,82.62465252377469,0,3764.93
CUST_000074,2021-05-07,France,Education,Professional,125.68,45,5639.48,125.32177777777777,10.045146111632246,2021-05-07,2024-12-16,44.0,1.0,1336,17,1.0097232610321616,0.021739130434782608,123.85387994143484,0,5639.48
CUST_000075,2021-05-08,USA,Education,Basic,67.22,6,391.94,65.32333333333334,1.5341794766801813,2021-05-06,2021-10-04,5.0,1.0,1335,1186,0.1347305389221557,0.14285714285714285,8.614065934065934,1,391.94
CUST_000076,2021-05-12,Brazil,Finance,Basic,87.13,45,3906.79,86.81755555555556,6.808669992789122,2021-05-11,2024-12-23,41.0,2.0,1331,10,1.0135135135135136,0.043478260869565216,86.11587068332109,0,3906.79
CUST_000077,2021-05-16,USA,Real Estate,Professional,295.16,11,2648.0299999999997,240.73,178.16054928069795,2021-05-17,2022-03-10,9.0,1.0,1327,1029,0.24849397590361447,0.08333333333333333,58.54156226971259,1,2648.0299999999997
CUST_000078,2021-05-16,Singapore,Real Estate,Basic,73.22,45,3366.2999999999997,74.80666666666666,9.076508639940197,2021-05-17,2024-12-28,44.0,1.0,1327,5,1.016566265060241,0.021739130434782608,74.4207811348563,0,3366.2999999999997
CUST_000079,2021-05-17,Canada,Finance,Enterprise,343.17,20,6884.36,344.21799999999996,27.5891699957181,2021-05-19,2022-12-07,18.0,2.0,1326,757,0.45214770158251694,0.09523809523809523,152.3088495575221,1,6884.36
CUST_000080,2021-05-17,USA,Real Estate,Professional,106.4,3,305.03,101.67666666666666,2.4265476161273494,2021-05-16,2021-07-18,2.0,1.0,1326,1264,0.06782215523737754,0.25,6.748451327433627,1,305.03
CUST_000081,2021-05-20,UK,Retail,Professional,107.76,45,5020.15,111.55888888888889,13.930530927397998,2021-05-18,2025-01-01,43.0,1.0,1323,1,1.0196374622356497,0.021739130434782608,111.31152993348114,0,5020.15
CUST_000082,2021-05-25,France,Retail,Professional,276.16,44,12169.64,276.58272727272725,21.9943031063317,2021-05-25,2024-12-03,41.0,2.0,1318,30,1.0007581501137226,0.044444444444444446,270.83768545994064,0,12169.64
CUST_000083,2021-05-26,USA,Education,Enterprise,952.36,44,42288.55,961.1034090909092,92.20810906032023,2021-05-26,2024-12-08,41.0,1.0,1317,25,1.0015174506828528,0.022222222222222223,941.8385300668152,0,42288.55
CUST_000084,2021-05-27,UK,Energy,Basic,56.88,44,2404.37,54.64477272727272,18.013079677890445,2021-05-28,2024-12-08,42.0,0.0,1316,25,1.002277904328018,0.0,53.589227340267456,0,2404.37
CUST_000085,2021-05-28,USA,Energy,Professional,193.68,44,8704.62,197.83227272727274,21.52856986183669,2021-05-26,2024-12-09,42.0,2.0,1315,24,1.0030395136778114,0.044444444444444446,194.155092936803,0,8704.62
CUST_000086,2021-06-01,Canada,Technology,Basic,81.73,44,3510.23,79.77795454545455,26.386207952970825,2021-06-02,2024-12-11,41.0,2.0,1311,22,1.0060975609756098,0.044444444444444446,78.52863534675615,0,3510.23
CUST_000087,2021-06-02,Germany,Retail,Basic,49.03,44,2179.29,49.529318181818184,4.843900214884155,2021-06-03,2024-12-13,40.0,2.0,1310,20,1.0068649885583525,0.044444444444444446,48.790074626865675,0,2179.29
CUST_000088,2021-06-04,France,Technology,Basic,89.61,44,3843.85,87.36022727272727,28.32943866891794,2021-06-06,2024-12-15,37.0,4.0,1308,18,1.0084033613445378,0.08888888888888889,86.18497757847533,0,3843.85
CUST_000089,2021-06-04,Canada,Education,Basic,48.13,44,2084.31,47.370681818181815,15.677897105921058,2021-06-04,2024-12-14,40.0,3.0,1308,19,1.0084033613445378,0.06666666666666667,46.733408071748876,0,2084.31
CUST_000090,2021-06-05,India,Education,Basic,59.59,21,1250.15,59.530952380952385,4.991974463838836,2021-06-06,2023-01-27,20.0,0.0,1307,706,0.481651376146789,0.0,28.05123410620793,1,1250.15
CUST_000091,2021-06-05,UK,Media,Basic,81.03,44,3631.05,82.52386363636364,10.287173593320567,2021-06-07,2024-12-16,41.0,1.0,1307,17,1.0091743119266054,0.022222222222222223,81.47456993268511,0,3631.05
CUST_000092,2021-06-07,Brazil,Media,Enterprise,536.33,44,22522.82,511.8822727272727,181.74118708505975,2021-06-08,2024-12-18,42.0,1.0,1305,15,1.0107197549770293,0.022222222222222223,506.1307865168539,0,22522.82
CUST_000093,2021-06-08,USA,Finance,Professional,198.24,4,762.05,190.5125,3.2656533292232144,2021-06-06,2021-09-07,3.0,1.0,1304,1213,0.09195402298850575,0.2,17.137556221889053,1,762.05
CUST_000094,2021-06-09,Australia,Real Estate,Professional,172.47,19,3285.37,172.91421052631577,14.090318707770583,2021-06-08,2022-12-01,19.0,0.0,1303,763,0.4371165644171779,0.0,73.93930982745687,1,3285.37
CUST_000095,2021-06-11,Germany,Energy,Basic,47.67,44,2111.66,47.99227272727273,4.51144996216287,2021-06-09,2024-12-21,40.0,3.0,1301,12,1.0138248847926268,0.06666666666666667,47.595642374154764,0,2111.66
CUST_000096,2021-06-12,USA,Healthcare,Enterprise,807.96,44,35865.29,815.1202272727273,70.02934439712634,2021-06-10,2024-12-23,44.0,0.0,1300,10,1.0146041506533436,0.0,808.9915037593985,0,35865.29
CUST_000097,2021-06-12,Brazil,Healthcare,Professional,185.12,44,8153.53,185.3075,14.761995536149653,2021-06-13,2024-12-23,44.0,0.0,1300,10,1.0146041506533436,0.0,183.91421052631577,0,8153.53
CUST_000098,2021-06-14,UK,Finance,Basic,67.18,44,2975.6,67.62727272727273,5.711647570570304,2021-06-12,2024-12-23,39.0,0.0,1298,10,1.0161662817551962,0.0,67.21987951807229,0,2975.6
CUST_000099,2021-06-18,Canada,Education,Enterprise,370.82,44,16266.72,369.6981818181818,29.849925734996013,2021-06-17,2024-12-30,43.0,1.0,1294,3,1.0193050193050195,0.022222222222222223,368.5812688821752,0,16266.72
CUST_000100,2021-06-22,Brazil,Education,Enterprise,761.64,43,33230.98,772.813488372093,71.3608938819909,2021-06-20,2024-12-05,40.0,2.0,1290,28,0.9992254066615027,0.045454545454545456,755.2495454545456,0,33230.98
CUST_000101,2021-06-24,France,Manufacturing,Basic,60.21,43,2635.69,61.29511627906977,6.726366871921354,2021-06-23,2024-12-05,40.0,1.0,1288,28,1.00077579519007,0.022727272727272728,59.99294385432474,0,2635.69
CUST_000102,2021-06-24,USA,Media,Enterprise,415.65,43,17834.5,414.75581395348837,33.224740511549534,2021-06-24,2024-12-05,41.0,1.0,1288,28,1.00077579519007,0.022727272727272728,405.94461305007593,0,17834.5
CUST_000103,2021-06-28,France,Real Estate,Basic,53.61,43,2337.31,54.35604651162791,5.621536453054741,2021-06-27,2024-12-07,41.0,2.0,1284,26,1.0038910505836576,0.045454545454545456,53.36324200913242,0,2337.31
CUST_000104,2021-06-28,USA,Technology,Professional,244.36,43,10585.04,246.16372093023259,23.190342204014872,2021-06-30,2024-12-11,43.0,0.0,1284,22,1.0038910505836576,0.0,241.66757990867583,0,10585.04
CUST_000105,2021-07-05,USA,Education,Basic,72.04,43,3106.26,72.2386046511628,5.936827588549991,2021-07-03,2024-12-15,41.0,2.0,1277,18,1.0093896713615023,0.045454545454545456,71.29900535577659,0,3106.26
CUST_000106,2021-07-06,Germany,Media,Professional,153.91,43,6712.9,156.1139534883721,19.41489439770342,2021-07-04,2024-12-17,43.0,0.0,1276,16,1.0101801096319498,0.0,154.20137825421133,0,6712.9
CUST_000107,2021-07-06,France,Technology,Basic,34.25,43,1399.86,32.55488372093023,11.539689558441548,2021-07-05,2024-12-19,42.0,0.0,1276,14,1.0101801096319498,0.0,32.15604900459418,0,1399.86
CUST_000108,2021-07-10,Canada,Media,Basic,54.43,43,2431.89,56.55558139534883,7.753411323664659,2021-07-11,2024-12-20,39.0,3.0,1272,13,1.0133542812254517,0.06818181818181818,56.03433179723502,0,2431.89
CUST_000109,2021-07-11,UK,Finance,Professional,289.56,43,12026.58,279.68790697674416,92.54890898891655,2021-07-11,2024-12-23,42.0,0.0,1271,10,1.0141509433962264,0.0,277.3231360491929,0,12026.58
CUST_000110,2021-07-11,France,Finance,Enterprise,893.07,11,9850.1,895.4636363636364,84.6353974732472,2021-07-12,2022-05-08,11.0,0.0,1271,970,0.25943396226415094,0.0,227.13528055342044,1,9850.1
CUST_000111,2021-07-12,France,Real Estate,Professional,105.96,43,4692.71,109.13279069767442,15.742321684763594,2021-07-11,2024-12-25,41.0,1.0,1270,8,1.014948859166011,0.022727272727272728,108.29330769230769,0,4692.71
CUST_000112,2021-07-12,USA,Healthcare,Basic,45.52,43,1892.0,44.0,14.276515514581812,2021-07-11,2024-12-25,37.0,3.0,1270,8,1.014948859166011,0.06818181818181818,43.661538461538456,0,1892.0
CUST_000113,2021-07-13,USA,Education,Basic,54.35,43,2226.24,51.773023255813946,17.14069337027333,2021-07-14,2024-12-26,41.0,0.0,1269,7,1.015748031496063,0.0,51.41431870669746,0,2226.24
CUST_000114,2021-07-13,Singapore,Consulting,Basic,31.27,43,1341.95,31.20813953488372,2.4237036356369517,2021-07-11,2024-12-25,41.0,2.0,1269,8,1.015748031496063,0.045454545454545456,30.991916859122405,0,1341.95
CUST_000115,2021-07-13,Brazil,Finance,Professional,234.81,43,10096.37,234.7993023255814,19.014668572715966,2021-07-11,2024-12-26,38.0,4.0,1269,7,1.015748031496063,0.09090909090909091,233.1725173210162,0,10096.37
CUST_000116,2021-07-14,Australia,Education,Professional,173.4,15,2591.11,172.74066666666667,12.656595382118631,2021-07-13,2022-09-08,12.0,2.0,1268,847,0.3546099290780142,0.125,59.886979969183365,1,2591.11
CUST_000117,2021-07-15,France,Healthcare,Professional,213.78,43,8940.12,207.90976744186048,68.70914351325871,2021-07-16,2024-12-28,39.0,2.0,1267,5,1.0173501577287065,0.045454545454545456,206.78766383962994,0,8940.12
CUST_000118,2021-07-16,USA,Energy,Professional,172.39,43,6894.85,160.34534883720931,76.64735625387708,2021-07-15,2024-12-26,38.0,3.0,1266,7,1.0181531176006313,0.06818181818181818,159.60300925925927,0,6894.85
CUST_000119,2021-07-20,USA,Education,Basic,74.47,43,3261.95,75.8593023255814,7.7143722996658415,2021-07-20,2024-12-31,43.0,0.0,1262,2,1.021377672209026,0.0,75.74187306501547,0,3261.95
CUST_000120,2021-07-22,France,Retail,Basic,96.24,42,4083.41,97.22404761904761,9.092725062974674,2021-07-24,2024-12-02,40.0,0.0,1260,31,0.9992069785884219,0.0,94.96302325581395,0,4083.41
CUST_000121,2021-07-23,India,Technology,Premium,2470.35,42,104270.98,2482.642380952381,198.68427479981747,2021-07-22,2024-12-05,40.0,1.0,1259,28,1.0,0.023255813953488372,2426.7877424359967,0,104270.98
CUST_000122,2021-07-27,Brazil,Real Estate,Basic,65.24,42,2742.32,65.29333333333334,5.35004612091662,2021-07-28,2024-12-07,40.0,0.0,1255,26,1.003184713375796,0.0,64.02303501945525,0,2742.32
CUST_000123,2021-07-27,USA,Energy,Enterprise,381.43,42,16584.2,394.8619047619048,46.18015756124,2021-07-27,2024-12-06,40.0,2.0,1255,27,1.003184713375796,0.046511627906976744,387.17976653696496,0,16584.2
CUST_000124,2021-07-31,UK,Manufacturing,Premium,2407.08,42,104455.77,2487.042142857143,320.85946277364746,2021-07-30,2024-12-13,39.0,3.0,1251,20,1.0063897763578273,0.06976744186046512,2446.2709601873535,0,104455.77
